,Report_Date,Barbados_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,71.98353514974654,42.40333546664978,True,1,0.0009951424395145572,84.80446854748945
1,2020-01-23,0,0,71.98353514974654,42.40333546664978,True,2,0.001167736062603078,84.80446854748945
2,2020-01-24,0,0,71.98353514974654,42.40333546664978,True,3,0.0013702631668033934,84.80446854748945
3,2020-01-25,0,0,71.98353514974654,42.40333546664978,True,4,0.0016079150321217214,84.80446854748945
4,2020-01-26,0,0,71.98353514974654,42.40333546664978,True,5,0.0018867831790293583,84.80446854748945
5,2020-01-27,0,0,71.98353514974654,42.40333546664978,True,6,0.0022140154568286415,84.80446854748945
6,2020-01-28,0,0,71.98353514974654,42.40333546664978,True,7,0.0025979991856651535,84.80446854748945
7,2020-01-29,0,0,71.98353514974654,42.40333546664978,True,8,0.00304857603751405,84.80446854748945
8,2020-01-30,0,0,71.98353514974654,42.40333546664978,True,9,0.0035772941515162305,84.80446854748945
9,2020-01-31,0,0,71.98353514974654,42.40333546664978,True,10,0.004197703928613571,84.80446854748945
10,2020-02-01,0,0,71.98353514974654,42.40333546664978,True,11,0.004925705063366466,84.80446854748945
11,2020-02-02,0,0,71.98353514974654,42.40333546664978,True,12,0.005779953674962622,84.80446854748945
12,2020-02-03,0,0,71.98353514974654,42.40333546664978,True,13,0.006782339927212973,84.80446854748945
13,2020-02-04,0,0,71.98353514974654,42.40333546664978,True,14,0.007958548316619879,84.80446854748945
14,2020-02-05,0,0,71.98353514974654,42.40333546664978,True,15,0.009338714902441205,84.80446854748945
15,2020-02-06,0,0,71.98353514974654,42.40333546664978,True,16,0.01095819820425604,84.80446854748945
16,2020-02-07,0,0,71.98353514974654,42.40333546664978,True,17,0.01285848336026068,84.80446854748945
17,2020-02-08,0,0,71.98353514974654,42.40333546664978,True,18,0.01508824249215658,84.80446854748945
18,2020-02-09,0,0,71.98353514974654,42.40333546664978,True,19,0.01770457813945244,84.80446854748945
19,2020-02-10,0,0,71.98353514974654,42.40333546664978,True,20,0.02077448119872507,84.80446854748945
20,2020-02-11,0,0,71.98353514974654,42.40333546664978,True,21,0.02437654013674667,84.80446854748945
21,2020-02-12,0,0,71.98353514974654,42.40333546664978,True,22,0.028602944460140778,84.80446854748945
22,2020-02-13,0,0,71.98353514974654,42.40333546664978,True,23,0.033561832654345314,84.80446854748945
23,2020-02-14,0,0,71.98353514974654,42.40333546664978,True,24,0.03938004320444242,84.80446854748945
24,2020-02-15,0,0,71.98353514974654,42.40333546664978,True,25,0.04620633705118896,84.80446854748945
25,2020-02-16,0,0,71.98353514974654,42.40333546664978,True,26,0.0542151711066521,84.80446854748945
26,2020-02-17,0,0,71.98353514974654,42.40333546664978,True,27,0.06361111546128957,84.80446854748945
27,2020-02-18,0,0,71.98353514974654,42.40333546664978,True,28,0.07463402187793725,84.80446854748945
28,2020-02-19,0,0,71.98353514974654,42.40333546664978,True,29,0.08756506831591211,84.80446854748945
29,2020-02-20,0,0,71.98353514974654,42.40333546664978,True,30,0.10273382378679982,84.80446854748945
30,2020-02-21,0,0,71.98353514974654,42.40333546664978,True,31,0.12052650002248363,84.80446854748945
31,2020-02-22,0,0,71.98353514974654,42.40333546664978,True,32,0.1413955814062074,84.80446854748945
32,2020-02-23,0,0,71.98353514974654,42.40333546664978,True,33,0.16587105247635936,84.80446854748945
33,2020-02-24,0,0,71.98353514974654,42.40333546664978,True,34,0.19457347303557815,84.80446854748945
34,2020-02-25,0,0,71.98353514974654,42.40333546664978,True,35,0.2282291842685041,84.80446854748945
35,2020-02-26,0,0,71.98353514974654,42.40333546664978,True,36,0.2676879647850612,84.80446854748945
36,2020-02-27,0,0,71.98353514974654,42.40333546664978,True,37,0.31394349223444756,84.80446854748945
37,2020-02-28,0,0,71.98353514974654,42.40333546664978,True,38,0.36815700254355704,84.80446854748945
38,2020-02-29,0,0,71.98353514974654,42.40333546664978,True,39,0.43168457253500253,84.80446854748945
39,2020-03-01,0,0,71.98353514974654,42.40333546664978,True,40,0.5061084791066908,84.80446854748945
40,2020-03-02,0,0,71.98353514974654,42.40333546664978,True,41,0.5932731041319453,84.80446854748945
41,2020-03-03,0,0,71.98353514974654,42.40333546664978,True,42,0.6953258514361471,84.80446854748945
42,2020-03-04,0,0,71.98353514974654,42.40333546664978,True,43,0.8147635104512329,84.80446854748945
43,2020-03-05,0,0,71.98353514974654,42.40333546664978,True,44,0.954484426597868,84.80446854748945
44,2020-03-06,0,0,71.98353514974654,42.40333546664978,True,45,1.1178467026078844,84.80446854748945
45,2020-03-07,0,0,71.98353514974654,42.40333546664978,True,46,1.3087324336858406,84.80446854748945
