,Report_Date,Macedonia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,76.63553169981381,604.3399810709175,False,1,0.014045919102859575,1208.6799621418336
1,2020-01-23,0,76.63553169981381,604.3399810709175,False,2,0.016322746356511077,1208.6799621418336
2,2020-01-24,0,76.63553169981381,604.3399810709175,False,3,0.018968638884490352,1208.6799621418336
3,2020-01-25,0,76.63553169981381,604.3399810709175,False,4,0.02204341877236468,1208.6799621418336
4,2020-01-26,0,76.63553169981381,604.3399810709175,False,5,0.02561660400396029,1208.6799621418336
5,2020-01-27,0,76.63553169981381,604.3399810709175,False,6,0.029768979712616144,1208.6799621418336
6,2020-01-28,0,76.63553169981381,604.3399810709175,False,7,0.03459442397132955,1208.6799621418336
7,2020-01-29,0,76.63553169981381,604.3399810709175,False,8,0.040202029325847294,1208.6799621418336
8,2020-01-30,0,76.63553169981381,604.3399810709175,False,9,0.04671856793401663,1208.6799621418336
9,2020-01-31,0,76.63553169981381,604.3399810709175,False,10,0.05429135590645282,1208.6799621418336
10,2020-02-01,0,76.63553169981381,604.3399810709175,False,11,0.06309158141920447,1208.6799621418336
11,2020-02-02,0,76.63553169981381,604.3399810709175,False,12,0.07331817158693492,1208.6799621418336
12,2020-02-03,0,76.63553169981381,604.3399810709175,False,13,0.08520228517450773,1208.6799621418336
13,2020-02-04,0,76.63553169981381,604.3399810709175,False,14,0.09901253225070006,1208.6799621418336
14,2020-02-05,0,76.63553169981381,604.3399810709175,False,15,0.1150610381558422,1208.6799621418336
15,2020-02-06,0,76.63553169981381,604.3399810709175,False,16,0.1337104880179877,1208.6799621418336
16,2020-02-07,0,76.63553169981381,604.3399810709175,False,17,0.1553823099155543,1208.6799621418336
17,2020-02-08,0,76.63553169981381,604.3399810709175,False,18,0.1805661801146446,1208.6799621418336
18,2020-02-09,0,76.63553169981381,604.3399810709175,False,19,0.2098310631414838,1208.6799621418336
19,2020-02-10,0,76.63553169981381,604.3399810709175,False,20,0.24383803339694282,1208.6799621418336
20,2020-02-11,0,76.63553169981381,604.3399810709175,False,21,0.28335516427986407,1208.6799621418336
21,2020-02-12,0,76.63553169981381,604.3399810709175,False,22,0.32927481615398857,1208.6799621418336
22,2020-02-13,0,76.63553169981381,604.3399810709175,False,23,0.3826337068706504,1208.6799621418336
23,2020-02-14,0,76.63553169981381,604.3399810709175,False,24,0.44463620896203293,1208.6799621418336
24,2020-02-15,0,76.63553169981381,604.3399810709175,False,25,0.5166813871865726,1208.6799621418336
25,2020-02-16,0,76.63553169981381,604.3399810709175,False,26,0.6003943701063494,1208.6799621418336
26,2020-02-17,0,76.63553169981381,604.3399810709175,False,27,0.6976627412031985,1208.6799621418336
27,2020-02-18,0,76.63553169981381,604.3399810709175,False,28,0.8106787402179301,1208.6799621418336
28,2020-02-19,0,76.63553169981381,604.3399810709175,False,29,0.9419881855579757,1208.6799621418336
29,2020-02-20,0,76.63553169981381,604.3399810709175,False,30,1.0945471654773171,1208.6799621418336
30,2020-02-21,0,76.63553169981381,604.3399810709175,False,31,1.2717877010359697,1208.6799621418336
31,2020-02-22,0,76.63553169981381,604.3399810709175,False,32,1.4776937592973602,1208.6799621418336
32,2020-02-23,0,76.63553169981381,604.3399810709175,False,33,1.7168891923616907,1208.6799621418336
33,2020-02-24,0,76.63553169981381,604.3399810709175,False,34,1.9947393978690378,1208.6799621418336
34,2020-02-25,0,76.63553169981381,604.3399810709175,False,35,2.31746874016375,1208.6799621418336
35,2020-02-26,1,76.63553169981381,604.3399810709175,False,36,2.692296038089241,1208.6799621418336
36,2020-02-27,1,76.63553169981381,604.3399810709175,False,37,3.1275907136646732,1208.6799621418336
37,2020-02-28,1,76.63553169981381,604.3399810709175,False,38,3.6330525018929443,1208.6799621418336
38,2020-02-29,1,76.63553169981381,604.3399810709175,False,39,4.219917938901003,1208.6799621418336
39,2020-03-01,1,76.63553169981381,604.3399810709175,False,40,4.901197162582639,1208.6799621418336
40,2020-03-02,1,76.63553169981381,604.3399810709175,False,41,5.691944860197922,1208.6799621418336
41,2020-03-03,1,76.63553169981381,604.3399810709175,False,42,6.60956945643134,1208.6799621418336
42,2020-03-04,1,76.63553169981381,604.3399810709175,False,43,7.674184818136611,1208.6799621418336
43,2020-03-05,1,76.63553169981381,604.3399810709175,False,44,8.909008809366682,1208.6799621418336
44,2020-03-06,3,76.63553169981381,604.3399810709175,False,45,10.340812895070432,1208.6799621418336
45,2020-03-07,3,76.63553169981381,604.3399810709175,False,46,12.000426573426836,1208.6799621418336
46,2020-03-08,3,76.63553169981381,604.3399810709175,False,47,13.923299595106068,1208.6799621418336
47,2020-03-09,3,76.63553169981381,604.3399810709175,False,48,16.15012354637209,1208.6799621418336
48,2020-03-10,7,76.63553169981381,604.3399810709175,False,49,18.727512231869134,1208.6799621418336
49,2020-03-11,7,76.63553169981381,604.3399810709175,False,50,21.70873714183289,1208.6799621418336
50,2020-03-12,7,76.63553169981381,604.3399810709175,False,51,25.154509821951386,1208.6799621418336
51,2020-03-13,14,76.63553169981381,604.3399810709175,False,52,29.133796821557365,1208.6799621418336
52,2020-03-14,14,76.63553169981381,604.3399810709175,False,53,33.72464466976616,1208.6799621418336
53,2020-03-15,14,76.63553169981381,604.3399810709175,False,54,39.014981587878445,1208.6799621418336
54,2020-03-16,18,76.63553169981381,604.3399810709175,False,55,45.10334897912335,1208.6799621418336
55,2020-03-17,26,76.63553169981381,604.3399810709175,False,56,52.099498832183926,1208.6799621418336
56,2020-03-18,35,76.63553169981381,604.3399810709175,False,57,60.12477294491513,1208.6799621418336
57,2020-03-19,48,76.63553169981381,604.3399810709175,False,58,69.3121566377819,1208.6799621418336
58,2020-03-20,67,76.63553169981381,604.3399810709175,False,59,79.80587435983668,1208.6799621418336
59,2020-03-21,85,76.63553169981381,604.3399810709175,False,60,91.76036924932512,1208.6799621418336
60,2020-03-22,115,76.63553169981381,604.3399810709175,False,61,105.33848659753883,1208.6799621418336
61,2020-03-23,136,76.63553169981381,604.3399810709175,False,62,120.70866727894658,1208.6799621418336
62,2020-03-24,148,76.63553169981381,604.3399810709175,False,63,138.04095847862163,1208.6799621418336
63,2020-03-25,177,76.63553169981381,604.3399810709175,False,64,157.50167423114573,1208.6799621418336
64,2020-03-26,201,76.63553169981381,604.3399810709175,False,65,179.2465973183392,1208.6799621418336
65,2020-03-27,219,76.63553169981381,604.3399810709175,False,66,203.4127165328721,1208.6799621418336
