,Report_Date,France_guadeloupe_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,65.28861493052352,79.61121724577838,True,1,0.0018992498912188958,157.2086926437592
1,2020-01-23,0,65.28861493052352,79.61121724577838,True,2,0.002265500393146151,157.2086926437592
2,2020-01-24,0,65.28861493052352,79.61121724577838,True,3,0.0027023772797819087,157.2086926437592
3,2020-01-25,0,65.28861493052352,79.61121724577838,True,4,0.0032234993735958577,157.2086926437592
4,2020-01-26,0,65.28861493052352,79.61121724577838,True,5,0.0038451113880425885,157.2086926437592
5,2020-01-27,0,65.28861493052352,79.61121724577838,True,6,0.0045865901437994,157.2086926437592
6,2020-01-28,0,65.28861493052352,79.61121724577838,True,7,0.005471048334459108,157.2086926437592
7,2020-01-29,0,65.28861493052352,79.61121724577838,True,8,0.006526054623554722,157.2086926437592
8,2020-01-30,0,65.28861493052352,79.61121724577838,True,9,0.0077844924641425495,157.2086926437592
9,2020-01-31,0,65.28861493052352,79.61121724577838,True,10,0.009285584332234042,157.2086926437592
10,2020-02-01,0,65.28861493052352,79.61121724577838,True,11,0.011076113187095182,157.2086926437592
11,2020-02-02,0,65.28861493052352,79.61121724577838,True,12,0.013211879070080056,157.2086926437592
12,2020-02-03,0,65.28861493052352,79.61121724577838,True,13,0.015759436013076625,157.2086926437592
13,2020-02-04,0,65.28861493052352,79.61121724577838,True,14,0.018798163065196546,157.2086926437592
14,2020-02-05,0,65.28861493052352,79.61121724577838,True,15,0.022422733518609097,157.2086926437592
15,2020-02-06,0,65.28861493052352,79.61121724577838,True,16,0.02674605862357551,157.2086926437592
16,2020-02-07,0,65.28861493052352,79.61121724577838,True,17,0.03190279658372618,157.2086926437592
17,2020-02-08,0,65.28861493052352,79.61121724577838,True,18,0.038053534831007256,157.2086926437592
18,2020-02-09,0,65.28861493052352,79.61121724577838,True,19,0.04538977398011231,157.2086926437592
19,2020-02-10,0,65.28861493052352,79.61121724577838,True,20,0.054139866016912355,157.2086926437592
20,2020-02-11,0,65.28861493052352,79.61121724577838,True,21,0.06457608783279373,157.2086926437592
21,2020-02-12,0,65.28861493052352,79.61121724577838,True,22,0.07702306491865442,157.2086926437592
22,2020-02-13,0,65.28861493052352,79.61121724577838,True,23,0.09186779971850026,157.2086926437592
23,2020-02-14,0,65.28861493052352,79.61121724577838,True,24,0.10957160575147652,157.2086926437592
24,2020-02-15,0,65.28861493052352,79.61121724577838,True,25,0.130684303172263,157.2086926437592
25,2020-02-16,0,65.28861493052352,79.61121724577838,True,26,0.15586109505424803,157.2086926437592
26,2020-02-17,0,65.28861493052352,79.61121724577838,True,27,0.18588261748252213,157.2086926437592
27,2020-02-18,0,65.28861493052352,79.61121724577838,True,28,0.22167874163634999,157.2086926437592
28,2020-02-19,0,65.28861493052352,79.61121724577838,True,29,0.2643568033843188,157.2086926437592
29,2020-02-20,0,65.28861493052352,79.61121724577838,True,30,0.3152350461609133,157.2086926437592
30,2020-02-21,0,65.28861493052352,79.61121724577838,True,31,0.3758821861263526,157.2086926437592
31,2020-02-22,0,65.28861493052352,79.61121724577838,True,32,0.4481641439727701,157.2086926437592
32,2020-02-23,0,65.28861493052352,79.61121724577838,True,33,0.5342991328737626,157.2086926437592
33,2020-02-24,0,65.28861493052352,79.61121724577838,True,34,0.6369224423404777,157.2086926437592
34,2020-02-25,0,65.28861493052352,79.61121724577838,True,35,0.7591624051099922,157.2086926437592
35,2020-02-26,0,65.28861493052352,79.61121724577838,True,36,0.9047291656809059,157.2086926437592
