,Report_Date,UK_bermuda_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,82.15968036020918,60.60014580895286,True,1,0.005186632230326579,109.23142902581179
1,2020-01-23,0,82.15968036020918,60.60014580895286,True,2,0.005870974822410044,109.23142902581179
2,2020-01-24,0,82.15968036020918,60.60014580895286,True,3,0.006645607044149688,109.23142902581179
3,2020-01-25,0,82.15968036020918,60.60014580895286,True,4,0.007522439982494687,109.23142902581179
4,2020-01-26,0,82.15968036020918,60.60014580895286,True,5,0.00851495565364937,109.23142902581179
5,2020-01-27,0,82.15968036020918,60.60014580895286,True,6,0.009638414079570211,109.23142902581179
6,2020-01-28,0,82.15968036020918,60.60014580895286,True,7,0.010910087629839579,109.23142902581179
7,2020-01-29,0,82.15968036020918,60.60014580895286,True,8,0.012349526210175212,109.23142902581179
8,2020-01-30,0,82.15968036020918,60.60014580895286,True,9,0.013978857346770408,109.23142902581179
9,2020-01-31,0,82.15968036020918,60.60014580895286,True,10,0.01582312574404496,109.23142902581179
10,2020-02-01,0,82.15968036020918,60.60014580895286,True,11,0.017910677489833784,109.23142902581179
11,2020-02-02,0,82.15968036020918,60.60014580895286,True,12,0.02027359475506398,109.23142902581179
12,2020-02-03,0,82.15968036020918,60.60014580895286,True,13,0.022948187594080963,109.23142902581179
13,2020-02-04,0,82.15968036020918,60.60014580895286,True,14,0.025975550307576614,109.23142902581179
14,2020-02-05,0,82.15968036020918,60.60014580895286,True,15,0.029402190794328233,109.23142902581179
15,2020-02-06,0,82.15968036020918,60.60014580895286,True,16,0.03328074240374099,109.23142902581179
16,2020-02-07,0,82.15968036020918,60.60014580895286,True,17,0.03767076902293497,109.23142902581179
17,2020-02-08,0,82.15968036020918,60.60014580895286,True,18,0.04263967550573078,109.23142902581179
18,2020-02-09,0,82.15968036020918,60.60014580895286,True,19,0.048263737093788325,109.23142902581179
19,2020-02-10,0,82.15968036020918,60.60014580895286,True,20,0.05462926321134306,109.23142902581179
20,2020-02-11,0,82.15968036020918,60.60014580895286,True,21,0.061833912955034695,109.23142902581179
21,2020-02-12,0,82.15968036020918,60.60014580895286,True,22,0.06998818177134637,109.23142902581179
22,2020-02-13,0,82.15968036020918,60.60014580895286,True,23,0.07921708123967468,109.23142902581179
23,2020-02-14,0,82.15968036020918,60.60014580895286,True,24,0.08966203658372648,109.23142902581179
24,2020-02-15,0,82.15968036020918,60.60014580895286,True,25,0.10148302954327694,109.23142902581179
25,2020-02-16,0,82.15968036020918,60.60014580895286,True,26,0.11486101757806358,109.23142902581179
26,2020-02-17,0,82.15968036020918,60.60014580895286,True,27,0.1300006640708976,109.23142902581179
27,2020-02-18,0,82.15968036020918,60.60014580895286,True,28,0.14713341827138982,109.23142902581179
28,2020-02-19,0,82.15968036020918,60.60014580895286,True,29,0.16652098819516462,109.23142902581179
29,2020-02-20,0,82.15968036020918,60.60014580895286,True,30,0.18845925458077656,109.23142902581179
30,2020-02-21,0,82.15968036020918,60.60014580895286,True,31,0.21328267931416356,109.23142902581179
31,2020-02-22,0,82.15968036020918,60.60014580895286,True,32,0.24136926745269624,109.23142902581179
32,2020-02-23,0,82.15968036020918,60.60014580895286,True,33,0.27314614809502497,109.23142902581179
33,2020-02-24,0,82.15968036020918,60.60014580895286,True,34,0.3090958458028251,109.23142902581179
34,2020-02-25,0,82.15968036020918,60.60014580895286,True,35,0.34976332100833746,109.23142902581179
35,2020-02-26,0,82.15968036020918,60.60014580895286,True,36,0.3957638647171404,109.23142902581179
36,2020-02-27,0,82.15968036020918,60.60014580895286,True,37,0.44779193966303665,109.23142902581179
37,2020-02-28,0,82.15968036020918,60.60014580895286,True,38,0.5066310666429554,109.23142902581179
38,2020-02-29,0,82.15968036020918,60.60014580895286,True,39,0.5731648607124887,109.23142902581179
39,2020-03-01,0,82.15968036020918,60.60014580895286,True,40,0.6483893267957636,109.23142902581179
40,2020-03-02,0,82.15968036020918,60.60014580895286,True,41,0.7334265274442345,109.23142902581179
41,2020-03-03,0,82.15968036020918,60.60014580895286,True,42,0.829539736165557,109.23142902581179
42,2020-03-04,0,82.15968036020918,60.60014580895286,True,43,0.9381501868985328,109.23142902581179
43,2020-03-05,0,82.15968036020918,60.60014580895286,True,44,1.0608555225070437,109.23142902581179
44,2020-03-06,0,82.15968036020918,60.60014580895286,True,45,1.1994500309286922,109.23142902581179
45,2020-03-07,0,82.15968036020918,60.60014580895286,True,46,1.3559467347481036,109.23142902581179
46,2020-03-08,0,82.15968036020918,60.60014580895286,True,47,1.5326013658853055,109.23142902581179
47,2020-03-09,0,82.15968036020918,60.60014580895286,True,48,1.731938208647249,109.23142902581179
48,2020-03-10,0,82.15968036020918,60.60014580895286,True,49,1.9567777278071,109.23142902581179
49,2020-03-11,0,82.15968036020918,60.60014580895286,True,50,2.210265809197496,109.23142902581179
50,2020-03-12,0,82.15968036020918,60.60014580895286,True,51,2.4959043233918274,109.23142902581179
51,2020-03-13,0,82.15968036020918,60.60014580895286,True,52,2.817582572632327,109.23142902581179
52,2020-03-14,0,82.15968036020918,60.60014580895286,True,53,3.179608990998364,109.23142902581179
53,2020-03-15,0,82.15968036020918,60.60014580895286,True,54,3.586742231470342,109.23142902581179
54,2020-03-16,0,82.15968036020918,60.60014580895286,True,55,4.044220484947709,109.23142902581179
55,2020-03-17,0,82.15968036020918,60.60014580895286,True,56,4.557787530475797,109.23142902581179
56,2020-03-18,0,82.15968036020918,60.60014580895286,True,57,5.133713610293378,109.23142902581179
57,2020-03-19,2,82.15968036020918,60.60014580895286,True,58,5.77880875916568,109.23142902581179
58,2020-03-20,2,82.15968036020918,60.60014580895286,True,59,6.50042570232206,109.23142902581179
59,2020-03-21,2,82.15968036020918,60.60014580895286,True,60,7.306448886655438,109.23142902581179
60,2020-03-22,6,82.15968036020918,60.60014580895286,True,61,8.20526565449058,109.23142902581179
61,2020-03-23,6,82.15968036020918,60.60014580895286,True,62,9.205715053126324,109.23142902581179
62,2020-03-24,6,82.15968036020918,60.60014580895286,True,63,10.317009361305706,109.23142902581179
63,2020-03-25,7,82.15968036020918,60.60014580895286,True,64,11.548623193484783,109.23142902581179
64,2020-03-26,15,82.15968036020918,60.60014580895286,True,65,12.910145126124114,109.23142902581179
65,2020-03-27,17,82.15968036020918,60.60014580895286,True,66,14.411087311106849,109.23142902581179
66,2020-03-28,17,82.15968036020918,60.60014580895286,True,67,16.06064964826729,109.23142902581179
67,2020-03-29,22,82.15968036020918,60.60014580895286,True,68,17.867436930068433,109.23142902581179
68,2020-03-30,27,82.15968036020918,60.60014580895286,True,69,19.83913007042887,109.23142902581179
69,2020-03-31,32,82.15968036020918,60.60014580895286,True,70,21.982116151707146,109.23142902581179
70,2020-04-01,32,82.15968036020918,60.60014580895286,True,71,24.301086532794322,109.23142902581179
71,2020-04-02,35,82.15968036020918,60.60014580895286,True,72,26.79861747349581,109.23142902581179
72,2020-04-03,35,82.15968036020918,60.60014580895286,True,73,29.47475327422077,109.23142902581179
73,2020-04-04,35,82.15968036020918,60.60014580895286,True,74,32.32661722477061,109.23142902581179
74,2020-04-05,37,82.15968036020918,60.60014580895286,True,75,35.348079927443905,109.23142902581179
75,2020-04-06,39,82.15968036020918,60.60014580895286,True,76,38.52951690699084,109.23142902581179
76,2020-04-07,39,82.15968036020918,60.60014580895286,True,77,41.85768694302327,109.23142902581179
77,2020-04-08,39,82.15968036020918,60.60014580895286,True,78,45.31575854010552,109.23142902581179
78,2020-04-09,48,82.15968036020918,60.60014580895286,True,79,48.88350405510078,109.23142902581179
79,2020-04-10,48,82.15968036020918,60.60014580895286,True,80,52.537669470925884,109.23142902581179
80,2020-04-11,48,82.15968036020918,60.60014580895286,True,81,56.25251355689886,109.23142902581179
81,2020-04-12,57,82.15968036020918,60.60014580895286,True,82,60.000494747585606,109.23142902581179
82,2020-04-13,57,82.15968036020918,60.60014580895286,True,83,63.753069510467945,109.23142902581179
83,2020-04-14,57,82.15968036020918,60.60014580895286,True,84,67.48155436976963,109.23142902581179
84,2020-04-15,81,82.15968036020918,60.60014580895286,True,85,71.15799691097685,109.23142902581179
85,2020-04-16,81,82.15968036020918,60.60014580895286,True,86,74.75600011298506,109.23142902581179
86,2020-04-17,83,82.15968036020918,60.60014580895286,True,87,78.25144940264146,109.23142902581179
87,2020-04-18,83,82.15968036020918,60.60014580895286,True,88,81.6231020786174,109.23142902581179
88,2020-04-19,86,82.15968036020918,60.60014580895286,True,89,84.85301259152867,109.23142902581179
89,2020-04-20,86,82.15968036020918,60.60014580895286,True,90,87.92678253610953,109.23142902581179
