,Report_Date,France_martinique_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
35,2020-02-26,0,66.79000183335982,87.30707062990389,True,36,0.8608888685869674,174.5925883054864
36,2020-02-27,0,66.79000183335982,87.30707062990389,True,37,1.021894304222631,174.5925883054864
37,2020-02-28,0,66.79000183335982,87.30707062990389,True,38,1.2128011707268367,174.5925883054864
38,2020-02-29,0,66.79000183335982,87.30707062990389,True,39,1.4390769589303765,174.5925883054864
39,2020-03-01,0,66.79000183335982,87.30707062990389,True,40,1.7071540391112072,174.5925883054864
40,2020-03-02,0,66.79000183335982,87.30707062990389,True,41,2.0245857730724595,174.5925883054864
41,2020-03-03,0,66.79000183335982,87.30707062990389,True,42,2.4002220715738742,174.5925883054864
42,2020-03-04,0,66.79000183335982,87.30707062990389,True,43,2.844404318715567,174.5925883054864
43,2020-03-05,0,66.79000183335982,87.30707062990389,True,44,3.369178254638408,174.5925883054864
44,2020-03-06,0,66.79000183335982,87.30707062990389,True,45,3.9885214242431877,174.5925883054864
45,2020-03-07,2,66.79000183335982,87.30707062990389,True,46,4.718578955810038,174.5925883054864
46,2020-03-08,2,66.79000183335982,87.30707062990389,True,47,5.577897494555757,174.5925883054864
47,2020-03-09,2,66.79000183335982,87.30707062990389,True,48,6.587641840099251,174.5925883054864
48,2020-03-10,2,66.79000183335982,87.30707062990389,True,49,7.7717720167819,174.5925883054864
49,2020-03-11,3,66.79000183335982,87.30707062990389,True,50,9.157150046541414,174.5925883054864
50,2020-03-12,3,66.79000183335982,87.30707062990389,True,51,10.773535733591808,174.5925883054864
51,2020-03-13,3,66.79000183335982,87.30707062990389,True,52,12.65341985801296,174.5925883054864
52,2020-03-14,9,66.79000183335982,87.30707062990389,True,53,14.831632507704061,174.5925883054864
53,2020-03-15,9,66.79000183335982,87.30707062990389,True,54,17.34465596762851,174.5925883054864
54,2020-03-16,15,66.79000183335982,87.30707062990389,True,55,20.229568899440537,174.5925883054864
55,2020-03-17,16,66.79000183335982,87.30707062990389,True,56,23.522555981854214,174.5925883054864
56,2020-03-18,19,66.79000183335982,87.30707062990389,True,57,27.256940174192735,174.5925883054864
57,2020-03-19,23,66.79000183335982,87.30707062990389,True,58,31.46073873531908,174.5925883054864
58,2020-03-20,32,66.79000183335982,87.30707062990389,True,59,36.15381266209297,174.5925883054864
59,2020-03-21,32,66.79000183335982,87.30707062990389,True,60,41.344771309082375,174.5925883054864
60,2020-03-22,44,66.79000183335982,87.30707062990389,True,61,47.02790085196335,174.5925883054864
61,2020-03-23,53,66.79000183335982,87.30707062990389,True,62,53.180488026359185,174.5925883054864
62,2020-03-24,57,66.79000183335982,87.30707062990389,True,63,59.76098042095851,174.5925883054864
63,2020-03-25,66,66.79000183335982,87.30707062990389,True,64,66.70842794440415,174.5925883054864
64,2020-03-26,66,66.79000183335982,87.30707062990389,True,65,73.94355908877128,174.5925883054864
65,2020-03-27,81,66.79000183335982,87.30707062990389,True,66,81.37165205745049,174.5925883054864
66,2020-03-28,93,66.79000183335982,87.30707062990389,True,67,88.88708757024874,174.5925883054864
67,2020-03-29,93,66.79000183335982,87.30707062990389,True,68,96.37917280659143,174.5925883054864
68,2020-03-30,93,66.79000183335982,87.30707062990389,True,69,103.7385799075743,174.5925883054864
69,2020-03-31,128,66.79000183335982,87.30707062990389,True,70,110.86361775077654,174.5925883054864
70,2020-04-01,135,66.79000183335982,87.30707062990389,True,71,117.66558989446725,174.5925883054864
71,2020-04-02,138,66.79000183335982,87.30707062990389,True,72,124.0726742408639,174.5925883054864
72,2020-04-03,143,66.79000183335982,87.30707062990389,True,73,130.03203705870595,174.5925883054864
73,2020-04-04,145,66.79000183335982,87.30707062990389,True,74,135.51018975100007,174.5925883054864
74,2020-04-05,149,66.79000183335982,87.30707062990389,True,75,140.49184154432635,174.5925883054864
75,2020-04-06,151,66.79000183335982,87.30707062990389,True,76,144.97765256908934,174.5925883054864
76,2020-04-07,152,66.79000183335982,87.30707062990389,True,77,148.98134072147494,174.5925883054864
77,2020-04-08,154,66.79000183335982,87.30707062990389,True,78,152.52656040499838,174.5925883054864
78,2020-04-09,154,66.79000183335982,87.30707062990389,True,79,155.64388357924506,174.5925883054864
79,2020-04-10,155,66.79000183335982,87.30707062990389,True,80,158.36810604570687,174.5925883054864
80,2020-04-11,155,66.79000183335982,87.30707062990389,True,81,160.7359995306712,174.5925883054864
81,2020-04-12,155,66.79000183335982,87.30707062990389,True,82,162.78454737665885,174.5925883054864
82,2020-04-13,157,66.79000183335982,87.30707062990389,True,83,164.5496436522299,174.5925883054864
83,2020-04-14,157,66.79000183335982,87.30707062990389,True,84,166.0652009264954,174.5925883054864
84,2020-04-15,158,66.79000183335982,87.30707062990389,True,85,167.3625961875755,174.5925883054864
85,2020-04-16,158,66.79000183335982,87.30707062990389,True,86,168.47038181940778,174.5925883054864
86,2020-04-17,158,66.79000183335982,87.30707062990389,True,87,169.41419407791216,174.5925883054864
87,2020-04-18,158,66.79000183335982,87.30707062990389,True,88,170.2168011350975,174.5925883054864
88,2020-04-19,163,66.79000183335982,87.30707062990389,True,89,170.89824372829466,174.5925883054864
89,2020-04-20,163,66.79000183335982,87.30707062990389,True,90,171.47603206660193,174.5925883054864
90,2020-04-21,163,66.79000183335982,87.30707062990389,True,91,171.9653720150185,174.5925883054864
91,2020-04-22,164,66.79000183335982,87.30707062990389,True,92,172.3794013474855,174.5925883054864
92,2020-04-23,164,66.79000183335982,87.30707062990389,True,93,172.72942301138073,174.5925883054864
93,2020-04-24,170,66.79000183335982,87.30707062990389,True,94,173.02512703192292,174.5925883054864
94,2020-04-25,175,66.79000183335982,87.30707062990389,True,95,173.27479613411515,174.5925883054864
95,2020-04-26,175,66.79000183335982,87.30707062990389,True,96,173.48549261514174,174.5925883054864
96,2020-04-27,175,66.79000183335982,87.30707062990389,True,97,173.6632256861583,174.5925883054864
97,2020-04-28,175,66.79000183335982,87.30707062990389,True,98,173.8130996113756,174.5925883054864
98,2020-04-29,175,66.79000183335982,87.30707062990389,True,99,173.9394436603419,174.5925883054864
99,2020-04-30,178,66.79000183335982,87.30707062990389,True,100,174.0459252784831,174.5925883054864
100,2020-05-01,179,66.79000183335982,87.30707062990389,True,101,174.13564806395934,174.5925883054864
101,2020-05-02,179,66.79000183335982,87.30707062990389,True,102,174.21123618435237,174.5925883054864
102,2020-05-03,179,66.79000183335982,87.30707062990389,True,103,174.27490682425758,174.5925883054864
103,2020-05-04,181,66.79000183335982,87.30707062990389,True,104,174.32853215965144,174.5925883054864
104,2020-05-05,181,66.79000183335982,87.30707062990389,True,105,174.37369223122724,174.5925883054864
105,2020-05-06,182,66.79000183335982,87.30707062990389,True,106,174.41171995309776,174.5925883054864
106,2020-05-07,183,66.79000183335982,87.30707062990389,True,107,174.4437393559902,174.5925883054864
107,2020-05-08,186,66.79000183335982,87.30707062990389,True,108,174.47069803193767,174.5925883054864
108,2020-05-09,186,66.79000183335982,87.30707062990389,True,109,174.49339462432812,174.5925883054864
