,Report_Date,France_martinique_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,66.79000183335982,87.30707062990389,True,1,0.002074606607194161,174.5925883054864
1,2020-01-23,0,66.79000183335982,87.30707062990389,True,2,0.002464882889959168,174.5925883054864
2,2020-01-24,0,66.79000183335982,87.30707062990389,True,3,0.0029285769579266013,174.5925883054864
3,2020-01-25,0,66.79000183335982,87.30707062990389,True,4,0.003479499471910939,174.5925883054864
4,2020-01-26,0,66.79000183335982,87.30707062990389,True,5,0.004134058815250443,174.5925883054864
5,2020-01-27,0,66.79000183335982,87.30707062990389,True,6,0.00491174962772503,174.5925883054864
6,2020-01-28,0,66.79000183335982,87.30707062990389,True,7,0.005835733178981222,174.5925883054864
7,2020-01-29,0,66.79000183335982,87.30707062990389,True,8,0.006933526831823384,174.5925883054864
8,2020-01-30,0,66.79000183335982,87.30707062990389,True,9,0.008237823079900612,174.5925883054864
9,2020-01-31,0,66.79000183335982,87.30707062990389,True,10,0.009787462482376016,174.5925883054864
10,2020-02-01,0,66.79000183335982,87.30707062990389,True,11,0.011628589371849784,174.5925883054864
11,2020-02-02,0,66.79000183335982,87.30707062990389,True,12,0.013816024613113698,174.5925883054864
12,2020-02-03,0,66.79000183335982,87.30707062990389,True,13,0.01641489609498632,174.5925883054864
13,2020-02-04,0,66.79000183335982,87.30707062990389,True,14,0.0195025752290327,174.5925883054864
14,2020-02-05,0,66.79000183335982,87.30707062990389,True,15,0.023170976723300627,174.5925883054864
15,2020-02-06,0,66.79000183335982,87.30707062990389,True,16,0.02752928954977839,174.5925883054864
16,2020-02-07,0,66.79000183335982,87.30707062990389,True,17,0.032707219627976784,174.5925883054864
17,2020-02-08,0,66.79000183335982,87.30707062990389,True,18,0.03885883965056586,174.5925883054864
18,2020-02-09,0,66.79000183335982,87.30707062990389,True,19,0.0461671590837942,174.5925883054864
19,2020-02-10,0,66.79000183335982,87.30707062990389,True,20,0.05484954815286886,174.5925883054864
20,2020-02-11,0,66.79000183335982,87.30707062990389,True,21,0.06516417410905961,174.5925883054864
21,2020-02-12,0,66.79000183335982,87.30707062990389,True,22,0.07741763688712264,174.5925883054864
22,2020-02-13,0,66.79000183335982,87.30707062990389,True,23,0.09197402509745209,174.5925883054864
23,2020-02-14,0,66.79000183335982,87.30707062990389,True,24,0.10926565294058614,174.5925883054864
24,2020-02-15,0,66.79000183335982,87.30707062990389,True,25,0.12980578494749673,174.5925883054864
25,2020-02-16,0,66.79000183335982,87.30707062990389,True,26,0.15420370937340264,174.5925883054864
26,2020-02-17,0,66.79000183335982,87.30707062990389,True,27,0.18318258358882314,174.5925883054864
27,2020-02-18,0,66.79000183335982,87.30707062990389,True,28,0.21760054690722497,174.5925883054864
28,2020-02-19,0,66.79000183335982,87.30707062990389,True,29,0.2584756788864586,174.5925883054864
29,2020-02-20,0,66.79000183335982,87.30707062990389,True,30,0.30701547498742066,174.5925883054864
30,2020-02-21,0,66.79000183335982,87.30707062990389,True,31,0.36465161696883075,174.5925883054864
31,2020-02-22,0,66.79000183335982,87.30707062990389,True,32,0.4330809323457079,174.5925883054864
32,2020-02-23,0,66.79000183335982,87.30707062990389,True,33,0.5143135644818118,174.5925883054864
33,2020-02-24,0,66.79000183335982,87.30707062990389,True,34,0.6107295097752623,174.5925883054864
34,2020-02-25,0,66.79000183335982,87.30707062990389,True,35,0.7251448160541346,174.5925883054864
