,Report_Date,Burkina Faso_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
27,2020-02-18,0,0,78.76288094713061,394.6306138230215,True,28,4.498715736646503,787.3544293498153
28,2020-02-19,0,0,78.76288094713061,394.6306138230215,True,29,4.977175066876628,787.3544293498153
29,2020-02-20,0,0,78.76288094713061,394.6306138230215,True,30,5.506163734623443,787.3544293498153
30,2020-02-21,0,0,78.76288094713061,394.6306138230215,True,31,6.0909382221583135,787.3544293498153
31,2020-02-22,0,0,78.76288094713061,394.6306138230215,True,32,6.737284007674414,787.3544293498153
32,2020-02-23,0,0,78.76288094713061,394.6306138230215,True,33,7.451564815004895,787.3544293498153
33,2020-02-24,0,0,78.76288094713061,394.6306138230215,True,34,8.240775545939554,787.3544293498153
34,2020-02-25,0,0,78.76288094713061,394.6306138230215,True,35,9.11259895633178,787.3544293498153
35,2020-02-26,0,0,78.76288094713061,394.6306138230215,True,36,10.07546607728566,787.3544293498153
36,2020-02-27,0,0,78.76288094713061,394.6306138230215,True,37,11.138620304307139,787.3544293498153
37,2020-02-28,0,0,78.76288094713061,394.6306138230215,True,38,12.312184976627485,787.3544293498153
38,2020-02-29,0,0,78.76288094713061,394.6306138230215,True,39,13.607234141684502,787.3544293498153
39,2020-03-01,0,0,78.76288094713061,394.6306138230215,True,40,15.035866041194216,787.3544293498153
40,2020-03-02,0,0,78.76288094713061,394.6306138230215,True,41,16.61127866011509,787.3544293498153
41,2020-03-03,0,0,78.76288094713061,394.6306138230215,True,42,18.34784644248233,787.3544293498153
42,2020-03-04,0,0,78.76288094713061,394.6306138230215,True,43,20.26119699274754,787.3544293498153
43,2020-03-05,0,0,78.76288094713061,394.6306138230215,True,44,22.368286242137046,787.3544293498153
44,2020-03-06,0,0,78.76288094713061,394.6306138230215,True,45,24.68747016132356,787.3544293498153
45,2020-03-07,0,0,78.76288094713061,394.6306138230215,True,46,27.238570639072602,787.3544293498153
46,2020-03-08,0,0,78.76288094713061,394.6306138230215,True,47,30.042932618910513,787.3544293498153
47,2020-03-09,0,0,78.76288094713061,394.6306138230215,True,48,33.12346899243602,787.3544293498153
48,2020-03-10,1,1,78.76288094713061,394.6306138230215,True,49,36.50468909283959,787.3544293498153
49,2020-03-11,2,2,78.76288094713061,394.6306138230215,True,50,40.212705925250944,787.3544293498153
50,2020-03-12,2,2,78.76288094713061,394.6306138230215,True,51,44.27521652889206,787.3544293498153
51,2020-03-13,2,2,78.76288094713061,394.6306138230215,True,52,48.721449116442,787.3544293498153
52,2020-03-14,2,2,78.76288094713061,394.6306138230215,True,53,53.58206991720211,787.3544293498153
53,2020-03-15,3,3,78.76288094713061,394.6306138230215,True,54,58.88904201553998,787.3544293498153
54,2020-03-16,15,15,78.76288094713061,394.6306138230215,True,55,64.67542799400465,787.3544293498153
55,2020-03-17,15,15,78.76288094713061,394.6306138230215,True,56,70.97512794860559,787.3544293498153
56,2020-03-18,20,19,78.76288094713061,394.6306138230215,True,57,77.8225445472847,787.3544293498153
57,2020-03-19,33,32,78.76288094713061,394.6306138230215,True,58,85.25216737329846,787.3544293498153
58,2020-03-20,40,39,78.76288094713061,394.6306138230215,True,59,93.29806996686153,787.3544293498153
59,2020-03-21,64,57,78.76288094713061,394.6306138230215,True,60,101.99331488884195,787.3544293498153
60,2020-03-22,75,66,78.76288094713061,394.6306138230215,True,61,111.3692649089505,787.3544293498153
61,2020-03-23,99,90,78.76288094713061,394.6306138230215,True,62,121.45480217114782,787.3544293498153
62,2020-03-24,114,103,78.76288094713061,394.6306138230215,True,63,132.2754619656808,787.3544293498153
63,2020-03-25,146,132,78.76288094713061,394.6306138230215,True,64,143.85249351954977,787.3544293498153
64,2020-03-26,152,135,78.76288094713061,394.6306138230215,True,65,156.2018668802467,787.3544293498153
65,2020-03-27,180,159,78.76288094713061,394.6306138230215,True,66,169.333252254554,787.3544293498153
66,2020-03-28,207,175,78.76288094713061,394.6306138230215,True,67,183.2490056663316,787.3544293498153
67,2020-03-29,222,187,78.76288094713061,394.6306138230215,True,68,197.9432019470879,787.3544293498153
68,2020-03-30,246,203,78.76288094713061,394.6306138230215,True,69,213.4007621586851,787.3544293498153
69,2020-03-31,261,215,78.76288094713061,394.6306138230215,True,70,229.59672675362657,787.3544293498153
70,2020-04-01,282,220,78.76288094713061,394.6306138230215,True,71,246.49572725919094,787.3544293498153
71,2020-04-02,288,222,78.76288094713061,394.6306138230215,True,72,264.0517072529986,787.3544293498153
72,2020-04-03,302,236,78.76288094713061,394.6306138230215,True,73,282.20793730064617,787.3544293498153
73,2020-04-04,318,236,78.76288094713061,394.6306138230215,True,74,300.8973580974146,787.3544293498153
74,2020-04-05,345,238,78.76288094713061,394.6306138230215,True,75,320.0432714808573,787.3544293498153
75,2020-04-06,364,238,78.76288094713061,394.6306138230215,True,76,339.5603809534147,787.3544293498153
76,2020-04-07,384,238,78.76288094713061,394.6306138230215,True,77,359.356163080555,787.3544293498153
77,2020-04-08,414,257,78.76288094713061,394.6306138230215,True,78,379.3325302494419,787.3544293498153
78,2020-04-09,443,273,78.76288094713061,394.6306138230215,True,79,399.38772569367234,787.3544293498153
79,2020-04-10,443,273,78.76288094713061,394.6306138230215,True,80,419.4183753565416,787.3544293498153
80,2020-04-11,484,302,78.76288094713061,394.6306138230215,True,81,439.32160979735147,787.3544293498153
81,2020-04-12,497,309,78.76288094713061,394.6306138230215,True,82,458.9971641839355,787.3544293498153
82,2020-04-13,497,309,78.76288094713061,394.6306138230215,True,83,478.3493660348721,787.3544293498153
83,2020-04-14,528,321,78.76288094713061,394.6306138230215,True,84,497.28892859550245,787.3544293498153
84,2020-04-15,542,284,78.76288094713061,394.6306138230215,True,85,515.7344816438432,787.3544293498153
85,2020-04-16,546,257,78.76288094713061,394.6306138230215,True,86,533.6137896295378,787.3544293498153
86,2020-04-17,557,228,78.76288094713061,394.6306138230215,True,87,550.8646274916674,787.3544293498153
87,2020-04-18,565,208,78.76288094713061,394.6306138230215,True,88,567.435305320095,787.3544293498153
88,2020-04-19,576,202,78.76288094713061,394.6306138230215,True,89,583.2848524142698,787.3544293498153
89,2020-04-20,581,186,78.76288094713061,394.6306138230215,True,90,598.3828878036578,787.3544293498153
90,2020-04-21,600,200,78.76288094713061,394.6306138230215,True,91,612.7092169570986,787.3544293498153
91,2020-04-22,609,181,78.76288094713061,394.6306138230215,True,92,626.2532027767098,787.3544293498153
92,2020-04-23,616,165,78.76288094713061,394.6306138230215,True,93,639.012963080352,787.3544293498153
93,2020-04-24,629,163,78.76288094713061,394.6306138230215,True,94,650.9944470485653,787.3544293498153
94,2020-04-25,629,146,78.76288094713061,394.6306138230215,True,95,662.2104402350283,787.3544293498153
95,2020-04-26,632,137,78.76288094713061,394.6306138230215,True,96,672.679542536548,787.3544293498153
96,2020-04-27,635,124,78.76288094713061,394.6306138230215,True,97,682.4251568316664,787.3544293498153
97,2020-04-28,638,120,78.76288094713061,394.6306138230215,True,98,691.474518599502,787.3544293498153
98,2020-04-29,641,100,78.76288094713061,394.6306138230215,True,99,699.8577893692842,787.3544293498153
99,2020-04-30,645,96,78.76288094713061,394.6306138230215,True,100,707.607229818677,787.3544293498153
100,2020-05-01,649,88,78.76288094713061,394.6306138230215,True,101,714.7564620702361,787.3544293498153
101,2020-05-02,652,73,78.76288094713061,394.6306138230215,True,102,721.3398254213704,787.3544293498153
102,2020-05-03,662,77,78.76288094713061,394.6306138230215,True,103,727.3918254559661,787.3544293498153
103,2020-05-04,672,81,78.76288094713061,394.6306138230215,True,104,732.946673206728,787.3544293498153
104,2020-05-05,688,92,78.76288094713061,394.6306138230215,True,105,738.037908685332,787.3544293498153
105,2020-05-06,729,126,78.76288094713061,394.6306138230215,True,106,742.6981015544216,787.3544293498153
106,2020-05-07,736,126,78.76288094713061,394.6306138230215,True,107,746.9586208460057,787.3544293498153
107,2020-05-08,744,130,78.76288094713061,394.6306138230215,True,108,750.849465297755,787.3544293498153
108,2020-05-09,748,131,78.76288094713061,394.6306138230215,True,109,754.3991459532026,787.3544293498153
109,2020-05-10,751,125,78.76288094713061,394.6306138230215,True,110,757.6346130396913,787.3544293498153
110,2020-05-11,760,126,78.76288094713061,394.6306138230215,True,111,760.5812197023115,787.3544293498153
111,2020-05-12,766,127,78.76288094713061,394.6306138230215,True,112,763.2627158544767,787.3544293498153
112,2020-05-13,773,130,78.76288094713061,394.6306138230215,True,113,765.7012661448633,787.3544293498153
113,2020-05-14,773,130,78.76288094713061,394.6306138230215,True,114,767.9174867902843,787.3544293498153
114,2020-05-15,780,134,78.76288094713061,394.6306138230215,True,115,769.9304967519535,787.3544293498153
115,2020-05-16,782,127,78.76288094713061,394.6306138230215,True,116,771.7579794165772,787.3544293498153
116,2020-05-17,796,101,78.76288094713061,394.6306138230215,True,117,773.4162515703674,787.3544293498153
117,2020-05-18,796,93,78.76288094713061,394.6306138230215,True,118,774.9203370165308,787.3544293498153
118,2020-05-19,796,93,78.76288094713061,394.6306138230215,True,119,776.2840426829415,787.3544293498153
119,2020-05-20,809,96,78.76288094713061,394.6306138230215,True,120,777.5200354978114,787.3544293498153
120,2020-05-21,812,91,78.76288094713061,394.6306138230215,True,121,778.6399186807569,787.3544293498153
121,2020-05-22,814,90,78.76288094713061,394.6306138230215,True,122,779.6543064095728,787.3544293498153
122,2020-05-23,814,90,78.76288094713061,394.6306138230215,True,123,780.5728960848668,787.3544293498153
123,2020-05-24,814,90,78.76288094713061,394.6306138230215,True,124,781.4045376313037,787.3544293498153
124,2020-05-25,832,108,78.76288094713061,394.6306138230215,True,125,782.1572994513134,787.3544293498153
125,2020-05-26,832,108,78.76288094713061,394.6306138230215,True,126,782.8385307901832,787.3544293498153
126,2020-05-27,845,120,78.76288094713061,394.6306138230215,True,127,783.4549203855206,787.3544293498153
127,2020-05-28,847,75,78.76288094713061,394.6306138230215,True,128,784.0125513636893,787.3544293498153
