,Report_Date,Botswana_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,85.17973138487176,13.892775998742739,True,1,0.0008764380279508045,27.743973122673818
1,2020-01-23,0,0,85.17973138487176,13.892775998742739,True,2,0.000991264026005895,27.743973122673818
2,2020-01-24,0,0,85.17973138487176,13.892775998742739,True,3,0.0011211332757039678,27.743973122673818
3,2020-01-25,0,0,85.17973138487176,13.892775998742739,True,4,0.0012680164105552366,27.743973122673818
4,2020-01-26,0,0,85.17973138487176,13.892775998742739,True,5,0.0014341421654924082,27.743973122673818
5,2020-01-27,0,0,85.17973138487176,13.892775998742739,True,6,0.001622031168193056,27.743973122673818
6,2020-01-28,0,0,85.17973138487176,13.892775998742739,True,7,0.0018345341507632262,27.743973122673818
7,2020-01-29,0,0,85.17973138487176,13.892775998742739,True,8,0.0020748751589952596,27.743973122673818
8,2020-01-30,0,0,85.17973138487176,13.892775998742739,True,9,0.0023467004114978056,27.743973122673818
9,2020-01-31,0,0,85.17973138487176,13.892775998742739,True,10,0.0026541335457677135,27.743973122673818
10,2020-02-01,0,0,85.17973138487176,13.892775998742739,True,11,0.0030018380839590053,27.743973122673818
11,2020-02-02,0,0,85.17973138487176,13.892775998742739,True,12,0.003395088059079582,27.743973122673818
12,2020-02-03,0,0,85.17973138487176,13.892775998742739,True,13,0.0038398478641532953,27.743973122673818
13,2020-02-04,0,0,85.17973138487176,13.892775998742739,True,14,0.004342862524247735,27.743973122673818
14,2020-02-05,0,0,85.17973138487176,13.892775998742739,True,15,0.0049117597461125545,27.743973122673818
15,2020-02-06,0,0,85.17973138487176,13.892775998742739,True,16,0.005555165274646214,27.743973122673818
16,2020-02-07,0,0,85.17973138487176,13.892775998742739,True,17,0.006282833281899178,27.743973122673818
17,2020-02-08,0,0,85.17973138487176,13.892775998742739,True,18,0.007105793735479289,27.743973122673818
18,2020-02-09,0,0,85.17973138487176,13.892775998742739,True,19,0.008036518941983017,27.743973122673818
19,2020-02-10,0,0,85.17973138487176,13.892775998742739,True,20,0.009089111740668817,27.743973122673818
20,2020-02-11,0,0,85.17973138487176,13.892775998742739,True,21,0.010279518136567623,27.743973122673818
21,2020-02-12,0,0,85.17973138487176,13.892775998742739,True,22,0.011625767514473948,27.743973122673818
22,2020-02-13,0,0,85.17973138487176,13.892775998742739,True,23,0.013148243969997324,27.743973122673818
23,2020-02-14,0,0,85.17973138487176,13.892775998742739,True,24,0.014869992735632252,27.743973122673818
24,2020-02-15,0,0,85.17973138487176,13.892775998742739,True,25,0.016817066173494353,27.743973122673818
25,2020-02-16,0,0,85.17973138487176,13.892775998742739,True,26,0.01901891435712587,27.743973122673818
26,2020-02-17,0,0,85.17973138487176,13.892775998742739,True,27,0.021508825877969515,27.743973122673818
27,2020-02-18,0,0,85.17973138487176,13.892775998742739,True,28,0.024324425193254246,27.743973122673818
28,2020-02-19,0,0,85.17973138487176,13.892775998742739,True,29,0.027508233586625786,27.743973122673818
29,2020-02-20,0,0,85.17973138487176,13.892775998742739,True,30,0.031108301646182748,27.743973122673818
30,2020-02-21,0,0,85.17973138487176,13.892775998742739,True,31,0.03517892208145702,27.743973122673818
31,2020-02-22,0,0,85.17973138487176,13.892775998742739,True,32,0.03978143270526357,27.743973122673818
32,2020-02-23,0,0,85.17973138487176,13.892775998742739,True,33,0.04498512050083668,27.743973122673818
33,2020-02-24,0,0,85.17973138487176,13.892775998742739,True,34,0.05086823887983929,27.743973122673818
34,2020-02-25,0,0,85.17973138487176,13.892775998742739,True,35,0.05751915151033742,27.743973122673818
35,2020-02-26,0,0,85.17973138487176,13.892775998742739,True,36,0.06503761744927986,27.743973122673818
36,2020-02-27,0,0,85.17973138487176,13.892775998742739,True,37,0.07353623373947858,27.743973122673818
37,2020-02-28,0,0,85.17973138487176,13.892775998742739,True,38,0.08314205310717936,27.743973122673818
38,2020-02-29,0,0,85.17973138487176,13.892775998742739,True,39,0.09399839589381322,27.743973122673818
