,ds,yhat,yhat_lower,yhat_upper,y,y_hill,y_hill_b1,yhat_b1,yhat_b1_lower,yhat_b1_upper,current_date,active_patients,fastest_growth_day,growth_stabilized,current_day,cap
0,2020-01-22,131.759668305831,-2875.888172206084,3328.3668858805686,0.0,7.010468782280963e-08,5.821003786312892e-07,10.460624119090708,-115.6116560570622,128.92387221292208,2020-05-28,0.0,235.0707920973618,False,128,1527407.7204457675
1,2020-01-23,214.37293972566283,-2757.6774981798985,3254.510597934266,0.0,2.650274982668986e-06,1.606467044288892e-05,16.86640885015774,-106.68836280686982,150.02197968402677,2020-05-28,0.0,235.0707920973618,False,128,1527407.7204457675
2,2020-01-24,-204.7547731848781,-3328.996500933451,2719.4314810082433,0.0,2.2186814305669566e-05,0.00011187396827274913,20.931043541665094,-106.84086189614187,152.25652529932162,2020-05-28,0.0,235.0707920973618,False,128,1527407.7204457675
3,2020-01-25,-134.95200409716406,-3043.2756797013,2813.42453916566,0.0,0.00010019240797202058,0.0004433490267420376,33.00092504604383,-99.8021067862338,155.43212781984204,2020-05-28,0.0,235.0707920973618,False,128,1527407.7204457675
4,2020-01-26,-72.14055428241,-3049.761723286809,2866.315485458355,0.0,0.0003226194223595666,0.001290041142415014,18.80652746461415,-112.74406691366482,159.78559125161223,2020-05-28,0.0,235.0707920973618,False,128,1527407.7204457675
5,2020-01-27,2.7735227816364993,-2948.5407080151654,3111.44471190607,0.0,0.0008387621523997815,0.003087471666563434,22.03311440749638,-104.8101165056801,144.79982839386798,2020-05-28,0.0,235.0707920973618,False,128,1527407.7204457675
6,2020-01-28,62.94120075051268,-2809.605115434477,3051.269444217396,0.0,0.001881363125651494,0.006457173019615597,17.96614812224404,-117.00645363334255,137.3543190962921,2020-05-28,0.0,235.0707920973618,False,128,1527407.7204457675
7,2020-01-29,131.75966830549282,-2850.862998795096,3006.0431811793833,0.0,0.0037877271773075465,0.012235442860657678,17.43481367814309,-107.73185989349902,149.51486003086723,2020-05-28,0.0,235.0707920973618,False,128,1527407.7204457675
8,2020-01-30,214.37293972539808,-2650.7635498966483,3398.660615674325,0.0,0.007021709116568379,0.021501076051884883,24.18778271168981,-109.5508097410185,153.95995535493853,2020-05-28,0.0,235.0707920973618,False,128,1527407.7204457675
9,2020-01-31,-204.75477318397586,-3234.0520566736627,2726.933790403561,0.0,0.012196476446959965,0.03560225325505876,28.616876964021422,-106.40055133448885,152.59066591449363,2020-05-28,0.0,235.0707920973618,False,128,1527407.7204457675
10,2020-02-01,-134.95200409683503,-3189.33076031724,2842.697231437648,0.0,0.020097971221133715,0.05618271470485482,41.069352052693404,-92.57640511766728,167.81317087869974,2020-05-28,0.0,235.0707920973618,False,128,1527407.7204457675
11,2020-02-02,-72.14055428220709,-3023.694733914298,2945.797245121121,0.0,0.03170901047182423,0.08520731573721155,27.276583450674405,-108.20418031342972,161.7457340265712,2020-05-28,0.0,235.0707920973618,False,128,1527407.7204457675
12,2020-02-03,2.773522781578679,-3087.504772912596,2911.4079844432836,0.0,0.04823397562212041,0.12498703910287338,30.924780851907474,-100.31837044348495,169.71284723310026,2020-05-28,0.0,235.0707920973618,False,128,1527407.7204457675
13,2020-02-04,62.941200750711545,-2746.204308421938,3018.9424198699103,0.0,0.07112404940155263,0.1782035239054466,27.30039950684568,-109.97039926981333,162.3899295657073,2020-05-28,0.0,235.0707920973618,False,128,1527407.7204457675
14,2020-02-05,131.75966830584778,-2827.085807919793,3013.64983510068,0.0,0.10210296499730236,0.2479331599069818,27.23366672427425,-112.3689458737457,165.48994594071718,2020-05-28,0.0,235.0707920973618,False,128,1527407.7204457675
15,2020-02-06,214.3729397262903,-2908.019175094857,3126.8621559266094,0.0,0.14319323702242515,0.3376707876010012,34.47434804669064,-88.33590965485386,166.62302632984324,2020-05-28,0.0,235.0707920973618,False,128,1527407.7204457675
16,2020-02-07,-204.75477318422887,-3227.663313277632,2597.391698688087,0.0,0.1967428477561124,0.45135303802710885,39.415413335687965,-88.85546971536733,170.3923807017399,2020-05-28,0.0,235.0707920973618,False,128,1527407.7204457675
17,2020-02-08,-134.9520040971541,-3070.762280737941,2749.4800467265964,0.0,0.2654523652547823,0.5933813412502539,52.405323217700804,-69.64580609367734,180.8452402410916,2020-05-28,0.0,235.0707920973618,False,128,1527407.7204457675
18,2020-02-09,-72.14055428200417,-3097.220273335959,2771.987393273588,0.0,0.3524024725211465,0.7686446283868831,39.17671786703192,-93.77734486706447,170.17261533278156,2020-05-28,0.0,235.0707920973618,False,128,1527407.7204457675
19,2020-02-10,2.7735227819797297,-2974.774554801309,3150.9739388832445,0.0,0.4610818890755575,0.9825417487776078,43.417134309757124,-100.90285324673283,156.6334896922689,2020-05-28,0.0,235.0707920973618,False,128,1527407.7204457675
20,2020-02-11,62.941200750430355,-2742.819864658774,3237.088023806059,0.0,0.5954156680906099,1.2410036212029325,40.4144208428407,-90.299624170305,169.2263245313574,2020-05-28,0.0,235.0707920973618,False,128,1527407.7204457675
21,2020-02-12,131.7596683062027,-2770.247384978077,3062.4047602497258,0.0,0.7597938537936914,1.550515135785594,41.000266769649954,-89.25179105570223,168.38663513759553,2020-05-28,0.0,235.0707920973618,False,128,1527407.7204457675
22,2020-02-13,214.37293972602546,-2678.2508978756205,3102.6110033225923,0.0,0.9591004851641333,1.918136821324506,48.925971964525274,-83.0739640560793,178.03054864086508,2020-05-28,0.0,235.0707920973618,False,128,1527407.7204457675
