,Report_Date,Austria_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,66.81517410460691,7576.6103164488595,True,1,0.18002511107403205,14922.01567186736
1,2020-01-23,0,66.81517410460691,7576.6103164488595,True,2,0.21387765698568703,14922.01567186736
2,2020-01-24,0,66.81517410460691,7576.6103164488595,True,3,0.25409584622949305,14922.01567186736
3,2020-01-25,0,66.81517410460691,7576.6103164488595,True,4,0.30187663245104934,14922.01567186736
4,2020-01-26,0,66.81517410460691,7576.6103164488595,True,5,0.3586420185055306,14922.01567186736
5,2020-01-27,0,66.81517410460691,7576.6103164488595,True,6,0.4260813623963661,14922.01567186736
6,2020-01-28,0,66.81517410460691,7576.6103164488595,True,7,0.5062016330485899,14922.01567186736
7,2020-01-29,0,66.81517410460691,7576.6103164488595,True,8,0.6013871085351937,14922.01567186736
8,2020-01-30,0,66.81517410460691,7576.6103164488595,True,9,0.7144702891027804,14922.01567186736
9,2020-01-31,0,66.81517410460691,7576.6103164488595,True,10,0.8488161292805926,14922.01567186736
10,2020-02-01,0,66.81517410460691,7576.6103164488595,True,11,1.0084220871613083,14922.01567186736
11,2020-02-02,0,66.81517410460691,7576.6103164488595,True,12,1.19803695601929,14922.01567186736
12,2020-02-03,0,66.81517410460691,7576.6103164488595,True,13,1.4233019972402474,14922.01567186736
13,2020-02-04,0,66.81517410460691,7576.6103164488595,True,14,1.6909185499326354,14922.01567186736
14,2020-02-05,0,66.81517410460691,7576.6103164488595,True,15,2.0088470702287458,14922.01567186736
15,2020-02-06,0,66.81517410460691,7576.6103164488595,True,16,2.3865434740616425,14922.01567186736
16,2020-02-07,0,66.81517410460691,7576.6103164488595,True,17,2.8352397467711006,14922.01567186736
17,2020-02-08,0,66.81517410460691,7576.6103164488595,True,18,3.3682770711992105,14922.01567186736
18,2020-02-09,0,66.81517410460691,7576.6103164488595,True,19,4.001501247835815,14922.01567186736
19,2020-02-10,0,66.81517410460691,7576.6103164488595,True,20,4.753731976439908,14922.01567186736
20,2020-02-11,0,66.81517410460691,7576.6103164488595,True,21,5.647319684910766,14922.01567186736
21,2020-02-12,0,66.81517410460691,7576.6103164488595,True,22,6.708806081233068,14922.01567186736
22,2020-02-13,0,66.81517410460691,7576.6103164488595,True,23,7.969707528433048,14922.01567186736
23,2020-02-14,0,66.81517410460691,7576.6103164488595,True,24,9.467443768336443,14922.01567186736
24,2020-02-15,0,66.81517410460691,7576.6103164488595,True,25,11.246438522262196,14922.01567186736
25,2020-02-16,0,66.81517410460691,7576.6103164488595,True,26,13.359423156491859,14922.01567186736
26,2020-02-17,0,66.81517410460691,7576.6103164488595,True,27,15.868980002401786,14922.01567186736
27,2020-02-18,0,66.81517410460691,7576.6103164488595,True,28,18.84936815097115,14922.01567186736
28,2020-02-19,0,66.81517410460691,7576.6103164488595,True,29,22.38868167883107,14922.01567186736
29,2020-02-20,0,66.81517410460691,7576.6103164488595,True,30,26.591398372820443,14922.01567186736
30,2020-02-21,0,66.81517410460691,7576.6103164488595,True,31,31.58138613720219,14922.01567186736
31,2020-02-22,0,66.81517410460691,7576.6103164488595,True,32,37.50544437600493,14922.01567186736
32,2020-02-23,0,66.81517410460691,7576.6103164488595,True,33,44.53746864326473,14922.01567186736
33,2020-02-24,0,66.81517410460691,7576.6103164488595,True,34,52.88333851907735,14922.01567186736
34,2020-02-25,2,66.81517410460691,7576.6103164488595,True,35,62.786640580286274,14922.01567186736
35,2020-02-26,2,66.81517410460691,7576.6103164488595,True,36,74.53534979171448,14922.01567186736
36,2020-02-27,3,66.81517410460691,7576.6103164488595,True,37,88.46960254548223,14922.01567186736
37,2020-02-28,3,66.81517410460691,7576.6103164488595,True,38,104.99070125515246,14922.01567186736
38,2020-02-29,9,66.81517410460691,7576.6103164488595,True,39,124.57149142046455,14922.01567186736
39,2020-03-01,14,66.81517410460691,7576.6103164488595,True,40,147.76824391166352,14922.01567186736
40,2020-03-02,18,66.81517410460691,7576.6103164488595,True,41,175.23415297157663,14922.01567186736
41,2020-03-03,21,66.81517410460691,7576.6103164488595,True,42,207.73451737701834,14922.01567186736
42,2020-03-04,29,66.81517410460691,7576.6103164488595,True,43,246.16359934817814,14922.01567186736
43,2020-03-05,41,66.81517410460691,7576.6103164488595,True,44,291.56304143720416,14922.01567186736
44,2020-03-06,55,66.81517410460691,7576.6103164488595,True,45,345.1415510070658,14922.01567186736
45,2020-03-07,79,66.81517410460691,7576.6103164488595,True,46,408.29531720058947,14922.01567186736
46,2020-03-08,104,66.81517410460691,7576.6103164488595,True,47,482.62828622007896,14922.01567186736
47,2020-03-09,131,66.81517410460691,7576.6103164488595,True,48,569.9709663366814,14922.01567186736
48,2020-03-10,182,66.81517410460691,7576.6103164488595,True,49,672.395846355706,14922.01567186736
49,2020-03-11,246,66.81517410460691,7576.6103164488595,True,50,792.2267818012806,14922.01567186736
50,2020-03-12,302,66.81517410460691,7576.6103164488595,True,51,932.0388433135284,14922.01567186736
51,2020-03-13,504,66.81517410460691,7576.6103164488595,True,52,1094.6441783804867,14922.01567186736
52,2020-03-14,655,66.81517410460691,7576.6103164488595,True,53,1283.0585127504985,14922.01567186736
53,2020-03-15,860,66.81517410460691,7576.6103164488595,True,54,1500.4421926572345,14922.01567186736
