,Report_Date,Croatia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
61,2020-03-23,315,73.53945996179513,1055.0063890217068,True,62,335.0126004847016,2107.0555508063685
62,2020-03-24,382,73.53945996179513,1055.0063890217068,True,63,377.76797678306195,2107.0555508063685
63,2020-03-25,442,73.53945996179513,1055.0063890217068,True,64,424.6744270576977,2107.0555508063685
64,2020-03-26,495,73.53945996179513,1055.0063890217068,True,65,475.8053479592974,2107.0555508063685
65,2020-03-27,586,73.53945996179513,1055.0063890217068,True,66,531.1522615793093,2107.0555508063685
66,2020-03-28,657,73.53945996179513,1055.0063890217068,True,67,590.6105124522273,2107.0555508063685
67,2020-03-29,713,73.53945996179513,1055.0063890217068,True,68,653.9677597528837,2107.0555508063685
68,2020-03-30,790,73.53945996179513,1055.0063890217068,True,69,720.8968841341893,2107.0555508063685
69,2020-03-31,867,73.53945996179513,1055.0063890217068,True,70,790.9548221211742,2107.0555508063685
70,2020-04-01,963,73.53945996179513,1055.0063890217068,True,71,863.5884789147511,2107.0555508063685
71,2020-04-02,1011,73.53945996179513,1055.0063890217068,True,72,938.1482510972371,2107.0555508063685
72,2020-04-03,1079,73.53945996179513,1055.0063890217068,True,73,1013.9088716463385,2107.0555508063685
73,2020-04-04,1126,73.53945996179513,1055.0063890217068,True,74,1090.0963883830914,2107.0555508063685
74,2020-04-05,1182,73.53945996179513,1055.0063890217068,True,75,1165.9192620677516,2107.0555508063685
75,2020-04-06,1222,73.53945996179513,1055.0063890217068,True,76,1240.600984982912,2107.0555508063685
76,2020-04-07,1282,73.53945996179513,1055.0063890217068,True,77,1313.4113989151024,2107.0555508063685
77,2020-04-08,1343,73.53945996179513,1055.0063890217068,True,78,1383.694081470726,2107.0555508063685
78,2020-04-09,1407,73.53945996179513,1055.0063890217068,True,79,1450.8877300571935,2107.0555508063685
79,2020-04-10,1495,73.53945996179513,1055.0063890217068,True,80,1514.5402845603633,2107.0555508063685
80,2020-04-11,1534,73.53945996179513,1055.0063890217068,True,81,1574.315431091979,2107.0555508063685
81,2020-04-12,1600,73.53945996179513,1055.0063890217068,True,82,1629.9919597328537,2107.0555508063685
82,2020-04-13,1650,73.53945996179513,1055.0063890217068,True,83,1681.4570872412235,2107.0555508063685
83,2020-04-14,1704,73.53945996179513,1055.0063890217068,True,84,1728.6952387086285,2107.0555508063685
84,2020-04-15,1741,73.53945996179513,1055.0063890217068,True,85,1771.7739076201535,2107.0555508063685
85,2020-04-16,1791,73.53945996179513,1055.0063890217068,True,86,1810.8281249278705,2107.0555508063685
86,2020-04-17,1814,73.53945996179513,1055.0063890217068,True,87,1846.0448322713112,2107.0555508063685
87,2020-04-18,1832,73.53945996179513,1055.0063890217068,True,88,1877.6481441552783,2107.0555508063685
88,2020-04-19,1871,73.53945996179513,1055.0063890217068,True,89,1905.8861599703114,2107.0555508063685
89,2020-04-20,1881,73.53945996179513,1055.0063890217068,True,90,1931.0196926138447,2107.0555508063685
90,2020-04-21,1908,73.53945996179513,1055.0063890217068,True,91,1953.3130406379184,2107.0555508063685
91,2020-04-22,1950,73.53945996179513,1055.0063890217068,True,92,1973.0267538810679,2107.0555508063685
92,2020-04-23,1981,73.53945996179513,1055.0063890217068,True,93,1990.4122257934457,2107.0555508063685
93,2020-04-24,2009,73.53945996179513,1055.0063890217068,True,94,2005.7078800351328,2107.0555508063685
94,2020-04-25,2016,73.53945996179513,1055.0063890217068,True,95,2019.1366927159868,2107.0555508063685
95,2020-04-26,2030,73.53945996179513,1055.0063890217068,True,96,2030.9047931798543,2107.0555508063685
96,2020-04-27,2039,73.53945996179513,1055.0063890217068,True,97,2041.2009053691859,2107.0555508063685
97,2020-04-28,2047,73.53945996179513,1055.0063890217068,True,98,2050.196420534799,2107.0555508063685
98,2020-04-29,2062,73.53945996179513,1055.0063890217068,True,99,2058.0459245698676,2107.0555508063685
99,2020-04-30,2076,73.53945996179513,1055.0063890217068,True,100,2064.888035666123,2107.0555508063685
100,2020-05-01,2085,73.53945996179513,1055.0063890217068,True,101,2070.84643796948,2107.0555508063685
101,2020-05-02,2088,73.53945996179513,1055.0063890217068,True,102,2076.031023239833,2107.0555508063685
102,2020-05-03,2096,73.53945996179513,1055.0063890217068,True,103,2080.539074759493,2107.0555508063685
103,2020-05-04,2101,73.53945996179513,1055.0063890217068,True,104,2084.45644594277,2107.0555508063685
104,2020-05-05,2112,73.53945996179513,1055.0063890217068,True,105,2087.8587006126418,2107.0555508063685
105,2020-05-06,2119,73.53945996179513,1055.0063890217068,True,106,2090.812193201941,2107.0555508063685
106,2020-05-07,2125,73.53945996179513,1055.0063890217068,True,107,2093.375075718463,2107.0555508063685
107,2020-05-08,2161,73.53945996179513,1055.0063890217068,True,108,2095.5982246813237,2107.0555508063685
108,2020-05-09,2176,73.53945996179513,1055.0063890217068,True,109,2097.5260858372553,2107.0555508063685
