,Report_Date,Croatia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,73.53945996179513,1055.0063890217068,True,1,0.05918267195235124,2107.0555508063685
1,2020-01-23,0,73.53945996179513,1055.0063890217068,True,2,0.06838263119368503,2107.0555508063685
2,2020-01-24,0,73.53945996179513,1055.0063890217068,True,3,0.07901267254713765,2107.0555508063685
3,2020-01-25,0,73.53945996179513,1055.0063890217068,True,4,0.0912950763193591,2107.0555508063685
4,2020-01-26,0,73.53945996179513,1055.0063890217068,True,5,0.10548666624369213,2107.0555508063685
5,2020-01-27,0,73.53945996179513,1055.0063890217068,True,6,0.121884175680035,2107.0555508063685
6,2020-01-28,0,73.53945996179513,1055.0063890217068,True,7,0.14083044675999332,2107.0555508063685
7,2020-01-29,0,73.53945996179513,1055.0063890217068,True,8,0.16272159154146337,2107.0555508063685
8,2020-01-30,0,73.53945996179513,1055.0063890217068,True,9,0.1880152641593237,2107.0555508063685
9,2020-01-31,0,73.53945996179513,1055.0063890217068,True,10,0.21724021593125686,2107.0555508063685
10,2020-02-01,0,73.53945996179513,1055.0063890217068,True,11,0.25100733185818697,2107.0555508063685
11,2020-02-02,0,73.53945996179513,1055.0063890217068,True,12,0.2900223774716716,2107.0555508063685
12,2020-02-03,0,73.53945996179513,1055.0063890217068,True,13,0.33510072012455655,2107.0555508063685
13,2020-02-04,0,73.53945996179513,1055.0063890217068,True,14,0.3871843292787089,2107.0555508063685
14,2020-02-05,0,73.53945996179513,1055.0063890217068,True,15,0.4473614068906758,2107.0555508063685
15,2020-02-06,0,73.53945996179513,1055.0063890217068,True,16,0.5168890525126086,2107.0555508063685
16,2020-02-07,0,73.53945996179513,1055.0063890217068,True,17,0.5972194292062756,2107.0555508063685
17,2020-02-08,0,73.53945996179513,1055.0063890217068,True,18,0.6900299669319637,2107.0555508063685
18,2020-02-09,0,73.53945996179513,1055.0063890217068,True,19,0.7972582209757266,2107.0555508063685
19,2020-02-10,0,73.53945996179513,1055.0063890217068,True,20,0.9211420956144508,2107.0555508063685
20,2020-02-11,0,73.53945996179513,1055.0063890217068,True,21,1.0642662491326953,2107.0555508063685
21,2020-02-12,0,73.53945996179513,1055.0063890217068,True,22,1.229615617189632,2107.0555508063685
22,2020-02-13,0,73.53945996179513,1055.0063890217068,True,23,1.420637129219918,2107.0555508063685
23,2020-02-14,0,73.53945996179513,1055.0063890217068,True,24,1.641310848991428,2107.0555508063685
24,2020-02-15,0,73.53945996179513,1055.0063890217068,True,25,1.8962319476747806,2107.0555508063685
25,2020-02-16,0,73.53945996179513,1055.0063890217068,True,26,2.190705117873623,2107.0555508063685
26,2020-02-17,0,73.53945996179513,1055.0063890217068,True,27,2.530853262031827,2107.0555508063685
27,2020-02-18,0,73.53945996179513,1055.0063890217068,True,28,2.9237425402959722,2107.0555508063685
28,2020-02-19,0,73.53945996179513,1055.0063890217068,True,29,3.377526142712299,2107.0555508063685
29,2020-02-20,0,73.53945996179513,1055.0063890217068,True,30,3.901609459373718,2107.0555508063685
30,2020-02-21,0,73.53945996179513,1055.0063890217068,True,31,4.50683965958232,2107.0555508063685
31,2020-02-22,0,73.53945996179513,1055.0063890217068,True,32,5.205723055501729,2107.0555508063685
32,2020-02-23,0,73.53945996179513,1055.0063890217068,True,33,6.012674013162034,2107.0555508063685
33,2020-02-24,0,73.53945996179513,1055.0063890217068,True,34,6.944299576908397,2107.0555508063685
34,2020-02-25,1,73.53945996179513,1055.0063890217068,True,35,8.019724380919284,2107.0555508063685
35,2020-02-26,3,73.53945996179513,1055.0063890217068,True,36,9.260960815705593,2107.0555508063685
36,2020-02-27,3,73.53945996179513,1055.0063890217068,True,37,10.693329772849584,2107.0555508063685
37,2020-02-28,5,73.53945996179513,1055.0063890217068,True,38,12.345937571122297,2107.0555508063685
38,2020-02-29,6,73.53945996179513,1055.0063890217068,True,39,14.252214820724296,2107.0555508063685
39,2020-03-01,7,73.53945996179513,1055.0063890217068,True,40,16.450522940377507,2107.0555508063685
40,2020-03-02,7,73.53945996179513,1055.0063890217068,True,41,18.984833711241645,2107.0555508063685
41,2020-03-03,9,73.53945996179513,1055.0063890217068,True,42,21.90548650905375,2107.0555508063685
42,2020-03-04,10,73.53945996179513,1055.0063890217068,True,43,25.27002654130808,2107.0555508063685
43,2020-03-05,10,73.53945996179513,1055.0063890217068,True,44,29.144125324609924,2107.0555508063685
44,2020-03-06,11,73.53945996179513,1055.0063890217068,True,45,33.60258151065836,2107.0555508063685
45,2020-03-07,12,73.53945996179513,1055.0063890217068,True,46,38.73039569008277,2107.0555508063685
46,2020-03-08,12,73.53945996179513,1055.0063890217068,True,47,44.623906590363084,2107.0555508063685
47,2020-03-09,12,73.53945996179513,1055.0063890217068,True,48,51.391967694329466,2107.0555508063685
48,2020-03-10,14,73.53945996179513,1055.0063890217068,True,49,59.157132246794596,2107.0555508063685
49,2020-03-11,19,73.53945996179513,1055.0063890217068,True,50,68.05680037584484,2107.0555508063685
50,2020-03-12,19,73.53945996179513,1055.0063890217068,True,51,78.24426415370039,2107.0555508063685
51,2020-03-13,32,73.53945996179513,1055.0063890217068,True,52,89.88956450731828,2107.0555508063685
52,2020-03-14,38,73.53945996179513,1055.0063890217068,True,53,103.18004787618379,2107.0555508063685
53,2020-03-15,49,73.53945996179513,1055.0063890217068,True,54,118.32048079184811,2107.0555508063685
54,2020-03-16,57,73.53945996179513,1055.0063890217068,True,55,135.53254825945044,2107.0555508063685
55,2020-03-17,65,73.53945996179513,1055.0063890217068,True,56,155.05352919631025,2107.0555508063685
56,2020-03-18,81,73.53945996179513,1055.0063890217068,True,57,177.13391297143406,2107.0555508063685
57,2020-03-19,105,73.53945996179513,1055.0063890217068,True,58,202.03370093787962,2107.0555508063685
58,2020-03-20,128,73.53945996179513,1055.0063890217068,True,59,230.0171335837403,2107.0555508063685
59,2020-03-21,206,73.53945996179513,1055.0063890217068,True,60,261.34560753840356,2107.0555508063685
60,2020-03-22,254,73.53945996179513,1055.0063890217068,True,61,296.2686087507981,2107.0555508063685
