,Report_Date,Australia_south australia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,65.42551179891257,224.05229973300004,True,1,0.005343145625338402,448.0685388856604
1,2020-01-23,0,65.42551179891257,224.05229973300004,True,2,0.006371164261928326,448.0685388856604
2,2020-01-24,0,65.42551179891257,224.05229973300004,True,3,0.007596969834185241,448.0685388856604
3,2020-01-25,0,65.42551179891257,224.05229973300004,True,4,0.009058614393340493,448.0685388856604
4,2020-01-26,0,65.42551179891257,224.05229973300004,True,5,0.01080147019401185,448.0685388856604
5,2020-01-27,0,65.42551179891257,224.05229973300004,True,6,0.01287963765512718,448.0685388856604
6,2020-01-28,0,65.42551179891257,224.05229973300004,True,7,0.015357624020549741,448.0685388856604
7,2020-01-29,0,65.42551179891257,224.05229973300004,True,8,0.018312344720335005,448.0685388856604
8,2020-01-30,0,65.42551179891257,224.05229973300004,True,9,0.02183550940393979,448.0685388856604
9,2020-01-31,0,65.42551179891257,224.05229973300004,True,10,0.026036466490789664,448.0685388856604
10,2020-02-01,1,65.42551179891257,224.05229973300004,True,11,0.031045594221499193,448.0685388856604
11,2020-02-02,2,65.42551179891257,224.05229973300004,True,12,0.037018343021529294,448.0685388856604
12,2020-02-03,2,65.42551179891257,224.05229973300004,True,13,0.04414005401338179,448.0685388856604
13,2020-02-04,2,65.42551179891257,224.05229973300004,True,14,0.05263170233076246,448.0685388856604
14,2020-02-05,2,65.42551179891257,224.05229973300004,True,15,0.06275674220313734,448.0685388856604
15,2020-02-06,2,65.42551179891257,224.05229973300004,True,16,0.0748292644214101,448.0685388856604
16,2020-02-07,2,65.42551179891257,224.05229973300004,True,17,0.08922371673933341,448.0685388856604
17,2020-02-08,2,65.42551179891257,224.05229973300004,True,18,0.10638648515114851,448.0685388856604
18,2020-02-09,2,65.42551179891257,224.05229973300004,True,19,0.12684969014344824,448.0685388856604
19,2020-02-10,2,65.42551179891257,224.05229973300004,True,20,0.1512476184909611,448.0685388856604
20,2020-02-11,2,65.42551179891257,224.05229973300004,True,21,0.18033628973048885,448.0685388856604
21,2020-02-12,2,65.42551179891257,224.05229973300004,True,22,0.21501674913939212,448.0685388856604
22,2020-02-13,2,65.42551179891257,224.05229973300004,True,23,0.25636278816926844,448.0685388856604
23,2020-02-14,2,65.42551179891257,224.05229973300004,True,24,0.30565392141736514,448.0685388856604
24,2020-02-15,2,65.42551179891257,224.05229973300004,True,25,0.36441459918545566,448.0685388856604
25,2020-02-16,2,65.42551179891257,224.05229973300004,True,26,0.4344608095065283,448.0685388856604
26,2020-02-17,2,65.42551179891257,224.05229973300004,True,27,0.5179554263403703,448.0685388856604
27,2020-02-18,2,65.42551179891257,224.05229973300004,True,28,0.6174738944973005,448.0685388856604
28,2020-02-19,2,65.42551179891257,224.05229973300004,True,29,0.7360821094229109,448.0685388856604
29,2020-02-20,2,65.42551179891257,224.05229973300004,True,30,0.877428653121065,448.0685388856604
30,2020-02-21,2,65.42551179891257,224.05229973300004,True,31,1.0458538865530074,448.0685388856604
31,2020-02-22,2,65.42551179891257,224.05229973300004,True,32,1.24651877164399,448.0685388856604
32,2020-02-23,2,65.42551179891257,224.05229973300004,True,33,1.4855566963612883,448.0685388856604
33,2020-02-24,2,65.42551179891257,224.05229973300004,True,34,1.770251991874224,448.0685388856604
34,2020-02-25,2,65.42551179891257,224.05229973300004,True,35,2.1092492401264096,448.0685388856604
35,2020-02-26,2,65.42551179891257,224.05229973300004,True,36,2.512797838546582,448.0685388856604
36,2020-02-27,2,65.42551179891257,224.05229973300004,True,37,2.993036562508198,448.0685388856604
37,2020-02-28,2,65.42551179891257,224.05229973300004,True,38,3.5643229655085373,448.0685388856604
38,2020-02-29,3,65.42551179891257,224.05229973300004,True,39,4.24361226562885,448.0685388856604
39,2020-03-01,3,65.42551179891257,224.05229973300004,True,40,5.050889719774367,448.0685388856604
40,2020-03-02,3,65.42551179891257,224.05229973300004,True,41,6.009659155948898,448.0685388856604
41,2020-03-03,3,65.42551179891257,224.05229973300004,True,42,7.147488009191205,448.0685388856604
42,2020-03-04,5,65.42551179891257,224.05229973300004,True,43,8.496605481604544,448.0685388856604
43,2020-03-05,5,65.42551179891257,224.05229973300004,True,44,10.09454480215666,448.0685388856604
44,2020-03-06,7,65.42551179891257,224.05229973300004,True,45,11.984812363531155,448.0685388856604
45,2020-03-07,7,65.42551179891257,224.05229973300004,True,46,14.217555031402641,448.0685388856604
46,2020-03-08,7,65.42551179891257,224.05229973300004,True,47,16.850181391431047,448.0685388856604
47,2020-03-09,7,65.42551179891257,224.05229973300004,True,48,19.947872452246582,448.0685388856604
48,2020-03-10,7,65.42551179891257,224.05229973300004,True,49,23.583892023397972,448.0685388856604
49,2020-03-11,9,65.42551179891257,224.05229973300004,True,50,27.839577021174193,448.0685388856604
50,2020-03-12,9,65.42551179891257,224.05229973300004,True,51,32.803855002727836,448.0685388856604
51,2020-03-13,16,65.42551179891257,224.05229973300004,True,52,38.57210403031031,448.0685388856604
52,2020-03-14,19,65.42551179891257,224.05229973300004,True,53,45.244145204552474,448.0685388856604
53,2020-03-15,20,65.42551179891257,224.05229973300004,True,54,52.921151276887954,448.0685388856604
54,2020-03-16,29,65.42551179891257,224.05229973300004,True,55,61.7012799873645,448.0685388856604
55,2020-03-17,29,65.42551179891257,224.05229973300004,True,56,71.67391536946924,448.0685388856604
56,2020-03-18,37,65.42551179891257,224.05229973300004,True,57,82.91254099554112,448.0685388856604
57,2020-03-19,42,65.42551179891257,224.05229973300004,True,58,95.46648608246075,448.0685388856604
58,2020-03-20,50,65.42551179891257,224.05229973300004,True,59,109.35207267100975,448.0685388856604
59,2020-03-21,67,65.42551179891257,224.05229973300004,True,60,124.54401758969615,448.0685388856604
60,2020-03-22,100,65.42551179891257,224.05229973300004,True,61,140.96824130133155,448.0685388856604
61,2020-03-23,134,65.42551179891257,224.05229973300004,True,62,158.49741190836372,448.0685388856604
62,2020-03-24,170,65.42551179891257,224.05229973300004,True,63,176.95050179171474,448.0685388856604
63,2020-03-25,170,65.42551179891257,224.05229973300004,True,64,196.09727988205913,448.0685388856604
64,2020-03-26,235,65.42551179891257,224.05229973300004,True,65,215.66800111097837,448.0685388856604
65,2020-03-27,257,65.42551179891257,224.05229973300004,True,66,235.3676875750701,448.0685388856604
66,2020-03-28,287,65.42551179891257,224.05229973300004,True,67,254.89352244596472,448.0685388856604
67,2020-03-29,299,65.42551179891257,224.05229973300004,True,68,273.9532383261935,448.0685388856604
68,2020-03-30,305,65.42551179891257,224.05229973300004,True,69,292.28217029097436,448.0685388856604
69,2020-03-31,337,65.42551179891257,224.05229973300004,True,70,309.65692702006925,448.0685388856604
70,2020-04-01,367,65.42551179891257,224.05229973300004,True,71,325.9043221126113,448.0685388856604
71,2020-04-02,367,65.42551179891257,224.05229973300004,True,72,340.90509537179906,448.0685388856604
