,Report_Date,UK_turks and caicos islands_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
39,2020-03-01,0,77.21164020252044,7.316715238147779,True,40,0.05674684761075847,12.740822421567213
40,2020-03-02,0,77.21164020252044,7.316715238147779,True,41,0.06583064209253273,12.740822421567213
41,2020-03-03,0,77.21164020252044,7.316715238147779,True,42,0.07636091446178286,12.740822421567213
42,2020-03-04,0,77.21164020252044,7.316715238147779,True,43,0.08856536901785216,12.740822421567213
43,2020-03-05,0,77.21164020252044,7.316715238147779,True,44,0.10270664966020539,12.740822421567213
44,2020-03-06,0,77.21164020252044,7.316715238147779,True,45,0.1190873891388582,12.740822421567213
45,2020-03-07,0,77.21164020252044,7.316715238147779,True,46,0.13805587971455158,12.740822421567213
46,2020-03-08,0,77.21164020252044,7.316715238147779,True,47,0.16001240291258179,12.740822421567213
47,2020-03-09,0,77.21164020252044,7.316715238147779,True,48,0.18541624263375944,12.740822421567213
48,2020-03-10,0,77.21164020252044,7.316715238147779,True,49,0.21479338468175127,12.740822421567213
49,2020-03-11,0,77.21164020252044,7.316715238147779,True,50,0.24874487416373137,12.740822421567213
50,2020-03-12,0,77.21164020252044,7.316715238147779,True,51,0.2879557570063332,12.740822421567213
51,2020-03-13,0,77.21164020252044,7.316715238147779,True,52,0.33320446916310864,12.740822421567213
52,2020-03-14,0,77.21164020252044,7.316715238147779,True,53,0.3853724525637876,12.740822421567213
53,2020-03-15,0,77.21164020252044,7.316715238147779,True,54,0.44545366567391714,12.740822421567213
54,2020-03-16,0,77.21164020252044,7.316715238147779,True,55,0.5145635139097781,12.740822421567213
55,2020-03-17,0,77.21164020252044,7.316715238147779,True,56,0.5939465470245532,12.740822421567213
56,2020-03-18,0,77.21164020252044,7.316715238147779,True,57,0.6849820547694918,12.740822421567213
57,2020-03-19,0,77.21164020252044,7.316715238147779,True,58,0.7891864401012147,12.740822421567213
58,2020-03-20,0,77.21164020252044,7.316715238147779,True,59,0.9082109685360094,12.740822421567213
59,2020-03-21,0,77.21164020252044,7.316715238147779,True,60,1.043833199899063,12.740822421567213
60,2020-03-22,0,77.21164020252044,7.316715238147779,True,61,1.197940134910472,12.740822421567213
61,2020-03-23,0,77.21164020252044,7.316715238147779,True,62,1.3725009013918101,12.740822421567213
62,2020-03-24,0,77.21164020252044,7.316715238147779,True,63,1.5695267316576085,12.740822421567213
63,2020-03-25,0,77.21164020252044,7.316715238147779,True,64,1.7910161337031856,12.740822421567213
64,2020-03-26,0,77.21164020252044,7.316715238147779,True,65,2.038883641358424,12.740822421567213
65,2020-03-27,0,77.21164020252044,7.316715238147779,True,66,2.3148714550844143,12.740822421567213
66,2020-03-28,4,77.21164020252044,7.316715238147779,True,67,2.6204447497894785,12.740822421567213
67,2020-03-29,4,77.21164020252044,7.316715238147779,True,68,2.956673468892705,12.740822421567213
68,2020-03-30,5,77.21164020252044,7.316715238147779,True,69,3.3241059840188654,12.740822421567213
69,2020-03-31,5,77.21164020252044,7.316715238147779,True,70,3.7226428672553515,12.740822421567213
70,2020-04-01,6,77.21164020252044,7.316715238147779,True,71,4.151421805745028,12.740822421567213
71,2020-04-02,5,77.21164020252044,7.316715238147779,True,72,4.608726818060289,12.740822421567213
72,2020-04-03,5,77.21164020252044,7.316715238147779,True,73,5.091935732372294,12.740822421567213
73,2020-04-04,5,77.21164020252044,7.316715238147779,True,74,5.597518718632218,12.740822421567213
74,2020-04-05,5,77.21164020252044,7.316715238147779,True,75,6.121097132342953,12.740822421567213
75,2020-04-06,8,77.21164020252044,7.316715238147779,True,76,6.657566080009078,12.740822421567213
76,2020-04-07,8,77.21164020252044,7.316715238147779,True,77,7.201276598350741,12.740822421567213
77,2020-04-08,8,77.21164020252044,7.316715238147779,True,78,7.746265356356882,12.740822421567213
78,2020-04-09,8,77.21164020252044,7.316715238147779,True,79,8.286512881316336,12.740822421567213
79,2020-04-10,8,77.21164020252044,7.316715238147779,True,80,8.81620695878739,12.740822421567213
