,Report_Date,UK_turks and caicos islands_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,77.21164020252044,7.316715238147779,True,1,0.00016986276243405616,12.740822421567213
1,2020-01-23,0,77.21164020252044,7.316715238147779,True,2,0.000197176179445556,12.740822421567213
2,2020-01-24,0,77.21164020252044,7.316715238147779,True,3,0.00022888144237713298,12.740822421567213
3,2020-01-25,0,77.21164020252044,7.316715238147779,True,4,0.0002656847118188749,12.740822421567213
4,2020-01-26,0,77.21164020252044,7.316715238147779,True,5,0.0003084056829355117,12.740822421567213
5,2020-01-27,0,77.21164020252044,7.316715238147779,True,6,0.0003579958363645397,12.740822421567213
6,2020-01-28,0,77.21164020252044,7.316715238147779,True,7,0.00041555962197971423,12.740822421567213
7,2020-01-29,0,77.21164020252044,7.316715238147779,True,8,0.00048237904647484243,12.740822421567213
8,2020-01-30,0,77.21164020252044,7.316715238147779,True,9,0.000559942211227124,12.740822421567213
9,2020-01-31,0,77.21164020252044,7.316715238147779,True,10,0.0006499764344665331,12.740822421567213
10,2020-02-01,0,77.21164020252044,7.316715238147779,True,11,0.0007544866933205436,12.740822421567213
11,2020-02-02,0,77.21164020252044,7.316715238147779,True,12,0.0008758002390325761,12.740822421567213
12,2020-02-03,0,77.21164020252044,7.316715238147779,True,13,0.0010166183751214634,12.740822421567213
13,2020-02-04,0,77.21164020252044,7.316715238147779,True,14,0.0011800765464050832,12.740822421567213
14,2020-02-05,0,77.21164020252044,7.316715238147779,True,15,0.0013698140700521002,12.740822421567213
15,2020-02-06,0,77.21164020252044,7.316715238147779,True,16,0.0015900550520649955,12.740822421567213
16,2020-02-07,0,77.21164020252044,7.316715238147779,True,17,0.001845702278336318,12.740822421567213
17,2020-02-08,0,77.21164020252044,7.316715238147779,True,18,0.0021424461538272982,12.740822421567213
18,2020-02-09,0,77.21164020252044,7.316715238147779,True,19,0.0024868910924180786,12.740822421567213
19,2020-02-10,0,77.21164020252044,7.316715238147779,True,20,0.002886702140347692,12.740822421567213
20,2020-02-11,0,77.21164020252044,7.316715238147779,True,21,0.0033507750556282675,12.740822421567213
21,2020-02-12,0,77.21164020252044,7.316715238147779,True,22,0.0038894335731696843,12.740822421567213
22,2020-02-13,0,77.21164020252044,7.316715238147779,True,23,0.00451465817054239,12.740822421567213
23,2020-02-14,0,77.21164020252044,7.316715238147779,True,24,0.005240351323560405,12.740822421567213
24,2020-02-15,0,77.21164020252044,7.316715238147779,True,25,0.006082645016766113,12.740822421567213
25,2020-02-16,0,77.21164020252044,7.316715238147779,True,26,0.007060257165450687,12.740822421567213
26,2020-02-17,0,77.21164020252044,7.316715238147779,True,27,0.008194904628506113,12.740822421567213
27,2020-02-18,0,77.21164020252044,7.316715238147779,True,28,0.009511781662043087,12.740822421567213
28,2020-02-19,0,77.21164020252044,7.316715238147779,True,29,0.01104011400046055,12.740822421567213
29,2020-02-20,0,77.21164020252044,7.316715238147779,True,30,0.012813800273639884,12.740822421567213
30,2020-02-21,0,77.21164020252044,7.316715238147779,True,31,0.014872154195777,12.740822421567213
31,2020-02-22,0,77.21164020252044,7.316715238147779,True,32,0.017260762912384528,12.740822421567213
32,2020-02-23,0,77.21164020252044,7.316715238147779,True,33,0.020032479085031564,12.740822421567213
33,2020-02-24,0,77.21164020252044,7.316715238147779,True,34,0.023248566743029973,12.740822421567213
34,2020-02-25,0,77.21164020252044,7.316715238147779,True,35,0.026980023646337368,12.740822421567213
35,2020-02-26,0,77.21164020252044,7.316715238147779,True,36,0.031309105883893226,12.740822421567213
36,2020-02-27,0,77.21164020252044,7.316715238147779,True,37,0.03633108366159484,12.740822421567213
37,2020-02-28,0,77.21164020252044,7.316715238147779,True,38,0.04215626067820503,12.740822421567213
38,2020-02-29,0,77.21164020252044,7.316715238147779,True,39,0.04891229307938193,12.740822421567213
