,Report_Date,Guinea_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,106.36929931132309,1875.6901131478712,True,1,0.139157121099809,3583.7694384683746
1,2020-01-23,0,0,106.36929931132309,1875.6901131478712,True,2,0.15330374296887397,3583.7694384683746
2,2020-01-24,0,0,106.36929931132309,1875.6901131478712,True,3,0.1688884364120538,3583.7694384683746
3,2020-01-25,0,0,106.36929931132309,1875.6901131478712,True,4,0.1860573744291719,3583.7694384683746
4,2020-01-26,0,0,106.36929931132309,1875.6901131478712,True,5,0.20497158484094136,3583.7694384683746
5,2020-01-27,0,0,106.36929931132309,1875.6901131478712,True,6,0.2258084592776557,3583.7694384683746
6,2020-01-28,0,0,106.36929931132309,1875.6901131478712,True,7,0.2487634153196885,3583.7694384683746
7,2020-01-29,0,0,106.36929931132309,1875.6901131478712,True,8,0.2740517273048088,3583.7694384683746
8,2020-01-30,0,0,106.36929931132309,1875.6901131478712,True,9,0.3019105428828966,3583.7694384683746
9,2020-01-31,0,0,106.36929931132309,1875.6901131478712,True,10,0.3326011041208791,3583.7694384683746
10,2020-02-01,0,0,106.36929931132309,1875.6901131478712,True,11,0.3664111938549987,3583.7694384683746
11,2020-02-02,0,0,106.36929931132309,1875.6901131478712,True,12,0.40365783007070405,3583.7694384683746
12,2020-02-03,0,0,106.36929931132309,1875.6901131478712,True,13,0.4446902333809499,3583.7694384683746
13,2020-02-04,0,0,106.36929931132309,1875.6901131478712,True,14,0.48989309519162166,3583.7694384683746
14,2020-02-05,0,0,106.36929931132309,1875.6901131478712,True,15,0.5396901769101319,3583.7694384683746
15,2020-02-06,0,0,106.36929931132309,1875.6901131478712,True,16,0.5945482735939176,3583.7694384683746
16,2020-02-07,0,0,106.36929931132309,1875.6901131478712,True,17,0.6549815787756955,3583.7694384683746
17,2020-02-08,0,0,106.36929931132309,1875.6901131478712,True,18,0.7215564908702854,3583.7694384683746
18,2020-02-09,0,0,106.36929931132309,1875.6901131478712,True,19,0.7948969055944128,3583.7694384683746
19,2020-02-10,0,0,106.36929931132309,1875.6901131478712,True,20,0.8756900432495882,3583.7694384683746
20,2020-02-11,0,0,106.36929931132309,1875.6901131478712,True,21,0.964692864565113,3583.7694384683746
21,2020-02-12,0,0,106.36929931132309,1875.6901131478712,True,22,1.0627391341125767,3583.7694384683746
22,2020-02-13,0,0,106.36929931132309,1875.6901131478712,True,23,1.17074719612697,3583.7694384683746
23,2020-02-14,0,0,106.36929931132309,1875.6901131478712,True,24,1.2897285339480642,3583.7694384683746
24,2020-02-15,0,0,106.36929931132309,1875.6901131478712,True,25,1.4207971912773643,3583.7694384683746
25,2020-02-16,0,0,106.36929931132309,1875.6901131478712,True,26,1.5651801410825772,3583.7694384683746
26,2020-02-17,0,0,106.36929931132309,1875.6901131478712,True,27,1.724228696327991,3583.7694384683746
27,2020-02-18,0,0,106.36929931132309,1875.6901131478712,True,28,1.8994310658235893,3583.7694384683746
28,2020-02-19,0,0,106.36929931132309,1875.6901131478712,True,29,2.0924261684291334,3583.7694384683746
29,2020-02-20,0,0,106.36929931132309,1875.6901131478712,True,30,2.3050188296854923,3583.7694384683746
30,2020-02-21,0,0,106.36929931132309,1875.6901131478712,True,31,2.5391964967399296,3583.7694384683746
31,2020-02-22,0,0,106.36929931132309,1875.6901131478712,True,32,2.7971476202521908,3583.7694384683746
32,2020-02-23,0,0,106.36929931132309,1875.6901131478712,True,33,3.081281865881782,3583.7694384683746
33,2020-02-24,0,0,106.36929931132309,1875.6901131478712,True,34,3.3942523330307863,3583.7694384683746
34,2020-02-25,0,0,106.36929931132309,1875.6901131478712,True,35,3.7389799748157357,3583.7694384683746
35,2020-02-26,0,0,106.36929931132309,1875.6901131478712,True,36,4.1186804308264975,3583.7694384683746
36,2020-02-27,0,0,106.36929931132309,1875.6901131478712,True,37,4.536893503152777,3583.7694384683746
37,2020-02-28,0,0,106.36929931132309,1875.6901131478712,True,38,4.997515526462201,3583.7694384683746
38,2020-02-29,0,0,106.36929931132309,1875.6901131478712,True,39,5.5048349046252305,3583.7694384683746
39,2020-03-01,0,0,106.36929931132309,1875.6901131478712,True,40,6.063571109508396,3583.7694384683746
40,2020-03-02,0,0,106.36929931132309,1875.6901131478712,True,41,6.67891746207873,3583.7694384683746
41,2020-03-03,0,0,106.36929931132309,1875.6901131478712,True,42,7.356588041823513,3583.7694384683746
42,2020-03-04,0,0,106.36929931132309,1875.6901131478712,True,43,8.102869097589954,3583.7694384683746
43,2020-03-05,0,0,106.36929931132309,1875.6901131478712,True,44,8.924675361131495,3583.7694384683746
44,2020-03-06,0,0,106.36929931132309,1875.6901131478712,True,45,9.829611693679967,3583.7694384683746
45,2020-03-07,0,0,106.36929931132309,1875.6901131478712,True,46,10.82604052542545,3583.7694384683746
46,2020-03-08,0,0,106.36929931132309,1875.6901131478712,True,47,11.923155577444202,3583.7694384683746
47,2020-03-09,0,0,106.36929931132309,1875.6901131478712,True,48,13.131062384798977,3583.7694384683746
48,2020-03-10,0,0,106.36929931132309,1875.6901131478712,True,49,14.460866167503957,3583.7694384683746
49,2020-03-11,0,0,106.36929931132309,1875.6901131478712,True,50,15.924767621852837,3583.7694384683746
50,2020-03-12,0,0,106.36929931132309,1875.6901131478712,True,51,17.536167227057636,3583.7694384683746
51,2020-03-13,1,1,106.36929931132309,1875.6901131478712,True,52,19.3097786797439,3583.7694384683746
52,2020-03-14,1,1,106.36929931132309,1875.6901131478712,True,53,21.261752079741555,3583.7694384683746
53,2020-03-15,1,1,106.36929931132309,1875.6901131478712,True,54,23.40980749252326,3583.7694384683746
54,2020-03-16,1,1,106.36929931132309,1875.6901131478712,True,55,25.773379503791816,3583.7694384683746
55,2020-03-17,1,1,106.36929931132309,1875.6901131478712,True,56,28.373773356734933,3583.7694384683746
56,2020-03-18,1,1,106.36929931132309,1875.6901131478712,True,57,31.234333218291823,3583.7694384683746
57,2020-03-19,1,1,106.36929931132309,1875.6901131478712,True,58,34.38062305256192,3583.7694384683746
58,2020-03-20,1,1,106.36929931132309,1875.6901131478712,True,59,37.84062048147165,3583.7694384683746
59,2020-03-21,2,2,106.36929931132309,1875.6901131478712,True,60,41.64492387822042,3583.7694384683746
60,2020-03-22,2,2,106.36929931132309,1875.6901131478712,True,61,45.82697275992157,3583.7694384683746
61,2020-03-23,4,4,106.36929931132309,1875.6901131478712,True,62,50.4232813130562,3583.7694384683746
62,2020-03-24,4,4,106.36929931132309,1875.6901131478712,True,63,55.47368458833286,3583.7694384683746
63,2020-03-25,4,4,106.36929931132309,1875.6901131478712,True,64,61.02159652835161,3583.7694384683746
64,2020-03-26,4,4,106.36929931132309,1875.6901131478712,True,65,67.11427852873483,3583.7694384683746
65,2020-03-27,8,8,106.36929931132309,1875.6901131478712,True,66,73.80311666639199,3583.7694384683746
66,2020-03-28,8,8,106.36929931132309,1875.6901131478712,True,67,81.14390504142906,3583.7694384683746
67,2020-03-29,16,16,106.36929931132309,1875.6901131478712,True,68,89.19713185515955,3583.7694384683746
68,2020-03-30,22,22,106.36929931132309,1875.6901131478712,True,69,98.02826386868902,3583.7694384683746
69,2020-03-31,22,22,106.36929931132309,1875.6901131478712,True,70,107.70802373811462,3583.7694384683746
70,2020-04-01,30,30,106.36929931132309,1875.6901131478712,True,71,118.3126533886962,3583.7694384683746
71,2020-04-02,52,52,106.36929931132309,1875.6901131478712,True,72,129.92415505989712,3583.7694384683746
72,2020-04-03,73,71,106.36929931132309,1875.6901131478712,True,73,142.63049991990064,3583.7694384683746
73,2020-04-04,111,106,106.36929931132309,1875.6901131478712,True,74,156.52579221422792,3583.7694384683746
74,2020-04-05,121,116,106.36929931132309,1875.6901131478712,True,75,171.7103747922596,3583.7694384683746
75,2020-04-06,128,123,106.36929931132309,1875.6901131478712,True,76,188.29085957755652,3583.7694384683746
76,2020-04-07,144,139,106.36929931132309,1875.6901131478712,True,77,206.38006416361037,3583.7694384683746
77,2020-04-08,164,159,106.36929931132309,1875.6901131478712,True,78,226.09683330336114,3583.7694384683746
78,2020-04-09,194,183,106.36929931132309,1875.6901131478712,True,79,247.56572172864853,3583.7694384683746
79,2020-04-10,212,197,106.36929931132309,1875.6901131478712,True,80,270.9165126339237,3583.7694384683746
80,2020-04-11,250,233,106.36929931132309,1875.6901131478712,True,81,296.2835444810301,3583.7694384683746
