,Report_Date,Sierra Leone_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,121.01682642823518,545.7484547887829,False,1,0.012004377537883517,1091.496909577566
1,2020-01-23,0,121.01682642823518,545.7484547887829,False,2,0.013202485306157433,1091.496909577566
2,2020-01-24,0,121.01682642823518,545.7484547887829,False,3,0.014520169714179836,1091.496909577566
3,2020-01-25,0,121.01682642823518,545.7484547887829,False,4,0.01596936472459288,1091.496909577566
4,2020-01-26,0,121.01682642823518,545.7484547887829,False,5,0.01756319526100039,1091.496909577566
5,2020-01-27,0,121.01682642823518,545.7484547887829,False,6,0.019316096046388526,1091.496909577566
6,2020-01-28,0,121.01682642823518,545.7484547887829,False,7,0.021243942296608007,1091.496909577566
7,2020-01-29,0,121.01682642823518,545.7484547887829,False,8,0.02336419345090994,1091.496909577566
8,2020-01-30,0,121.01682642823518,545.7484547887829,False,9,0.02569605123924105,1091.496909577566
9,2020-01-31,0,121.01682642823518,545.7484547887829,False,10,0.028260633515413063,1091.496909577566
10,2020-02-01,0,121.01682642823518,545.7484547887829,False,11,0.031081165427520555,1091.496909577566
11,2020-02-02,0,121.01682642823518,545.7484547887829,False,12,0.0341831896533607,1091.496909577566
12,2020-02-03,0,121.01682642823518,545.7484547887829,False,13,0.03759479760049996,1091.496909577566
13,2020-02-04,0,121.01682642823518,545.7484547887829,False,14,0.04134688365956544,1091.496909577566
14,2020-02-05,0,121.01682642823518,545.7484547887829,False,15,0.0454734248069878,1091.496909577566
15,2020-02-06,0,121.01682642823518,545.7484547887829,False,16,0.05001178808162907,1091.496909577566
16,2020-02-07,0,121.01682642823518,545.7484547887829,False,17,0.055003068710506996,1091.496909577566
17,2020-02-08,0,121.01682642823518,545.7484547887829,False,18,0.060492461934388966,1091.496909577566
18,2020-02-09,0,121.01682642823518,545.7484547887829,False,19,0.06652967188679479,1091.496909577566
19,2020-02-10,0,121.01682642823518,545.7484547887829,False,20,0.07316936121257075,1091.496909577566
20,2020-02-11,0,121.01682642823518,545.7484547887829,False,21,0.0804716454775834,1091.496909577566
21,2020-02-12,0,121.01682642823518,545.7484547887829,False,22,0.0885026368224067,1091.496909577566
22,2020-02-13,0,121.01682642823518,545.7484547887829,False,23,0.09733504175362005,1091.496909577566
23,2020-02-14,0,121.01682642823518,545.7484547887829,False,24,0.10704881845029533,1091.496909577566
24,2020-02-15,0,121.01682642823518,545.7484547887829,False,25,0.11773189949458239,1091.496909577566
25,2020-02-16,0,121.01682642823518,545.7484547887829,False,26,0.129480986518536,1091.496909577566
26,2020-02-17,0,121.01682642823518,545.7484547887829,False,27,0.14240242389940885,1091.496909577566
27,2020-02-18,0,121.01682642823518,545.7484547887829,False,28,0.15661315933795122,1091.496909577566
28,2020-02-19,0,121.01682642823518,545.7484547887829,False,29,0.17224179992467906,1091.496909577566
29,2020-02-20,0,121.01682642823518,545.7484547887829,False,30,0.18942977314397447,1091.496909577566
30,2020-02-21,0,121.01682642823518,545.7484547887829,False,31,0.20833260319220193,1091.496909577566
31,2020-02-22,0,121.01682642823518,545.7484547887829,False,32,0.22912131400127164,1091.496909577566
32,2020-02-23,0,121.01682642823518,545.7484547887829,False,33,0.25198397147140617,1091.496909577566
