,Report_Date,Sierra Leone_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
33,2020-02-24,0,121.01682642823518,545.7484547887829,False,34,0.27712737863506004,1091.496909577566
34,2020-02-25,0,121.01682642823518,545.7484547887829,False,35,0.30477893880751,1091.496909577566
35,2020-02-26,0,121.01682642823518,545.7484547887829,False,36,0.33518870323877925,1091.496909577566
36,2020-02-27,0,121.01682642823518,545.7484547887829,False,37,0.3686316213772705,1091.496909577566
37,2020-02-28,0,121.01682642823518,545.7484547887829,False,38,0.4054100135994821,1091.496909577566
38,2020-02-29,0,121.01682642823518,545.7484547887829,False,39,0.4458562881649976,1091.496909577566
39,2020-03-01,0,121.01682642823518,545.7484547887829,False,40,0.4903359262348702,1091.496909577566
40,2020-03-02,0,121.01682642823518,545.7484547887829,False,41,0.5392507610586109,1091.496909577566
41,2020-03-03,0,121.01682642823518,545.7484547887829,False,42,0.5930425799050167,1091.496909577566
42,2020-03-04,0,121.01682642823518,545.7484547887829,False,43,0.6521970800004472,1091.496909577566
43,2020-03-05,0,121.01682642823518,545.7484547887829,False,44,0.7172482126608328,1091.496909577566
44,2020-03-06,0,121.01682642823518,545.7484547887829,False,45,0.7887829529770339,1091.496909577566
45,2020-03-07,0,121.01682642823518,545.7484547887829,False,46,0.8674465358536892,1091.496909577566
46,2020-03-08,0,121.01682642823518,545.7484547887829,False,47,0.9539482029258597,1091.496909577566
47,2020-03-09,0,121.01682642823518,545.7484547887829,False,48,1.0490675089015808,1091.496909577566
48,2020-03-10,0,121.01682642823518,545.7484547887829,False,49,1.1536612402169963,1091.496909577566
49,2020-03-11,0,121.01682642823518,545.7484547887829,False,50,1.2686710035576132,1091.496909577566
50,2020-03-12,0,121.01682642823518,545.7484547887829,False,51,1.3951315468057897,1091.496909577566
51,2020-03-13,0,121.01682642823518,545.7484547887829,False,52,1.5341798803289126,1091.496909577566
52,2020-03-14,0,121.01682642823518,545.7484547887829,False,53,1.6870652722286796,1091.496909577566
53,2020-03-15,0,121.01682642823518,545.7484547887829,False,54,1.8551601972273952,1091.496909577566
54,2020-03-16,0,121.01682642823518,545.7484547887829,False,55,2.0399723252626005,1091.496909577566
55,2020-03-17,0,121.01682642823518,545.7484547887829,False,56,2.243157642577262,1091.496909577566
56,2020-03-18,0,121.01682642823518,545.7484547887829,False,57,2.4665348050972655,1091.496909577566
57,2020-03-19,0,121.01682642823518,545.7484547887829,False,58,2.7121008311336015,1091.496909577566
58,2020-03-20,0,121.01682642823518,545.7484547887829,False,59,2.98204824786627,1091.496909577566
59,2020-03-21,0,121.01682642823518,545.7484547887829,False,60,3.2787838135692877,1091.496909577566
60,2020-03-22,0,121.01682642823518,545.7484547887829,False,61,3.604948945000045,1091.496909577566
61,2020-03-23,0,121.01682642823518,545.7484547887829,False,62,3.963441986644079,1091.496909577566
62,2020-03-24,0,121.01682642823518,545.7484547887829,False,63,4.357442465375995,1091.496909577566
63,2020-03-25,0,121.01682642823518,545.7484547887829,False,64,4.790437480313185,1091.496909577566
64,2020-03-26,0,121.01682642823518,545.7484547887829,False,65,5.266250382880868,1091.496909577566
65,2020-03-27,0,121.01682642823518,545.7484547887829,False,66,5.789071905977356,1091.496909577566
66,2020-03-28,0,121.01682642823518,545.7484547887829,False,67,6.3634939031380915,1091.496909577566
67,2020-03-29,0,121.01682642823518,545.7484547887829,False,68,6.994545858147832,1091.496909577566
68,2020-03-30,0,121.01682642823518,545.7484547887829,False,69,7.687734321916916,1091.496909577566
69,2020-03-31,1,121.01682642823518,545.7484547887829,False,70,8.449085425745084,1091.496909577566
70,2020-04-01,2,121.01682642823518,545.7484547887829,False,71,9.285190607297803,1091.496909577566
71,2020-04-02,2,121.01682642823518,545.7484547887829,False,72,10.203255666469774,1091.496909577566
72,2020-04-03,2,121.01682642823518,545.7484547887829,False,73,11.211153241337447,1091.496909577566
73,2020-04-04,4,121.01682642823518,545.7484547887829,False,74,12.317478757882162,1091.496909577566
74,2020-04-05,6,121.01682642823518,545.7484547887829,False,75,13.531609859091963,1091.496909577566
75,2020-04-06,6,121.01682642823518,545.7484547887829,False,76,14.863769257110304,1091.496909577566
76,2020-04-07,6,121.01682642823518,545.7484547887829,False,77,16.32509087365263,1091.496909577566
77,2020-04-08,7,121.01682642823518,545.7484547887829,False,78,17.927689035976304,1091.496909577566
78,2020-04-09,7,121.01682642823518,545.7484547887829,False,79,19.684730374943747,1091.496909577566
79,2020-04-10,8,121.01682642823518,545.7484547887829,False,80,21.610507924521098,1091.496909577566
80,2020-04-11,8,121.01682642823518,545.7484547887829,False,81,23.72051674449018,1091.496909577566
81,2020-04-12,10,121.01682642823518,545.7484547887829,False,82,26.031530176115545,1091.496909577566
82,2020-04-13,10,121.01682642823518,545.7484547887829,False,83,28.561675589843396,1091.496909577566
83,2020-04-14,11,121.01682642823518,545.7484547887829,False,84,31.330508190803293,1091.496909577566
84,2020-04-15,13,121.01682642823518,545.7484547887829,False,85,34.35908110835593,1091.496909577566
85,2020-04-16,15,121.01682642823518,545.7484547887829,False,86,37.67000960741525,1091.496909577566
86,2020-04-17,26,121.01682642823518,545.7484547887829,False,87,41.287526820334605,1091.496909577566
87,2020-04-18,30,121.01682642823518,545.7484547887829,False,88,45.23752790932994,1091.496909577566
88,2020-04-19,35,121.01682642823518,545.7484547887829,False,89,49.54759903407708,1091.496909577566
89,2020-04-20,43,121.01682642823518,545.7484547887829,False,90,54.24702692441385,1091.496909577566
90,2020-04-21,50,121.01682642823518,545.7484547887829,False,91,59.36678425615683,1091.496909577566
91,2020-04-22,61,121.01682642823518,545.7484547887829,False,92,64.93948541734748,1091.496909577566
92,2020-04-23,64,121.01682642823518,545.7484547887829,False,93,70.99930665902374,1091.496909577566
93,2020-04-24,82,121.01682642823518,545.7484547887829,False,94,77.5818640843286,1091.496909577566
94,2020-04-25,82,121.01682642823518,545.7484547887829,False,95,84.7240424885398,1091.496909577566
95,2020-04-26,93,121.01682642823518,545.7484547887829,False,96,92.46376777819616,1091.496909577566
96,2020-04-27,93,121.01682642823518,545.7484547887829,False,97,100.83971563986832,1091.496909577566
97,2020-04-28,104,121.01682642823518,545.7484547887829,False,98,109.89094937987014,1091.496909577566
98,2020-04-29,104,121.01682642823518,545.7484547887829,False,99,119.65648050681109,1091.496909577566
99,2020-04-30,124,121.01682642823518,545.7484547887829,False,100,130.17474677687383,1091.496909577566
100,2020-05-01,136,121.01682642823518,545.7484547887829,False,101,141.4830041646947,1091.496909577566
101,2020-05-02,155,121.01682642823518,545.7484547887829,False,102,153.61663164944702,1091.496909577566
102,2020-05-03,166,121.01682642823518,545.7484547887829,False,103,166.60835088429056,1091.496909577566
103,2020-05-04,178,121.01682642823518,545.7484547887829,False,104,180.48736678026071,1091.496909577566
104,2020-05-05,199,121.01682642823518,545.7484547887829,False,105,195.27843976294128,1091.496909577566
105,2020-05-06,225,121.01682642823518,545.7484547887829,False,106,211.00090586100853,1091.496909577566
106,2020-05-07,231,121.01682642823518,545.7484547887829,False,107,227.66766668132942,1091.496909577566
107,2020-05-08,257,121.01682642823518,545.7484547887829,False,108,245.2841774360033,1091.496909577566
108,2020-05-09,291,121.01682642823518,545.7484547887829,False,109,263.84746712651395,1091.496909577566
