,Report_Date,Seychelles_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,59.52724828422171,5.2463547967737885,True,1,0.00012731440097231498,10.417172146396533
1,2020-01-23,0,59.52724828422171,5.2463547967737885,True,2,0.00015447974863236024,10.417172146396533
2,2020-01-24,0,59.52724828422171,5.2463547967737885,True,3,0.00018744132142387956,10.417172146396533
3,2020-01-25,0,59.52724828422171,5.2463547967737885,True,4,0.0002274358013787839,10.417172146396533
4,2020-01-26,0,59.52724828422171,5.2463547967737885,True,5,0.0002759637057928453,10.417172146396533
5,2020-01-27,0,59.52724828422171,5.2463547967737885,True,6,0.0003348456632583252,10.417172146396533
6,2020-01-28,0,59.52724828422171,5.2463547967737885,True,7,0.0004062906882172663,10.417172146396533
7,2020-01-29,0,59.52724828422171,5.2463547967737885,True,8,0.0004929790097875941,10.417172146396533
8,2020-01-30,0,59.52724828422171,5.2463547967737885,True,9,0.000598162553854438,10.417172146396533
9,2020-01-31,0,59.52724828422171,5.2463547967737885,True,10,0.0007257868355850206,10.417172146396533
10,2020-02-01,0,59.52724828422171,5.2463547967737885,True,11,0.0008806388166730885,10.417172146396533
11,2020-02-02,0,59.52724828422171,5.2463547967737885,True,12,0.0010685262467172822,10.417172146396533
12,2020-02-03,0,59.52724828422171,5.2463547967737885,True,13,0.0012964951760141557,10.417172146396533
13,2020-02-04,0,59.52724828422171,5.2463547967737885,True,14,0.0015730937394835402,10.417172146396533
14,2020-02-05,0,59.52724828422171,5.2463547967737885,True,15,0.0019086920184406386,10.417172146396533
15,2020-02-06,0,59.52724828422171,5.2463547967737885,True,16,0.0023158698481257475,10.417172146396533
16,2020-02-07,0,59.52724828422171,5.2463547967737885,True,17,0.0028098869251547945,10.417172146396533
17,2020-02-08,0,59.52724828422171,5.2463547967737885,True,18,0.003409252564119441,10.417172146396533
18,2020-02-09,0,59.52724828422171,5.2463547967737885,True,19,0.004136416054819237,10.417172146396533
19,2020-02-10,0,59.52724828422171,5.2463547967737885,True,20,0.005018602895641293,10.417172146396533
20,2020-02-11,0,59.52724828422171,5.2463547967737885,True,21,0.006088827356459824,10.417172146396533
21,2020-02-12,0,59.52724828422171,5.2463547967737885,True,22,0.007387118006081769,10.417172146396533
22,2020-02-13,0,59.52724828422171,5.2463547967737885,True,23,0.008962000191702542,10.417172146396533
23,2020-02-14,0,59.52724828422171,5.2463547967737885,True,24,0.010872288161788573,10.417172146396533
24,2020-02-15,0,59.52724828422171,5.2463547967737885,True,25,0.01318924976665634,10.417172146396533
25,2020-02-16,0,59.52724828422171,5.2463547967737885,True,26,0.01599921863372013,10.417172146396533
26,2020-02-17,0,59.52724828422171,5.2463547967737885,True,27,0.019406742549144398,10.417172146396533
27,2020-02-18,0,59.52724828422171,5.2463547967737885,True,28,0.023538372571758715,10.417172146396533
28,2020-02-19,0,59.52724828422171,5.2463547967737885,True,29,0.028547215124226314,10.417172146396533
29,2020-02-20,0,59.52724828422171,5.2463547967737885,True,30,0.034618388707920326,10.417172146396533
30,2020-02-21,0,59.52724828422171,5.2463547967737885,True,31,0.04197554739106773,10.417172146396533
31,2020-02-22,0,59.52724828422171,5.2463547967737885,True,32,0.05088865371553829,10.417172146396533
32,2020-02-23,0,59.52724828422171,5.2463547967737885,True,33,0.06168320224521905,10.417172146396533
33,2020-02-24,0,59.52724828422171,5.2463547967737885,True,34,0.07475110853913042,10.417172146396533
34,2020-02-25,0,59.52724828422171,5.2463547967737885,True,35,0.0905634820562779,10.417172146396533
35,2020-02-26,0,59.52724828422171,5.2463547967737885,True,36,0.10968548813618936,10.417172146396533
36,2020-02-27,0,59.52724828422171,5.2463547967737885,True,37,0.1327934631509829,10.417172146396533
37,2020-02-28,0,59.52724828422171,5.2463547967737885,True,38,0.16069436312934118,10.417172146396533
38,2020-02-29,0,59.52724828422171,5.2463547967737885,True,39,0.194347478837931,10.417172146396533
39,2020-03-01,0,59.52724828422171,5.2463547967737885,True,40,0.23488811181766464,10.417172146396533
40,2020-03-02,0,59.52724828422171,5.2463547967737885,True,41,0.28365254101360177,10.417172146396533
41,2020-03-03,0,59.52724828422171,5.2463547967737885,True,42,0.34220307634262154,10.417172146396533
42,2020-03-04,0,59.52724828422171,5.2463547967737885,True,43,0.4123512482990114,10.417172146396533
43,2020-03-05,0,59.52724828422171,5.2463547967737885,True,44,0.49617618090812055,10.417172146396533
44,2020-03-06,0,59.52724828422171,5.2463547967737885,True,45,0.5960339196986894,10.417172146396533
45,2020-03-07,0,59.52724828422171,5.2463547967737885,True,46,0.7145519668899585,10.417172146396533
46,2020-03-08,0,59.52724828422171,5.2463547967737885,True,47,0.8546016347011004,10.417172146396533
47,2020-03-09,0,59.52724828422171,5.2463547967737885,True,48,1.0192393355574008,10.417172146396533
48,2020-03-10,0,59.52724828422171,5.2463547967737885,True,49,1.2116070671163186,10.417172146396533
49,2020-03-11,0,59.52724828422171,5.2463547967737885,True,50,1.434782856169672,10.417172146396533
50,2020-03-12,0,59.52724828422171,5.2463547967737885,True,51,1.691574762006576,10.417172146396533
51,2020-03-13,0,59.52724828422171,5.2463547967737885,True,52,1.984258231734982,10.417172146396533
52,2020-03-14,2,59.52724828422171,5.2463547967737885,True,53,2.314266852841848,10.417172146396533
53,2020-03-15,2,59.52724828422171,5.2463547967737885,True,54,2.681860631347428,10.417172146396533
54,2020-03-16,3,59.52724828422171,5.2463547967737885,True,55,3.0858119459673357,10.417172146396533
55,2020-03-17,4,59.52724828422171,5.2463547967737885,True,56,3.5231632669052115,10.417172146396533
56,2020-03-18,4,59.52724828422171,5.2463547967737885,True,57,3.989116778698155,10.417172146396533
57,2020-03-19,6,59.52724828422171,5.2463547967737885,True,58,4.4771082950964765,10.417172146396533
58,2020-03-20,7,59.52724828422171,5.2463547967737885,True,59,4.979093164188145,10.417172146396533
59,2020-03-21,7,59.52724828422171,5.2463547967737885,True,60,5.4860328400218785,10.417172146396533
60,2020-03-22,7,59.52724828422171,5.2463547967737885,True,61,5.988526843457418,10.417172146396533
61,2020-03-23,7,59.52724828422171,5.2463547967737885,True,62,6.477499679124313,10.417172146396533
62,2020-03-24,7,59.52724828422171,5.2463547967737885,True,63,6.944838358414008,10.417172146396533
63,2020-03-25,7,59.52724828422171,5.2463547967737885,True,64,7.383888701792637,10.417172146396533
64,2020-03-26,7,59.52724828422171,5.2463547967737885,True,65,7.789752870336702,10.417172146396533
65,2020-03-27,7,59.52724828422171,5.2463547967737885,True,66,8.159374421182973,10.417172146396533
66,2020-03-28,8,59.52724828422171,5.2463547967737885,True,67,8.491436771601588,10.417172146396533
67,2020-03-29,8,59.52724828422171,5.2463547967737885,True,68,8.786126556688616,10.417172146396533
68,2020-03-30,8,59.52724828422171,5.2463547967737885,True,69,9.044821999873538,10.417172146396533
69,2020-03-31,10,59.52724828422171,5.2463547967737885,True,70,9.269760975258977,10.417172146396533
70,2020-04-01,10,59.52724828422171,5.2463547967737885,True,71,9.4637297719122,10.417172146396533
71,2020-04-02,10,59.52724828422171,5.2463547967737885,True,72,9.629797538359586,10.417172146396533
72,2020-04-03,10,59.52724828422171,5.2463547967737885,True,73,9.771107129905419,10.417172146396533
73,2020-04-04,10,59.52724828422171,5.2463547967737885,True,74,9.890722602052177,10.417172146396533
74,2020-04-05,10,59.52724828422171,5.2463547967737885,True,75,9.991527192884487,10.417172146396533
