,Report_Date,China_shandong_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
30,2020-02-21,749,464,18.54914897592205,390.4683483592846,True,31,675.288732698137,780.9366821443149
31,2020-02-22,750,444,18.54914897592205,390.4683483592846,True,32,688.1755358564385,780.9366821443149
32,2020-02-23,754,429,18.54914897592205,390.4683483592846,True,33,699.6795710560148,780.9366821443149
33,2020-02-24,755,407,18.54914897592205,390.4683483592846,True,34,709.9041636509594,780.9366821443149
34,2020-02-25,756,395,18.54914897592205,390.4683483592846,True,35,718.9561636789243,780.9366821443149
35,2020-02-26,756,373,18.54914897592205,390.4683483592846,True,36,726.9423625017452,780.9366821443149
36,2020-02-27,756,363,18.54914897592205,390.4683483592846,True,37,733.9667654866391,780.9366821443149
37,2020-02-28,756,345,18.54914897592205,390.4683483592846,True,38,740.1286273780152,780.9366821443149
38,2020-02-29,756,329,18.54914897592205,390.4683483592846,True,39,745.5211359241274,780.9366821443149
39,2020-03-01,758,309,18.54914897592205,390.4683483592846,True,40,750.230624463239,780.9366821443149
40,2020-03-02,758,292,18.54914897592205,390.4683483592846,True,41,754.3362000322686,780.9366821443149
41,2020-03-03,758,241,18.54914897592205,390.4683483592846,True,42,757.9096856303545,780.9366821443149
42,2020-03-04,758,236,18.54914897592205,390.4683483592846,True,43,761.0157901904265,780.9366821443149
43,2020-03-05,758,174,18.54914897592205,390.4683483592846,True,44,763.7124352865703,780.9366821443149
44,2020-03-06,758,134,18.54914897592205,390.4683483592846,True,45,766.0511822084295,780.9366821443149
45,2020-03-07,758,125,18.54914897592205,390.4683483592846,True,46,768.0777159951995,780.9366821443149
46,2020-03-08,758,110,18.54914897592205,390.4683483592846,True,47,769.8323540243498,780.9366821443149
47,2020-03-09,758,52,18.54914897592205,390.4683483592846,True,48,771.3505557688131,780.9366821443149
48,2020-03-10,758,33,18.54914897592205,390.4683483592846,True,49,772.6634175149186,780.9366821443149
49,2020-03-11,760,28,18.54914897592205,390.4683483592846,True,50,773.7981413995783,780.9366821443149
50,2020-03-12,760,20,18.54914897592205,390.4683483592846,True,51,774.7784723352014,780.9366821443149
51,2020-03-13,760,14,18.54914897592205,390.4683483592846,True,52,775.6250994952542,780.9366821443149
52,2020-03-14,760,12,18.54914897592205,390.4683483592846,True,53,776.3560212597828,780.9366821443149
53,2020-03-15,760,12,18.54914897592205,390.4683483592846,True,54,776.9868740646845,780.9366821443149
54,2020-03-16,760,7,18.54914897592205,390.4683483592846,True,55,777.5312266242562,780.9366821443149
55,2020-03-17,761,8,18.54914897592205,390.4683483592846,True,56,778.000841635569,780.9366821443149
56,2020-03-18,761,8,18.54914897592205,390.4683483592846,True,57,778.4059074298981,780.9366821443149
57,2020-03-19,761,7,18.54914897592205,390.4683483592846,True,58,778.7552421918084,780.9366821443149
58,2020-03-20,762,7,18.54914897592205,390.4683483592846,True,59,779.0564733822553,780.9366821443149
59,2020-03-21,764,8,18.54914897592205,390.4683483592846,True,60,779.3161949245263,780.9366821443149
60,2020-03-22,767,10,18.54914897592205,390.4683483592846,True,61,779.5401045751572,780.9366821443149
61,2020-03-23,768,10,18.54914897592205,390.4683483592846,True,62,779.7331237308166,780.9366821443149
62,2020-03-24,768,9,18.54914897592205,390.4683483592846,True,63,779.8995017341629,780.9366821443149
63,2020-03-25,769,10,18.54914897592205,390.4683483592846,True,64,780.0429065489692,780.9366821443149
64,2020-03-26,771,12,18.54914897592205,390.4683483592846,True,65,780.1665034855853,780.9366821443149
65,2020-03-27,772,13,18.54914897592205,390.4683483592846,True,66,780.2730234772794,780.9366821443149
66,2020-03-28,772,13,18.54914897592205,390.4683483592846,True,67,780.3648222393218,780.9366821443149
67,2020-03-29,772,13,18.54914897592205,390.4683483592846,True,68,780.4439314874835,780.9366821443149
68,2020-03-30,773,13,18.54914897592205,390.4683483592846,True,69,780.5121032515127,780.9366821443149
69,2020-03-31,774,14,18.54914897592205,390.4683483592846,True,70,780.5708481920525,780.9366821443149
70,2020-04-01,774,14,18.54914897592205,390.4683483592846,True,71,780.62146871582,780.9366821443149
71,2020-04-02,775,15,18.54914897592205,390.4683483592846,True,72,780.6650875828647,780.9366821443149
72,2020-04-03,778,17,18.54914897592205,390.4683483592846,True,73,780.7026726104039,780.9366821443149
73,2020-04-04,778,16,18.54914897592205,390.4683483592846,True,74,780.7350579990547,780.9366821443149
74,2020-04-05,779,17,18.54914897592205,390.4683483592846,True,75,780.7629627382195,780.9366821443149
75,2020-04-06,780,18,18.54914897592205,390.4683483592846,True,76,780.7870064869228,780.9366821443149
76,2020-04-07,781,19,18.54914897592205,390.4683483592846,True,77,780.8077232735977,780.9366821443149
77,2020-04-08,783,21,18.54914897592205,390.4683483592846,True,78,780.8255733123042,780.9366821443149
78,2020-04-09,783,20,18.54914897592205,390.4683483592846,True,79,780.8409531928172,780.9366821443149
79,2020-04-10,783,20,18.54914897592205,390.4683483592846,True,80,780.8542046672396,780.9366821443149
80,2020-04-11,784,20,18.54914897592205,390.4683483592846,True,81,780.8656222255909,780.9366821443149
81,2020-04-12,784,20,18.54914897592205,390.4683483592846,True,82,780.8754596266626,780.9366821443149
82,2020-04-13,784,19,18.54914897592205,390.4683483592846,True,83,780.8839355277507,780.9366821443149
83,2020-04-14,784,18,18.54914897592205,390.4683483592846,True,84,780.8912383372561,780.9366821443149
84,2020-04-15,784,16,18.54914897592205,390.4683483592846,True,85,780.8975303971754,780.9366821443149
85,2020-04-16,784,16,18.54914897592205,390.4683483592846,True,86,780.902951587828,780.9366821443149
86,2020-04-17,787,19,18.54914897592205,390.4683483592846,True,87,780.9076224344906,780.9366821443149
87,2020-04-18,787,15,18.54914897592205,390.4683483592846,True,88,780.9116467846595,780.9366821443149
88,2020-04-19,787,15,18.54914897592205,390.4683483592846,True,89,780.915114115208,780.9366821443149
89,2020-04-20,787,15,18.54914897592205,390.4683483592846,True,90,780.9181015205442,780.9366821443149
90,2020-04-21,787,15,18.54914897592205,390.4683483592846,True,91,780.9206754258315,780.9366821443149
91,2020-04-22,787,14,18.54914897592205,390.4683483592846,True,92,780.9228930632631,780.9366821443149
92,2020-04-23,787,14,18.54914897592205,390.4683483592846,True,93,780.9248037441364,780.9366821443149
93,2020-04-24,787,13,18.54914897592205,390.4683483592846,True,94,780.9264499549533,780.9366821443149
94,2020-04-25,787,13,18.54914897592205,390.4683483592846,True,95,780.9278683018803,780.9366821443149
95,2020-04-26,787,12,18.54914897592205,390.4683483592846,True,96,780.9290903245349,780.9366821443149
96,2020-04-27,787,12,18.54914897592205,390.4683483592846,True,97,780.930143197172,780.9366821443149
97,2020-04-28,787,9,18.54914897592205,390.4683483592846,True,98,780.9310503328451,780.9366821443149
98,2020-04-29,787,8,18.54914897592205,390.4683483592846,True,99,780.9318319039623,780.9366821443149
99,2020-04-30,787,8,18.54914897592205,390.4683483592846,True,100,780.932505290807,780.9366821443149
100,2020-05-01,787,8,18.54914897592205,390.4683483592846,True,101,780.9330854679854,780.9366821443149
101,2020-05-02,787,8,18.54914897592205,390.4683483592846,True,102,780.9335853373937,780.9366821443149
102,2020-05-03,788,8,18.54914897592205,390.4683483592846,True,103,780.9340160151016,780.9366821443149
103,2020-05-04,788,8,18.54914897592205,390.4683483592846,True,104,780.9343870785327,780.9366821443149
104,2020-05-05,788,6,18.54914897592205,390.4683483592846,True,105,780.9347067794313,780.9366821443149
105,2020-05-06,788,6,18.54914897592205,390.4683483592846,True,106,780.9349822273558,780.9366821443149
106,2020-05-07,788,5,18.54914897592205,390.4683483592846,True,107,780.9352195477749,780.9366821443149
107,2020-05-08,788,5,18.54914897592205,390.4683483592846,True,108,780.9354240182795,780.9366821443149
108,2020-05-09,788,5,18.54914897592205,390.4683483592846,True,109,780.9356001859442,780.9366821443149
109,2020-05-10,788,4,18.54914897592205,390.4683483592846,True,110,780.9357519684424,780.9366821443149
110,2020-05-11,788,4,18.54914897592205,390.4683483592846,True,111,780.9358827411664,780.9366821443149
111,2020-05-12,788,4,18.54914897592205,390.4683483592846,True,112,780.9359954122895,780.9366821443149
112,2020-05-13,788,4,18.54914897592205,390.4683483592846,True,113,780.9360924874362,780.9366821443149
113,2020-05-14,788,3,18.54914897592205,390.4683483592846,True,114,780.9361761254042,780.9366821443149
114,2020-05-15,788,1,18.54914897592205,390.4683483592846,True,115,780.9362481861706,780.9366821443149
115,2020-05-16,788,1,18.54914897592205,390.4683483592846,True,116,780.9363102722546,780.9366821443149
116,2020-05-17,788,1,18.54914897592205,390.4683483592846,True,117,780.9363637643547,780.9366821443149
117,2020-05-18,788,1,18.54914897592205,390.4683483592846,True,118,780.9364098520533,780.9366821443149
118,2020-05-19,788,1,18.54914897592205,390.4683483592846,True,119,780.9364495602701,780.9366821443149
119,2020-05-20,788,1,18.54914897592205,390.4683483592846,True,120,780.936483772056,780.9366821443149
120,2020-05-21,788,1,18.54914897592205,390.4683483592846,True,121,780.936513248229,780.9366821443149
121,2020-05-22,788,1,18.54914897592205,390.4683483592846,True,122,780.9365386442946,780.9366821443149
122,2020-05-23,788,1,18.54914897592205,390.4683483592846,True,123,780.9365605250234,780.9366821443149
123,2020-05-24,788,1,18.54914897592205,390.4683483592846,True,124,780.9365793770103,780.9366821443149
124,2020-05-25,788,1,18.54914897592205,390.4683483592846,True,125,780.9365956194948,780.9366821443149
125,2020-05-26,788,1,18.54914897592205,390.4683483592846,True,126,780.9366096136857,780.9366821443149
126,2020-05-27,788,1,18.54914897592205,390.4683483592846,True,127,780.9366216707931,780.9366821443149
127,2020-05-28,788,1,18.54914897592205,390.4683483592846,True,128,780.9366320589489,780.9366821443149
