,Report_Date,China_shandong_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,2,2,18.54914897592205,390.4683483592846,True,1,53.26287739525149,780.9366821443149
1,2020-01-23,6,6,18.54914897592205,390.4683483592846,True,2,61.1499885836224,780.9366821443149
2,2020-01-24,15,15,18.54914897592205,390.4683483592846,True,3,70.09251658567544,780.9366821443149
3,2020-01-25,27,27,18.54914897592205,390.4683483592846,True,4,80.19708658091017,780.9366821443149
4,2020-01-26,46,46,18.54914897592205,390.4683483592846,True,5,91.570687190435,780.9366821443149
5,2020-01-27,75,75,18.54914897592205,390.4683483592846,True,6,104.31717438309538,780.9366821443149
6,2020-01-28,95,95,18.54914897592205,390.4683483592846,True,7,118.53287154123782,780.9366821443149
7,2020-01-29,130,129,18.54914897592205,390.4683483592846,True,8,134.3012781688275,780.9366821443149
8,2020-01-30,158,157,18.54914897592205,390.4683483592846,True,9,151.68699807215785,780.9366821443149
9,2020-01-31,184,182,18.54914897592205,390.4683483592846,True,10,170.72912540609357,780.9366821443149
10,2020-02-01,206,203,18.54914897592205,390.4683483592846,True,11,191.43447548434688,780.9366821443149
11,2020-02-02,230,224,18.54914897592205,390.4683483592846,True,12,213.7711992046762,780.9366821443149
12,2020-02-03,259,252,18.54914897592205,390.4683483592846,True,13,237.6634480996253,780.9366821443149
13,2020-02-04,275,264,18.54914897592205,390.4683483592846,True,14,262.9878268334083,780.9366821443149
14,2020-02-05,307,292,18.54914897592205,390.4683483592846,True,15,289.5723458599395,780.9366821443149
15,2020-02-06,347,320,18.54914897592205,390.4683483592846,True,16,317.1984423091016,780.9366821443149
16,2020-02-07,386,349,18.54914897592205,390.4683483592846,True,17,345.6063657761973,780.9366821443149
17,2020-02-08,416,372,18.54914897592205,390.4683483592846,True,18,374.50385083143067,780.9366821443149
18,2020-02-09,444,380,18.54914897592205,390.4683483592846,True,19,403.57757441948746,780.9366821443149
19,2020-02-10,466,399,18.54914897592205,390.4683483592846,True,20,432.5065014779608,780.9366821443149
20,2020-02-11,487,406,18.54914897592205,390.4683483592846,True,21,460.97593818150256,780.9366821443149
21,2020-02-12,497,403,18.54914897592205,390.4683483592846,True,22,488.69100271391426,780.9366821443149
22,2020-02-13,509,402,18.54914897592205,390.4683483592846,True,23,515.3883137271891,780.9366821443149
23,2020-02-14,523,385,18.54914897592205,390.4683483592846,True,24,540.8449657426356,780.9366821443149
24,2020-02-15,532,374,18.54914897592205,390.4683483592846,True,25,564.8842482054251,780.9366821443149
25,2020-02-16,537,362,18.54914897592205,390.4683483592846,True,26,587.3779893997759,780.9366821443149
26,2020-02-17,541,348,18.54914897592205,390.4683483592846,True,27,608.2457889824434,780.9366821443149
27,2020-02-18,543,329,18.54914897592205,390.4683483592846,True,28,627.4516860115843,780.9366821443149
28,2020-02-19,544,310,18.54914897592205,390.4683483592846,True,29,644.998966604134,780.9366821443149
29,2020-02-20,546,288,18.54914897592205,390.4683483592846,True,30,660.9238503728308,780.9366821443149
