,Report_Date,Malaysia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,67.97871112381537,2468.117929263575,True,1,0.1280522183913512,4808.660031359349
1,2020-01-23,0,67.97871112381537,2468.117929263575,True,2,0.14991830483900218,4808.660031359349
2,2020-01-24,0,67.97871112381537,2468.117929263575,True,3,0.17551809259499593,4808.660031359349
3,2020-01-25,3,67.97871112381537,2468.117929263575,True,4,0.20548907339306519,4808.660031359349
4,2020-01-26,4,67.97871112381537,2468.117929263575,True,5,0.24057756599083338,4808.660031359349
5,2020-01-27,4,67.97871112381537,2468.117929263575,True,6,0.2816572874077626,4808.660031359349
6,2020-01-28,4,67.97871112381537,2468.117929263575,True,7,0.32975109082248716,4808.660031359349
7,2020-01-29,7,67.97871112381537,2468.117929263575,True,8,0.38605640916064965,4808.660031359349
8,2020-01-30,8,67.97871112381537,2468.117929263575,True,9,0.45197503481398826,4808.660031359349
9,2020-01-31,8,67.97871112381537,2468.117929263575,True,10,0.5291479727144498,4808.660031359349
10,2020-02-01,8,67.97871112381537,2468.117929263575,True,11,0.619496228681376,4808.660031359349
11,2020-02-02,8,67.97871112381537,2468.117929263575,True,12,0.725268540504285,4808.660031359349
12,2020-02-03,8,67.97871112381537,2468.117929263575,True,13,0.8490972290150346,4808.660031359349
13,2020-02-04,10,67.97871112381537,2468.117929263575,True,14,0.9940635443573507,4808.660031359349
14,2020-02-05,12,67.97871112381537,2468.117929263575,True,15,1.163774113280895,4808.660031359349
15,2020-02-06,12,67.97871112381537,2468.117929263575,True,16,1.362450361728882,4808.660031359349
16,2020-02-07,12,67.97871112381537,2468.117929263575,True,17,1.5950330991363049,4808.660031359349
17,2020-02-08,16,67.97871112381537,2468.117929263575,True,18,1.8673048133867043,4808.660031359349
18,2020-02-09,16,67.97871112381537,2468.117929263575,True,19,2.186032645816849,4808.660031359349
19,2020-02-10,18,67.97871112381537,2468.117929263575,True,20,2.559135502429138,4808.660031359349
20,2020-02-11,18,67.97871112381537,2468.117929263575,True,21,2.99587931988841,4808.660031359349
21,2020-02-12,18,67.97871112381537,2468.117929263575,True,22,3.5071051531177444,4808.660031359349
22,2020-02-13,19,67.97871112381537,2468.117929263575,True,23,4.105495496278476,4808.660031359349
23,2020-02-14,19,67.97871112381537,2468.117929263575,True,24,4.8058851020380065,4808.660031359349
24,2020-02-15,22,67.97871112381537,2468.117929263575,True,25,5.6256235368106875,4808.660031359349
25,2020-02-16,22,67.97871112381537,2468.117929263575,True,26,6.58499781307641,4808.660031359349
26,2020-02-17,22,67.97871112381537,2468.117929263575,True,27,7.707724683391608,4808.660031359349
27,2020-02-18,22,67.97871112381537,2468.117929263575,True,28,9.021523570786982,4808.660031359349
28,2020-02-19,22,67.97871112381537,2468.117929263575,True,29,10.558782648297257,4808.660031359349
29,2020-02-20,22,67.97871112381537,2468.117929263575,True,30,12.357332259724917,4808.660031359349
30,2020-02-21,22,67.97871112381537,2468.117929263575,True,31,14.461341675477428,4808.660031359349
31,2020-02-22,22,67.97871112381537,2468.117929263575,True,32,16.922357064462172,4808.660031359349
32,2020-02-23,22,67.97871112381537,2468.117929263575,True,33,19.800500472645282,4808.660031359349
33,2020-02-24,22,67.97871112381537,2468.117929263575,True,34,23.165851431443432,4808.660031359349
34,2020-02-25,22,67.97871112381537,2468.117929263575,True,35,27.10003442430437,4808.660031359349
35,2020-02-26,22,67.97871112381537,2468.117929263575,True,36,31.698036597974312,4808.660031359349
36,2020-02-27,23,67.97871112381537,2468.117929263575,True,37,37.07028050308536,4808.660031359349
37,2020-02-28,23,67.97871112381537,2468.117929263575,True,38,43.34497585032853,4808.660031359349
38,2020-02-29,25,67.97871112381537,2468.117929263575,True,39,50.67077167637552,4808.660031359349
39,2020-03-01,29,67.97871112381537,2468.117929263575,True,40,59.21972512565132,4808.660031359349
40,2020-03-02,29,67.97871112381537,2468.117929263575,True,41,69.19059421277973,4808.660031359349
41,2020-03-03,36,67.97871112381537,2468.117929263575,True,42,80.81244807130808,4808.660031359349
42,2020-03-04,50,67.97871112381537,2468.117929263575,True,43,94.34856759754268,4808.660031359349
43,2020-03-05,50,67.97871112381537,2468.117929263575,True,44,110.10057996023862,4808.660031359349
44,2020-03-06,83,67.97871112381537,2468.117929263575,True,45,128.41272969089147,4808.660031359349
45,2020-03-07,93,67.97871112381537,2468.117929263575,True,46,149.67613423289745,4808.660031359349
46,2020-03-08,99,67.97871112381537,2468.117929263575,True,47,174.33280007651086,4808.660031359349
47,2020-03-09,117,67.97871112381537,2468.117929263575,True,48,202.87908444760606,4808.660031359349
48,2020-03-10,129,67.97871112381537,2468.117929263575,True,49,235.86817550526956,4808.660031359349
49,2020-03-11,149,67.97871112381537,2468.117929263575,True,50,273.9110318366436,4808.660031359349
50,2020-03-12,149,67.97871112381537,2468.117929263575,True,51,317.6750741566813,4808.660031359349
51,2020-03-13,197,67.97871112381537,2468.117929263575,True,52,367.87976882858953,4808.660031359349
52,2020-03-14,238,67.97871112381537,2468.117929263575,True,53,425.2881028458656,4808.660031359349
53,2020-03-15,428,67.97871112381537,2468.117929263575,True,54,490.6928530576657,4808.660031359349
54,2020-03-16,566,67.97871112381537,2468.117929263575,True,55,564.8965415055005,4808.660031359349
55,2020-03-17,673,67.97871112381537,2468.117929263575,True,56,648.6840995745549,4808.660031359349
56,2020-03-18,790,67.97871112381537,2468.117929263575,True,57,742.7876010067827,4808.660031359349
57,2020-03-19,900,67.97871112381537,2468.117929263575,True,58,847.8430310944672,4808.660031359349
58,2020-03-20,1030,67.97871112381537,2468.117929263575,True,59,964.3399801174091,4808.660031359349
59,2020-03-21,1183,67.97871112381537,2468.117929263575,True,60,1092.5663800288373,4808.660031359349
60,2020-03-22,1306,67.97871112381537,2468.117929263575,True,61,1232.5518626932082,4808.660031359349
61,2020-03-23,1518,67.97871112381537,2468.117929263575,True,62,1384.0148180003919,4808.660031359349
62,2020-03-24,1624,67.97871112381537,2468.117929263575,True,63,1546.319470137123,4808.660031359349
63,2020-03-25,1796,67.97871112381537,2468.117929263575,True,64,1718.449886771596,4808.660031359349
64,2020-03-26,2031,67.97871112381537,2468.117929263575,True,65,1899.0074036691938,4808.660031359349
65,2020-03-27,2161,67.97871112381537,2468.117929263575,True,66,2086.2362252077482,4808.660031359349
66,2020-03-28,2320,67.97871112381537,2468.117929263575,True,67,2278.0789512554716,4808.660031359349
67,2020-03-29,2470,67.97871112381537,2468.117929263575,True,68,2472.259842133071,4808.660031359349
68,2020-03-30,2626,67.97871112381537,2468.117929263575,True,69,2666.389470641213,4808.660031359349
69,2020-03-31,2766,67.97871112381537,2468.117929263575,True,70,2858.0809240073518,4808.660031359349
70,2020-04-01,2908,67.97871112381537,2468.117929263575,True,71,3045.065747390192,4808.660031359349
71,2020-04-02,3116,67.97871112381537,2468.117929263575,True,72,3225.2978653287396,4808.660031359349
72,2020-04-03,3333,67.97871112381537,2468.117929263575,True,73,3397.035766666777,4808.660031359349
73,2020-04-04,3483,67.97871112381537,2468.117929263575,True,74,3558.8967719590773,4808.660031359349
74,2020-04-05,3662,67.97871112381537,2468.117929263575,True,75,3709.881373327333,4808.660031359349
75,2020-04-06,3793,67.97871112381537,2468.117929263575,True,76,3849.3695481714085,4808.660031359349
76,2020-04-07,3963,67.97871112381537,2468.117929263575,True,77,3977.0939079524783,4808.660031359349
77,2020-04-08,4119,67.97871112381537,2468.117929263575,True,78,4093.096208135666,4808.660031359349
78,2020-04-09,4228,67.97871112381537,2468.117929263575,True,79,4197.674127119091,4808.660031359349
79,2020-04-10,4346,67.97871112381537,2468.117929263575,True,80,4291.324589878008,4808.660031359349
80,2020-04-11,4530,67.97871112381537,2468.117929263575,True,81,4374.68865358842,4808.660031359349
