,Report_Date,China_jiangxi_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,2,14.094304662340242,468.2322104363344,True,1,19.21743816761584,936.4644206989705
1,2020-01-23,7,14.094304662340242,468.2322104363344,True,2,25.636184875515198,936.4644206989705
2,2020-01-24,18,14.094304662340242,468.2322104363344,True,3,34.11908653458436,936.4644206989705
3,2020-01-25,18,14.094304662340242,468.2322104363344,True,4,45.26943373517474,936.4644206989705
4,2020-01-26,36,14.094304662340242,468.2322104363344,True,5,59.82220499809649,936.4644206989705
5,2020-01-27,72,14.094304662340242,468.2322104363344,True,6,78.64043882914753,936.4644206989705
6,2020-01-28,109,14.094304662340242,468.2322104363344,True,7,102.68491955569601,936.4644206989705
7,2020-01-29,109,14.094304662340242,468.2322104363344,True,8,132.94172520227062,936.4644206989705
8,2020-01-30,162,14.094304662340242,468.2322104363344,True,9,170.29300739002656,936.4644206989705
9,2020-01-31,240,14.094304662340242,468.2322104363344,True,10,215.32628320435524,936.4644206989705
10,2020-02-01,286,14.094304662340242,468.2322104363344,True,11,268.10123269956154,936.4644206989705
11,2020-02-02,333,14.094304662340242,468.2322104363344,True,12,327.929017254441,936.4644206989705
12,2020-02-03,391,14.094304662340242,468.2322104363344,True,13,393.25224068767164,936.4644206989705
13,2020-02-04,476,14.094304662340242,468.2322104363344,True,14,461.71493262198845,936.4644206989705
14,2020-02-05,548,14.094304662340242,468.2322104363344,True,15,530.4574823539085,936.4644206989705
15,2020-02-06,600,14.094304662340242,468.2322104363344,True,16,596.5737188380134,936.4644206989705
16,2020-02-07,661,14.094304662340242,468.2322104363344,True,17,657.5836975900716,936.4644206989705
17,2020-02-08,698,14.094304662340242,468.2322104363344,True,18,711.7671924532536,936.4644206989705
18,2020-02-09,740,14.094304662340242,468.2322104363344,True,19,758.2760425434859,936.4644206989705
19,2020-02-10,771,14.094304662340242,468.2322104363344,True,20,797.0439346537642,936.4644206989705
20,2020-02-11,804,14.094304662340242,468.2322104363344,True,21,828.5772889023143,936.4644206989705
21,2020-02-12,844,14.094304662340242,468.2322104363344,True,22,853.7190187921393,936.4644206989705
22,2020-02-13,872,14.094304662340242,468.2322104363344,True,23,873.4473873334923,936.4644206989705
23,2020-02-14,900,14.094304662340242,468.2322104363344,True,24,888.7350401152387,936.4644206989705
24,2020-02-15,913,14.094304662340242,468.2322104363344,True,25,900.4668243829262,936.4644206989705
25,2020-02-16,925,14.094304662340242,468.2322104363344,True,26,909.4027660867728,936.4644206989705
26,2020-02-17,930,14.094304662340242,468.2322104363344,True,27,916.1704674972655,936.4644206989705
27,2020-02-18,933,14.094304662340242,468.2322104363344,True,28,921.2739425658164,936.4644206989705
28,2020-02-19,934,14.094304662340242,468.2322104363344,True,29,925.1099137437091,936.4644206989705
29,2020-02-20,934,14.094304662340242,468.2322104363344,True,30,927.9861219445779,936.4644206989705
30,2020-02-21,934,14.094304662340242,468.2322104363344,True,31,930.1387401526682,936.4644206989705
31,2020-02-22,934,14.094304662340242,468.2322104363344,True,32,931.7475921661982,936.4644206989705
32,2020-02-23,934,14.094304662340242,468.2322104363344,True,33,932.9488008615474,936.4644206989705
33,2020-02-24,934,14.094304662340242,468.2322104363344,True,34,933.8449643804449,936.4644206989705
34,2020-02-25,934,14.094304662340242,468.2322104363344,True,35,934.5131654479105,936.4644206989705
35,2020-02-26,934,14.094304662340242,468.2322104363344,True,36,935.0111793640206,936.4644206989705
36,2020-02-27,934,14.094304662340242,468.2322104363344,True,37,935.3822336585207,936.4644206989705
37,2020-02-28,935,14.094304662340242,468.2322104363344,True,38,935.6586287824746,936.4644206989705
38,2020-02-29,935,14.094304662340242,468.2322104363344,True,39,935.8644767172884,936.4644206989705
39,2020-03-01,935,14.094304662340242,468.2322104363344,True,40,936.0177637683124,936.4644206989705
40,2020-03-02,935,14.094304662340242,468.2322104363344,True,41,936.1318995564601,936.4644206989705
41,2020-03-03,935,14.094304662340242,468.2322104363344,True,42,936.2168775570392,936.4644206989705
42,2020-03-04,935,14.094304662340242,468.2322104363344,True,43,936.2801431478442,936.4644206989705
43,2020-03-05,935,14.094304662340242,468.2322104363344,True,44,936.3272420790895,936.4644206989705
44,2020-03-06,935,14.094304662340242,468.2322104363344,True,45,936.362304463952,936.4644206989705
45,2020-03-07,935,14.094304662340242,468.2322104363344,True,46,936.3884057623776,936.4644206989705
46,2020-03-08,935,14.094304662340242,468.2322104363344,True,47,936.4078358840748,936.4644206989705
47,2020-03-09,935,14.094304662340242,468.2322104363344,True,48,936.4222997214965,936.4644206989705
48,2020-03-10,935,14.094304662340242,468.2322104363344,True,49,936.4330665432733,936.4644206989705
49,2020-03-11,935,14.094304662340242,468.2322104363344,True,50,936.4410812664343,936.4644206989705
50,2020-03-12,935,14.094304662340242,468.2322104363344,True,51,936.4470473220962,936.4644206989705
51,2020-03-13,935,14.094304662340242,468.2322104363344,True,52,936.4514883593733,936.4644206989705
52,2020-03-14,935,14.094304662340242,468.2322104363344,True,53,936.4547941877439,936.4644206989705
53,2020-03-15,935,14.094304662340242,468.2322104363344,True,54,936.4572549817939,936.4644206989705
54,2020-03-16,935,14.094304662340242,468.2322104363344,True,55,936.4590867459221,936.4644206989705
55,2020-03-17,935,14.094304662340242,468.2322104363344,True,56,936.4604502716062,936.4644206989705
56,2020-03-18,935,14.094304662340242,468.2322104363344,True,57,936.4614652498125,936.4644206989705
57,2020-03-19,935,14.094304662340242,468.2322104363344,True,58,936.4622207765347,936.4644206989705
58,2020-03-20,935,14.094304662340242,468.2322104363344,True,59,936.4627831731933,936.4644206989705
59,2020-03-21,935,14.094304662340242,468.2322104363344,True,60,936.4632018081387,936.4644206989705
60,2020-03-22,936,14.094304662340242,468.2322104363344,True,61,936.4635134301368,936.4644206989705
61,2020-03-23,936,14.094304662340242,468.2322104363344,True,62,936.4637453941697,936.4644206989705
62,2020-03-24,936,14.094304662340242,468.2322104363344,True,63,936.4639180626751,936.4644206989705
63,2020-03-25,936,14.094304662340242,468.2322104363344,True,64,936.464046592987,936.4644206989705
64,2020-03-26,936,14.094304662340242,468.2322104363344,True,65,936.4641422678735,936.4644206989705
65,2020-03-27,936,14.094304662340242,468.2322104363344,True,66,936.4642134859639,936.4644206989705
66,2020-03-28,936,14.094304662340242,468.2322104363344,True,67,936.4642664989995,936.4644206989705
67,2020-03-29,937,14.094304662340242,468.2322104363344,True,68,936.4643059606284,936.4644206989705
68,2020-03-30,937,14.094304662340242,468.2322104363344,True,69,936.464335334915,936.4644206989705
69,2020-03-31,937,14.094304662340242,468.2322104363344,True,70,936.4643572004268,936.4644206989705
70,2020-04-01,937,14.094304662340242,468.2322104363344,True,71,936.4643734765868,936.4644206989705
71,2020-04-02,937,14.094304662340242,468.2322104363344,True,72,936.4643855921682,936.4644206989705
