,Report_Date,"Lao People""s Democratic Republic_cases",fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,71.60219181383589,9.74270534534578,True,1,0.0002288414694827427,19.48440546873202
1,2020-01-23,0,71.60219181383589,9.74270534534578,True,2,0.0002687596722262776,19.48440546873202
2,2020-01-24,0,71.60219181383589,9.74270534534578,True,3,0.0003156409359103453,19.48440546873202
3,2020-01-25,0,71.60219181383589,9.74270534534578,True,4,0.0003706998069445947,19.48440546873202
4,2020-01-26,0,71.60219181383589,9.74270534534578,True,5,0.00043536266529868746,19.48440546873202
5,2020-01-27,0,71.60219181383589,9.74270534534578,True,6,0.000511304665026941,19.48440546873202
6,2020-01-28,0,71.60219181383589,9.74270534534578,True,7,0.0006004931143194169,19.48440546873202
7,2020-01-29,0,71.60219181383589,9.74270534534578,True,8,0.00070523841674157,19.48440546873202
8,2020-01-30,0,71.60219181383589,9.74270534534578,True,9,0.000828253890364112,19.48440546873202
9,2020-01-31,0,71.60219181383589,9.74270534534578,True,10,0.0009727260103110629,19.48440546873202
10,2020-02-01,0,71.60219181383589,9.74270534534578,True,11,0.001142396888671503,19.48440546873202
11,2020-02-02,0,71.60219181383589,9.74270534534578,True,12,0.0013416611205123794,19.48440546873202
12,2020-02-03,0,71.60219181383589,9.74270534534578,True,13,0.0015756794938156186,19.48440546873202
13,2020-02-04,0,71.60219181383589,9.74270534534578,True,14,0.001850512493779681,19.48440546873202
14,2020-02-05,0,71.60219181383589,9.74270534534578,True,15,0.0021732770388332495,19.48440546873202
15,2020-02-06,0,71.60219181383589,9.74270534534578,True,16,0.0025523304794215188,19.48440546873202
16,2020-02-07,0,71.60219181383589,9.74270534534578,True,17,0.0029974865856729183,19.48440546873202
17,2020-02-08,0,71.60219181383589,9.74270534534578,True,18,0.0035202690632684325,19.48440546873202
18,2020-02-09,0,71.60219181383589,9.74270534534578,True,19,0.004134209087666454,19.48440546873202
19,2020-02-10,0,71.60219181383589,9.74270534534578,True,20,0.004855194457686659,19.48440546873202
20,2020-02-11,0,71.60219181383589,9.74270534534578,True,21,0.005701879266033617,19.48440546873202
21,2020-02-12,0,71.60219181383589,9.74270534534578,True,22,0.006696164496004586,19.48440546873202
22,2020-02-13,0,71.60219181383589,9.74270534534578,True,23,0.0078637617137145,19.48440546873202
23,2020-02-14,0,71.60219181383589,9.74270534534578,True,24,0.009234854071266941,19.48440546873202
24,2020-02-15,0,71.60219181383589,9.74270534534578,True,25,0.010844871210383305,19.48440546873202
25,2020-02-16,0,71.60219181383589,9.74270534534578,True,26,0.012735397404415478,19.48440546873202
26,2020-02-17,0,71.60219181383589,9.74270534534578,True,27,0.014955235449773856,19.48440546873202
27,2020-02-18,0,71.60219181383589,9.74270534534578,True,28,0.0175616524691903,19.48440546873202
28,2020-02-19,0,71.60219181383589,9.74270534534578,True,29,0.020621837974227303,19.48440546873202
29,2020-02-20,0,71.60219181383589,9.74270534534578,True,30,0.024214609307617853,19.48440546873202
30,2020-02-21,0,71.60219181383589,9.74270534534578,True,31,0.02843240499729382,19.48440546873202
31,2020-02-22,0,71.60219181383589,9.74270534534578,True,32,0.03338361264266302,19.48440546873202
32,2020-02-23,0,71.60219181383589,9.74270534534578,True,33,0.039195284739822825,19.48440546873202
33,2020-02-24,0,71.60219181383589,9.74270534534578,True,34,0.046016303323974765,19.48440546873202
34,2020-02-25,0,71.60219181383589,9.74270534534578,True,35,0.054021062402444545,19.48440546873202
35,2020-02-26,0,71.60219181383589,9.74270534534578,True,36,0.06341374573350285,19.48440546873202
36,2020-02-27,0,71.60219181383589,9.74270534534578,True,37,0.07443328632801424,19.48440546873202
37,2020-02-28,0,71.60219181383589,9.74270534534578,True,38,0.08735910270924561,19.48440546873202
38,2020-02-29,0,71.60219181383589,9.74270534534578,True,39,0.10251771483685912,19.48440546873202
39,2020-03-01,0,71.60219181383589,9.74270534534578,True,40,0.12029034875536908,19.48440546873202
40,2020-03-02,0,71.60219181383589,9.74270534534578,True,41,0.14112164212177122,19.48440546873202
41,2020-03-03,0,71.60219181383589,9.74270534534578,True,42,0.16552956090336846,19.48440546873202
42,2020-03-04,0,71.60219181383589,9.74270534534578,True,43,0.19411662808685143,19.48440546873202
43,2020-03-05,0,71.60219181383589,9.74270534534578,True,44,0.22758254463428204,19.48440546873202
44,2020-03-06,0,71.60219181383589,9.74270534534578,True,45,0.2667382464073778,19.48440546873202
45,2020-03-07,0,71.60219181383589,9.74270534534578,True,46,0.31252138215986,19.48440546873202
46,2020-03-08,0,71.60219181383589,9.74270534534578,True,47,0.36601310907846185,19.48440546873202
47,2020-03-09,0,71.60219181383589,9.74270534534578,True,48,0.42845597398382274,19.48440546873202
48,2020-03-10,0,71.60219181383589,9.74270534534578,True,49,0.5012724685771751,19.48440546873202
49,2020-03-11,0,71.60219181383589,9.74270534534578,True,50,0.5860836029368331,19.48440546873202
50,2020-03-12,0,71.60219181383589,9.74270534534578,True,51,0.6847265191945884,19.48440546873202
51,2020-03-13,0,71.60219181383589,9.74270534534578,True,52,0.7992697547057063,19.48440546873202
52,2020-03-14,0,71.60219181383589,9.74270534534578,True,53,0.9320242535452797,19.48440546873202
53,2020-03-15,0,71.60219181383589,9.74270534534578,True,54,1.0855476193317384,19.48440546873202
54,2020-03-16,0,71.60219181383589,9.74270534534578,True,55,1.262638421518129,19.48440546873202
55,2020-03-17,0,71.60219181383589,9.74270534534578,True,56,1.4663166600112327,19.48440546873202
56,2020-03-18,0,71.60219181383589,9.74270534534578,True,57,1.6997858488899027,19.48440546873202
57,2020-03-19,0,71.60219181383589,9.74270534534578,True,58,1.9663717428766856,19.48440546873202
58,2020-03-20,0,71.60219181383589,9.74270534534578,True,59,2.2694327076420797,19.48440546873202
59,2020-03-21,0,71.60219181383589,9.74270534534578,True,60,2.612237397477277,19.48440546873202
60,2020-03-22,0,71.60219181383589,9.74270534534578,True,61,2.9978070632415244,19.48440546873202
61,2020-03-23,0,71.60219181383589,9.74270534534578,True,62,3.4287227688920168,19.48440546873202
62,2020-03-24,2,71.60219181383589,9.74270534534578,True,63,3.906902236240028,19.48440546873202
63,2020-03-25,3,71.60219181383589,9.74270534534578,True,64,4.433356907390972,19.48440546873202
64,2020-03-26,6,71.60219181383589,9.74270534534578,True,65,5.007946649744862,19.48440546873202
65,2020-03-27,6,71.60219181383589,9.74270534534578,True,66,5.629156335811441,19.48440546873202
66,2020-03-28,8,71.60219181383589,9.74270534534578,True,67,6.293923775351043,19.48440546873202
67,2020-03-29,8,71.60219181383589,9.74270534534578,True,68,6.997550283468886,19.48440546873202
68,2020-03-30,8,71.60219181383589,9.74270534534578,True,69,7.733721770799634,19.48440546873202
69,2020-03-31,9,71.60219181383589,9.74270534534578,True,70,8.494658648379781,19.48440546873202
70,2020-04-01,10,71.60219181383589,9.74270534534578,True,71,9.271397492784669,19.48440546873202
71,2020-04-02,10,71.60219181383589,9.74270534534578,True,72,10.054188546423525,19.48440546873202
72,2020-04-03,10,71.60219181383589,9.74270534534578,True,73,10.83297449800223,19.48440546873202
73,2020-04-04,10,71.60219181383589,9.74270534534578,True,74,11.597901958234823,19.48440546873202
74,2020-04-05,11,71.60219181383589,9.74270534534578,True,75,12.339811201157064,19.48440546873202
75,2020-04-06,12,71.60219181383589,9.74270534534578,True,76,13.050653639106086,19.48440546873202
76,2020-04-07,14,71.60219181383589,9.74270534534578,True,77,13.723799097204278,19.48440546873202
77,2020-04-08,15,71.60219181383589,9.74270534534578,True,78,14.35421299327813,19.48440546873202
78,2020-04-09,16,71.60219181383589,9.74270534534578,True,79,14.938502693913877,19.48440546873202
79,2020-04-10,16,71.60219181383589,9.74270534534578,True,80,15.47484862426145,19.48440546873202
80,2020-04-11,18,71.60219181383589,9.74270534534578,True,81,15.962846571000211,19.48440546873202
81,2020-04-12,19,71.60219181383589,9.74270534534578,True,82,16.403292239148147,19.48440546873202
82,2020-04-13,19,71.60219181383589,9.74270534534578,True,83,16.797938252052564,19.48440546873202
83,2020-04-14,19,71.60219181383589,9.74270534534578,True,84,17.149249084265314,19.48440546873202
84,2020-04-15,19,71.60219181383589,9.74270534534578,True,85,17.460172788467002,19.48440546873202
85,2020-04-16,19,71.60219181383589,9.74270534534578,True,86,17.7339414485509,19.48440546873202
86,2020-04-17,19,71.60219181383589,9.74270534534578,True,87,17.97390617022362,19.48440546873202
