,Report_Date,Sweden_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,80.31404653880688,9676.711790114532,True,1,2.0659156956175293,17540.873509311834
1,2020-01-23,0,80.31404653880688,9676.711790114532,True,2,2.3183621270401154,17540.873509311834
2,2020-01-24,0,80.31404653880688,9676.711790114532,True,3,2.601652330517698,17540.873509311834
3,2020-01-25,0,80.31404653880688,9676.711790114532,True,4,2.9195537064310257,17540.873509311834
4,2020-01-26,0,80.31404653880688,9676.711790114532,True,5,3.2762935439271974,17540.873509311834
5,2020-01-27,0,80.31404653880688,9676.711790114532,True,6,3.676615087497222,17540.873509311834
6,2020-01-28,0,80.31404653880688,9676.711790114532,True,7,4.125840420062866,17540.873509311834
7,2020-01-29,0,80.31404653880688,9676.711790114532,True,8,4.629940986449044,17540.873509311834
8,2020-01-30,0,80.31404653880688,9676.711790114532,True,9,5.195616679430432,17540.873509311834
9,2020-01-31,1,80.31404653880688,9676.711790114532,True,10,5.830384520254898,17540.873509311834
10,2020-02-01,1,80.31404653880688,9676.711790114532,True,11,6.542678087896503,17540.873509311834
11,2020-02-02,1,80.31404653880688,9676.711790114532,True,12,7.341958987623021,17540.873509311834
12,2020-02-03,1,80.31404653880688,9676.711790114532,True,13,8.238841801235644,17540.873509311834
13,2020-02-04,1,80.31404653880688,9676.711790114532,True,14,9.24523413012484,17540.873509311834
14,2020-02-05,1,80.31404653880688,9676.711790114532,True,15,10.374493529771035,17540.873509311834
15,2020-02-06,1,80.31404653880688,9676.711790114532,True,16,11.641603342291573,17540.873509311834
16,2020-02-07,1,80.31404653880688,9676.711790114532,True,17,13.0633696639785,17540.873509311834
17,2020-02-08,1,80.31404653880688,9676.711790114532,True,18,14.658641939438946,17540.873509311834
18,2020-02-09,1,80.31404653880688,9676.711790114532,True,19,16.448559954935497,17540.873509311834
19,2020-02-10,1,80.31404653880688,9676.711790114532,True,20,18.456830312818266,17540.873509311834
20,2020-02-11,1,80.31404653880688,9676.711790114532,True,21,20.710035808466642,17540.873509311834
21,2020-02-12,1,80.31404653880688,9676.711790114532,True,22,23.237981502688935,17540.873509311834
22,2020-02-13,1,80.31404653880688,9676.711790114532,True,23,26.074081687567425,17540.873509311834
23,2020-02-14,1,80.31404653880688,9676.711790114532,True,24,29.255792383373297,17540.873509311834
24,2020-02-15,1,80.31404653880688,9676.711790114532,True,25,32.82509447888436,17540.873509311834
25,2020-02-16,1,80.31404653880688,9676.711790114532,True,26,36.829033136821025,17540.873509311834
26,2020-02-17,1,80.31404653880688,9676.711790114532,True,27,41.32031962857521,17540.873509311834
27,2020-02-18,1,80.31404653880688,9676.711790114532,True,28,46.35800233472793,17540.873509311834
28,2020-02-19,1,80.31404653880688,9676.711790114532,True,29,52.00821424466469,17540.873509311834
29,2020-02-20,1,80.31404653880688,9676.711790114532,True,30,58.3450049017218,17540.873509311834
