,Report_Date,China_heilongjiang_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
49,2020-03-11,482,33,64.41625527888179,588.4647961824877,True,50,468.92365832246554,1048.873383080041
50,2020-03-12,482,28,64.41625527888179,588.4647961824877,True,51,477.00864600825275,1048.873383080041
51,2020-03-13,482,23,64.41625527888179,588.4647961824877,True,52,485.13751385560255,1048.873383080041
52,2020-03-14,482,22,64.41625527888179,588.4647961824877,True,53,493.3072742292096,1048.873383080041
53,2020-03-15,482,16,64.41625527888179,588.4647961824877,True,54,501.5148758073491,1048.873383080041
54,2020-03-16,482,14,64.41625527888179,588.4647961824877,True,55,509.75720790028043,1048.873383080041
55,2020-03-17,482,13,64.41625527888179,588.4647961824877,True,56,518.0311049635811,1048.873383080041
56,2020-03-18,482,10,64.41625527888179,588.4647961824877,True,57,526.3333512932747,1048.873383080041
57,2020-03-19,483,10,64.41625527888179,588.4647961824877,True,58,534.6606858885947,1048.873383080041
58,2020-03-20,484,8,64.41625527888179,588.4647961824877,True,59,543.009807467272,1048.873383080041
59,2020-03-21,484,8,64.41625527888179,588.4647961824877,True,60,551.3773796173668,1048.873383080041
60,2020-03-22,484,5,64.41625527888179,588.4647961824877,True,61,559.7600360688705,1048.873383080041
61,2020-03-23,484,6,64.41625527888179,588.4647961824877,True,62,568.1543860676071,1048.873383080041
62,2020-03-24,484,3,64.41625527888179,588.4647961824877,True,63,576.5570198333704,1048.873383080041
63,2020-03-25,484,3,64.41625527888179,588.4647961824877,True,64,584.9645140837272,1048.873383080041
64,2020-03-26,484,2,64.41625527888179,588.4647961824877,True,65,593.3734376045371,1048.873383080041
65,2020-03-27,484,2,64.41625527888179,588.4647961824877,True,66,601.78035684796,1048.873383080041
66,2020-03-28,484,2,64.41625527888179,588.4647961824877,True,67,610.1818415385544,1048.873383080041
67,2020-03-29,484,2,64.41625527888179,588.4647961824877,True,68,618.5744702680297,1048.873383080041
68,2020-03-30,484,2,64.41625527888179,588.4647961824877,True,69,626.954836059276,1048.873383080041
69,2020-03-31,484,2,64.41625527888179,588.4647961824877,True,70,635.3195518804818,1048.873383080041
70,2020-04-01,484,2,64.41625527888179,588.4647961824877,True,71,643.6652560904438,1048.873383080041
71,2020-04-02,488,6,64.41625527888179,588.4647961824877,True,72,651.9886177965798,1048.873383080041
72,2020-04-03,489,7,64.41625527888179,588.4647961824877,True,73,660.2863421076704,1048.873383080041
73,2020-04-04,491,9,64.41625527888179,588.4647961824877,True,74,668.5551752639692,1048.873383080041
74,2020-04-05,504,22,64.41625527888179,588.4647961824877,True,75,676.791909628037,1048.873383080041
75,2020-04-06,524,42,64.41625527888179,588.4647961824877,True,76,684.9933885204567,1048.873383080041
76,2020-04-07,544,62,64.41625527888179,588.4647961824877,True,77,693.1565108854721,1048.873383080041
77,2020-04-08,569,86,64.41625527888179,588.4647961824877,True,78,701.278235772562,1048.873383080041
78,2020-04-09,609,126,64.41625527888179,588.4647961824877,True,79,709.355586620983,1048.873383080041
79,2020-04-10,638,155,64.41625527888179,588.4647961824877,True,80,717.3856553354171,1048.873383080041
80,2020-04-11,661,178,64.41625527888179,588.4647961824877,True,81,725.3656061419832,1048.873383080041
81,2020-04-12,684,201,64.41625527888179,588.4647961824877,True,82,733.2926792150687,1048.873383080041
82,2020-04-13,740,257,64.41625527888179,588.4647961824877,True,83,741.1641940666387,1048.873383080041
83,2020-04-14,819,336,64.41625527888179,588.4647961824877,True,84,748.9775526909177,1048.873383080041
84,2020-04-15,841,358,64.41625527888179,588.4647961824877,True,85,756.7302424585819,1048.873383080041
85,2020-04-16,861,377,64.41625527888179,588.4647961824877,True,86,764.4198387558531,1048.873383080041
86,2020-04-17,872,388,64.41625527888179,588.4647961824877,True,87,772.0440073651264,1048.873383080041
87,2020-04-18,892,407,64.41625527888179,588.4647961824877,True,88,779.6005065849884,1048.873383080041
88,2020-04-19,898,413,64.41625527888179,588.4647961824877,True,89,787.0871890886949,1048.873383080041
89,2020-04-20,905,420,64.41625527888179,588.4647961824877,True,90,794.5020035213485,1048.873383080041
90,2020-04-21,913,425,64.41625527888179,588.4647961824877,True,91,801.8429958371507,1048.873383080041
91,2020-04-22,921,429,64.41625527888179,588.4647961824877,True,92,809.1083103792025,1048.873383080041
92,2020-04-23,928,430,64.41625527888179,588.4647961824877,True,93,816.2961907053619,1048.873383080041
93,2020-04-24,930,409,64.41625527888179,588.4647961824877,True,94,823.4049801646588,1048.873383080041
94,2020-04-25,935,411,64.41625527888179,588.4647961824877,True,95,830.4331222296896,1048.873383080041
95,2020-04-26,936,367,64.41625527888179,588.4647961824877,True,96,837.379160591278,1048.873383080041
96,2020-04-27,939,340,64.41625527888179,588.4647961824877,True,97,844.2417390224784,1048.873383080041
97,2020-04-28,939,339,64.41625527888179,588.4647961824877,True,98,851.0196010197274,1048.873383080041
98,2020-04-29,939,339,64.41625527888179,588.4647961824877,True,99,857.7115892295965,1048.873383080041
99,2020-04-30,944,344,64.41625527888179,588.4647961824877,True,100,864.3166446701777,1048.873383080041
100,2020-05-01,944,326,64.41625527888179,588.4647961824877,True,101,870.8338057566444,1048.873383080041
101,2020-05-02,944,327,64.41625527888179,588.4647961824877,True,102,877.2622071409561,1048.873383080041
102,2020-05-03,944,274,64.41625527888179,588.4647961824877,True,103,883.6010783760396,1048.873383080041
103,2020-05-04,944,212,64.41625527888179,588.4647961824877,True,104,889.8497424150661,1048.873383080041
104,2020-05-05,944,173,64.41625527888179,588.4647961824877,True,105,896.0076139566642,1048.873383080041
105,2020-05-06,944,138,64.41625527888179,588.4647961824877,True,106,902.07419764706,1048.873383080041
106,2020-05-07,944,116,64.41625527888179,588.4647961824877,True,107,908.0490861502244,1048.873383080041
107,2020-05-08,944,116,64.41625527888179,588.4647961824877,True,108,913.9319580971331,1048.873383080041
108,2020-05-09,944,40,64.41625527888179,588.4647961824877,True,109,919.7225759252138,1048.873383080041
109,2020-05-10,945,28,64.41625527888179,588.4647961824877,True,110,925.4207836189681,1048.873383080041
110,2020-05-11,945,8,64.41625527888179,588.4647961824877,True,111,931.0265043626183,1048.873383080041
111,2020-05-12,945,3,64.41625527888179,588.4647961824877,True,112,936.5397381154455,1048.873383080041
112,2020-05-13,945,2,64.41625527888179,588.4647961824877,True,113,941.9605591202555,1048.873383080041
113,2020-05-14,945,2,64.41625527888179,588.4647961824877,True,114,947.2891133551489,1048.873383080041
114,2020-05-15,945,1,64.41625527888179,588.4647961824877,True,115,952.5256159384592,1048.873383080041
115,2020-05-16,945,0,64.41625527888179,588.4647961824877,True,116,957.6703484964044,1048.873383080041
116,2020-05-17,945,0,64.41625527888179,588.4647961824877,True,117,962.7236565026267,1048.873383080041
117,2020-05-18,945,0,64.41625527888179,588.4647961824877,True,118,967.6859465984171,1048.873383080041
118,2020-05-19,945,0,64.41625527888179,588.4647961824877,True,119,972.5576839020265,1048.873383080041
119,2020-05-20,945,0,64.41625527888179,588.4647961824877,True,120,977.3393893150326,1048.873383080041
120,2020-05-21,945,0,64.41625527888179,588.4647961824877,True,121,982.0316368333237,1048.873383080041
121,2020-05-22,945,0,64.41625527888179,588.4647961824877,True,122,986.6350508698016,1048.873383080041
122,2020-05-23,945,0,64.41625527888179,588.4647961824877,True,123,991.150303595482,1048.873383080041
123,2020-05-24,945,0,64.41625527888179,588.4647961824877,True,124,995.5781123052103,1048.873383080041
124,2020-05-25,945,0,64.41625527888179,588.4647961824877,True,125,999.9192368137728,1048.873383080041
125,2020-05-26,945,0,64.41625527888179,588.4647961824877,True,126,1004.1744768877397,1048.873383080041
126,2020-05-27,945,0,64.41625527888179,588.4647961824877,True,127,1008.3446697179368,1048.873383080041
127,2020-05-28,945,0,64.41625527888179,588.4647961824877,True,128,1012.4306874370099,1048.873383080041
