,Report_Date,Nepal_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
57,2020-03-19,1,73.81644023482372,7.051737615911271,True,58,1.6422359380285652,12.69884079705754
58,2020-03-20,1,73.81644023482372,7.051737615911271,True,59,1.8374827335451083,12.69884079705754
59,2020-03-21,1,73.81644023482372,7.051737615911271,True,60,2.052119851627788,12.69884079705754
60,2020-03-22,1,73.81644023482372,7.051737615911271,True,61,2.2871538475997015,12.69884079705754
61,2020-03-23,2,73.81644023482372,7.051737615911271,True,62,2.5434256040804764,12.69884079705754
62,2020-03-24,2,73.81644023482372,7.051737615911271,True,63,2.821555524583275,12.69884079705754
63,2020-03-25,3,73.81644023482372,7.051737615911271,True,64,3.1218860407155935,12.69884079705754
64,2020-03-26,3,73.81644023482372,7.051737615911271,True,65,3.4444243098288414,12.69884079705754
65,2020-03-27,4,73.81644023482372,7.051737615911271,True,66,3.7887887860599854,12.69884079705754
66,2020-03-28,5,73.81644023482372,7.051737615911271,True,67,4.154163997889173,12.69884079705754
67,2020-03-29,5,73.81644023482372,7.051737615911271,True,68,4.53926821431573,12.69884079705754
68,2020-03-30,5,73.81644023482372,7.051737615911271,True,69,4.942338584499328,12.69884079705754
69,2020-03-31,5,73.81644023482372,7.051737615911271,True,70,5.3611376786344875,12.69884079705754
70,2020-04-01,5,73.81644023482372,7.051737615911271,True,71,5.792984094316049,12.69884079705754
71,2020-04-02,6,73.81644023482372,7.051737615911271,True,72,6.23480797405012,12.69884079705754
72,2020-04-03,6,73.81644023482372,7.051737615911271,True,73,6.683230070520247,12.69884079705754
73,2020-04-04,9,73.81644023482372,7.051737615911271,True,74,7.134660664854294,12.69884079705754
74,2020-04-05,9,73.81644023482372,7.051737615911271,True,75,7.585412522163389,12.69884079705754
75,2020-04-06,9,73.81644023482372,7.051737615911271,True,76,8.03182049261954,12.69884079705754
76,2020-04-07,9,73.81644023482372,7.051737615911271,True,77,8.470359599714271,12.69884079705754
77,2020-04-08,9,73.81644023482372,7.051737615911271,True,78,8.897753632980526,12.69884079705754
78,2020-04-09,9,73.81644023482372,7.051737615911271,True,79,9.31106734968618,12.69884079705754
79,2020-04-10,9,73.81644023482372,7.051737615911271,True,80,9.70777720204259,12.69884079705754
80,2020-04-11,9,73.81644023482372,7.051737615911271,True,81,10.085817744998828,12.69884079705754
