,Report_Date,Greece_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,67.95814731958349,1163.2532061947124,True,1,0.08893128581163229,2163.988554969958
1,2020-01-23,0,67.95814731958349,1163.2532061947124,True,2,0.10352086284175838,2163.988554969958
2,2020-01-24,0,67.95814731958349,1163.2532061947124,True,3,0.12050380156085885,2163.988554969958
3,2020-01-25,0,67.95814731958349,1163.2532061947124,True,4,0.14027267935589516,2163.988554969958
4,2020-01-26,0,67.95814731958349,1163.2532061947124,True,5,0.1632844515171783,2163.988554969958
5,2020-01-27,0,67.95814731958349,1163.2532061947124,True,6,0.19007100288217033,2163.988554969958
6,2020-01-28,0,67.95814731958349,1163.2532061947124,True,7,0.2212514269415874,2163.988554969958
7,2020-01-29,0,67.95814731958349,1163.2532061947124,True,8,0.2575463145199321,2163.988554969958
8,2020-01-30,0,67.95814731958349,1163.2532061947124,True,9,0.29979437996585423,2163.988554969958
9,2020-01-31,0,67.95814731958349,1163.2532061947124,True,10,0.34897180596559135,2163.988554969958
10,2020-02-01,0,67.95814731958349,1163.2532061947124,True,11,0.4062147497739738,2163.988554969958
11,2020-02-02,0,67.95814731958349,1163.2532061947124,True,12,0.4728455251589102,2163.988554969958
12,2020-02-03,0,67.95814731958349,1163.2532061947124,True,13,0.550403057182102,2163.988554969958
13,2020-02-04,0,67.95814731958349,1163.2532061947124,True,14,0.6406783028057423,2163.988554969958
14,2020-02-05,0,67.95814731958349,1163.2532061947124,True,15,0.7457554411676721,2163.988554969958
15,2020-02-06,0,67.95814731958349,1163.2532061947124,True,16,0.8680597654023297,2163.988554969958
16,2020-02-07,0,67.95814731958349,1163.2532061947124,True,17,1.0104133555663826,2163.988554969958
17,2020-02-08,0,67.95814731958349,1163.2532061947124,True,18,1.176099782300496,2163.988554969958
18,2020-02-09,0,67.95814731958349,1163.2532061947124,True,19,1.3689392863488818,2163.988554969958
19,2020-02-10,0,67.95814731958349,1163.2532061947124,True,20,1.5933761032627733,2163.988554969958
