,Report_Date,Russia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,84.73981106437765,10826.421596310798,False,1,0.24803587884913258,21652.843192621607
1,2020-01-23,0,84.73981106437765,10826.421596310798,False,2,0.28413054336766214,21652.843192621607
2,2020-01-24,0,84.73981106437765,10826.421596310798,False,3,0.32547769486079897,21652.843192621607
3,2020-01-25,0,84.73981106437765,10826.421596310798,False,4,0.3728416493293009,21652.843192621607
4,2020-01-26,0,84.73981106437765,10826.421596310798,False,5,0.42709793457235934,21652.843192621607
5,2020-01-27,0,84.73981106437765,10826.421596310798,False,6,0.4892494696571309,21652.843192621607
6,2020-01-28,0,84.73981106437765,10826.421596310798,False,7,0.5604450974820818,21652.843192621607
7,2020-01-29,0,84.73981106437765,10826.421596310798,False,8,0.6420008124268215,21652.843192621607
8,2020-01-30,0,84.73981106437765,10826.421596310798,False,9,0.7354240747122908,21652.843192621607
9,2020-01-31,2,84.73981106437765,10826.421596310798,False,10,0.842441659906145,21652.843192621607
10,2020-02-01,2,84.73981106437765,10826.421596310798,False,11,0.9650315570304455,21652.843192621607
11,2020-02-02,2,84.73981106437765,10826.421596310798,False,12,1.10545950313978,21652.843192621607
12,2020-02-03,2,84.73981106437765,10826.421596310798,False,13,1.266320827381036,21652.843192621607
13,2020-02-04,2,84.73981106437765,10826.421596310798,False,14,1.4505883749529023,21652.843192621607
14,2020-02-05,2,84.73981106437765,10826.421596310798,False,15,1.661667392798993,21652.843192621607
15,2020-02-06,2,84.73981106437765,10826.421596310798,False,16,1.9034583862801053,21652.843192621607
16,2020-02-07,2,84.73981106437765,10826.421596310798,False,17,2.1804291017384183,21652.843192621607
17,2020-02-08,2,84.73981106437765,10826.421596310798,False,18,2.4976969563569766,21652.843192621607
18,2020-02-09,2,84.73981106437765,10826.421596310798,False,19,2.8611234269450674,21652.843192621607
19,2020-02-10,2,84.73981106437765,10826.421596310798,False,20,3.277422126545212,21652.843192621607
20,2020-02-11,2,84.73981106437765,10826.421596310798,False,21,3.7542825457943376,21652.843192621607
21,2020-02-12,2,84.73981106437765,10826.421596310798,False,22,4.300511718995128,21652.843192621607
22,2020-02-13,2,84.73981106437765,10826.421596310798,False,23,4.926196397609932,21652.843192621607
23,2020-02-14,2,84.73981106437765,10826.421596310798,False,24,5.642888681709073,21652.843192621607
24,2020-02-15,2,84.73981106437765,10826.421596310798,False,25,6.463818478753321,21652.843192621607
25,2020-02-16,2,84.73981106437765,10826.421596310798,False,26,7.40413663561681,21652.843192621607
26,2020-02-17,2,84.73981106437765,10826.421596310798,False,27,8.481193131339243,21652.843192621607
27,2020-02-18,2,84.73981106437765,10826.421596310798,False,28,9.714855332872164,21652.843192621607
28,2020-02-19,2,84.73981106437765,10826.421596310798,False,29,11.127872012963698,21652.843192621607
29,2020-02-20,2,84.73981106437765,10826.421596310798,False,30,12.746289617980365,21652.843192621607
30,2020-02-21,2,84.73981106437765,10826.421596310798,False,31,14.599928164270983,21652.843192621607
31,2020-02-22,2,84.73981106437765,10826.421596310798,False,32,16.72292514560947,21652.843192621607
32,2020-02-23,2,84.73981106437765,10826.421596310798,False,33,19.154356962690237,21652.843192621607
33,2020-02-24,2,84.73981106437765,10826.421596310798,False,34,21.93894865007364,21652.843192621607
34,2020-02-25,2,84.73981106437765,10826.421596310798,False,35,25.127884087525942,21652.843192621607
35,2020-02-26,2,84.73981106437765,10826.421596310798,False,36,28.779730451500694,21652.843192621607
36,2020-02-27,2,84.73981106437765,10826.421596310798,False,37,32.961492396770545,21652.843192621607
37,2020-02-28,2,84.73981106437765,10826.421596310798,False,38,37.74981336293617,21652.843192621607
38,2020-02-29,2,84.73981106437765,10826.421596310798,False,39,43.232343475735895,21652.843192621607
39,2020-03-01,2,84.73981106437765,10826.421596310798,False,40,49.509295751450594,21652.843192621607
40,2020-03-02,3,84.73981106437765,10826.421596310798,False,41,56.69521469643546,21652.843192621607
41,2020-03-03,3,84.73981106437765,10826.421596310798,False,42,64.92098389042344,21652.843192621607
42,2020-03-04,3,84.73981106437765,10826.421596310798,False,43,74.33610169909441,21652.843192621607
43,2020-03-05,4,84.73981106437765,10826.421596310798,False,44,85.1112567985671,21652.843192621607
44,2020-03-06,13,84.73981106437765,10826.421596310798,False,45,97.44123759563831,21652.843192621607
45,2020-03-07,13,84.73981106437765,10826.421596310798,False,46,111.54821172841078,21652.843192621607
46,2020-03-08,17,84.73981106437765,10826.421596310798,False,47,127.6854134054075,21652.843192621607
47,2020-03-09,17,84.73981106437765,10826.421596310798,False,48,146.1412770795416,21652.843192621607
48,2020-03-10,20,84.73981106437765,10826.421596310798,False,49,167.2440554454955,21652.843192621607
49,2020-03-11,20,84.73981106437765,10826.421596310798,False,50,191.3669574545767,21652.843192621607
50,2020-03-12,28,84.73981106437765,10826.421596310798,False,51,218.93383725833203,21652.843192621607
51,2020-03-13,45,84.73981106437765,10826.421596310798,False,52,250.42545682304834,21652.843192621607
52,2020-03-14,59,84.73981106437765,10826.421596310798,False,53,286.38633226862703,21652.843192621607
53,2020-03-15,63,84.73981106437765,10826.421596310798,False,54,327.43215537010667,21652.843192621607
54,2020-03-16,90,84.73981106437765,10826.421596310798,False,55,374.25775540256836,21652.843192621607
55,2020-03-17,114,84.73981106437765,10826.421596310798,False,56,427.6455305630195,21652.843192621607
56,2020-03-18,147,84.73981106437765,10826.421596310798,False,57,488.47423018883205,21652.843192621607
57,2020-03-19,199,84.73981106437765,10826.421596310798,False,58,557.7279062474522,21652.843192621607
58,2020-03-20,253,84.73981106437765,10826.421596310798,False,59,636.5047722570342,21652.843192621607
59,2020-03-21,306,84.73981106437765,10826.421596310798,False,60,726.0256071115521,21652.843192621607
60,2020-03-22,367,84.73981106437765,10826.421596310798,False,61,827.6412178256431,21652.843192621607
61,2020-03-23,438,84.73981106437765,10826.421596310798,False,62,942.8383275462365,21652.843192621607
62,2020-03-24,495,84.73981106437765,10826.421596310798,False,63,1073.2430836497672,21652.843192621607
63,2020-03-25,658,84.73981106437765,10826.421596310798,False,64,1220.6211886346246,21652.843192621607
64,2020-03-26,840,84.73981106437765,10826.421596310798,False,65,1386.8734515250214,21652.843192621607
65,2020-03-27,1036,84.73981106437765,10826.421596310798,False,66,1574.0253535531413,21652.843192621607
66,2020-03-28,1264,84.73981106437765,10826.421596310798,False,67,1784.2090411560152,21652.843192621607
