,Report_Date,Comoros_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
33,2020-02-24,0,0,144.98151961524385,181.7530839473004,False,34,0.055132732051736306,354.78671140918675
34,2020-02-25,0,0,144.98151961524385,181.7530839473004,False,35,0.05967817656977761,354.78671140918675
35,2020-02-26,0,0,144.98151961524385,181.7530839473004,False,36,0.0645983058328731,354.78671140918675
36,2020-02-27,0,0,144.98151961524385,181.7530839473004,False,37,0.06992399397876002,354.78671140918675
37,2020-02-28,0,0,144.98151961524385,181.7530839473004,False,38,0.07568865722042083,354.78671140918675
38,2020-02-29,0,0,144.98151961524385,181.7530839473004,False,39,0.08192846281517746,354.78671140918675
39,2020-03-01,0,0,144.98151961524385,181.7530839473004,False,40,0.08868255515402833,354.78671140918675
40,2020-03-02,0,0,144.98151961524385,181.7530839473004,False,41,0.09599330036389307,354.78671140918675
41,2020-03-03,0,0,144.98151961524385,181.7530839473004,False,42,0.10390655092700415,354.78671140918675
42,2020-03-04,0,0,144.98151961524385,181.7530839473004,False,43,0.11247193194190071,354.78671140918675
43,2020-03-05,0,0,144.98151961524385,181.7530839473004,False,44,0.1217431507799576,354.78671140918675
44,2020-03-06,0,0,144.98151961524385,181.7530839473004,False,45,0.13177833203076825,354.78671140918675
45,2020-03-07,0,0,144.98151961524385,181.7530839473004,False,46,0.1426403797796893,354.78671140918675
46,2020-03-08,0,0,144.98151961524385,181.7530839473004,False,47,0.1543973694221598,354.78671140918675
47,2020-03-09,0,0,144.98151961524385,181.7530839473004,False,48,0.16712297139279048,354.78671140918675
48,2020-03-10,0,0,144.98151961524385,181.7530839473004,False,49,0.1808969093734639,354.78671140918675
49,2020-03-11,0,0,144.98151961524385,181.7530839473004,False,50,0.19580545574460992,354.78671140918675
50,2020-03-12,0,0,144.98151961524385,181.7530839473004,False,51,0.21194196725826686,354.78671140918675
51,2020-03-13,0,0,144.98151961524385,181.7530839473004,False,52,0.22940746414137378,354.78671140918675
52,2020-03-14,0,0,144.98151961524385,181.7530839473004,False,53,0.24831125608383575,354.78671140918675
53,2020-03-15,0,0,144.98151961524385,181.7530839473004,False,54,0.26877161882916256,354.78671140918675
54,2020-03-16,0,0,144.98151961524385,181.7530839473004,False,55,0.290916525366764,354.78671140918675
55,2020-03-17,0,0,144.98151961524385,181.7530839473004,False,56,0.3148844360251822,354.78671140918675
56,2020-03-18,0,0,144.98151961524385,181.7530839473004,False,57,0.3408251520854772,354.78671140918675
57,2020-03-19,0,0,144.98151961524385,181.7530839473004,False,58,0.36890073787442806,354.78671140918675
58,2020-03-20,0,0,144.98151961524385,181.7530839473004,False,59,0.3992865166589044,354.78671140918675
59,2020-03-21,0,0,144.98151961524385,181.7530839473004,False,60,0.43217214604628046,354.78671140918675
60,2020-03-22,0,0,144.98151961524385,181.7530839473004,False,61,0.467762779001567,354.78671140918675
61,2020-03-23,0,0,144.98151961524385,181.7530839473004,False,62,0.5062803170203247,354.78671140918675
62,2020-03-24,0,0,144.98151961524385,181.7530839473004,False,63,0.5479647624474325,354.78671140918675
63,2020-03-25,0,0,144.98151961524385,181.7530839473004,False,64,0.5930756774051344,354.78671140918675
64,2020-03-26,0,0,144.98151961524385,181.7530839473004,False,65,0.6418937572889487,354.78671140918675
65,2020-03-27,0,0,144.98151961524385,181.7530839473004,False,66,0.6947225273058203,354.78671140918675
66,2020-03-28,0,0,144.98151961524385,181.7530839473004,False,67,0.7518901710638218,354.78671140918675
67,2020-03-29,0,0,144.98151961524385,181.7530839473004,False,68,0.8137515007744244,354.78671140918675
68,2020-03-30,0,0,144.98151961524385,181.7530839473004,False,69,0.8806900791937773,354.78671140918675
69,2020-03-31,0,0,144.98151961524385,181.7530839473004,False,70,0.9531205040045898,354.78671140918675
70,2020-04-01,0,0,144.98151961524385,181.7530839473004,False,71,1.0314908659197835,354.78671140918675
71,2020-04-02,0,0,144.98151961524385,181.7530839473004,False,72,1.1162853923666485,354.78671140918675
72,2020-04-03,0,0,144.98151961524385,181.7530839473004,False,73,1.2080272891775576,354.78671140918675
73,2020-04-04,0,0,144.98151961524385,181.7530839473004,False,74,1.3072817932602692,354.78671140918675
74,2020-04-05,0,0,144.98151961524385,181.7530839473004,False,75,1.414659449735291,354.78671140918675
75,2020-04-06,0,0,144.98151961524385,181.7530839473004,False,76,1.53081962749468,354.78671140918675
76,2020-04-07,0,0,144.98151961524385,181.7530839473004,False,77,1.6564742875381084,354.78671140918675
77,2020-04-08,0,0,144.98151961524385,181.7530839473004,False,78,1.7923920187566105,354.78671140918675
78,2020-04-09,0,0,144.98151961524385,181.7530839473004,False,79,1.9394023560366171,354.78671140918675
79,2020-04-10,0,0,144.98151961524385,181.7530839473004,False,80,2.0984003956163595,354.78671140918675
80,2020-04-11,0,0,144.98151961524385,181.7530839473004,False,81,2.2703517225081837,354.78671140918675
81,2020-04-12,0,0,144.98151961524385,181.7530839473004,False,82,2.456297664461725,354.78671140918675
82,2020-04-13,0,0,144.98151961524385,181.7530839473004,False,83,2.6573608863359843,354.78671140918675
83,2020-04-14,0,0,144.98151961524385,181.7530839473004,False,84,2.874751337816405,354.78671140918675
84,2020-04-15,0,0,144.98151961524385,181.7530839473004,False,85,3.1097725660908773,354.78671140918675
85,2020-04-16,0,0,144.98151961524385,181.7530839473004,False,86,3.363828403311263,354.78671140918675
86,2020-04-17,0,0,144.98151961524385,181.7530839473004,False,87,3.6384300363283755,354.78671140918675
87,2020-04-18,0,0,144.98151961524385,181.7530839473004,False,88,3.935203463200724,354.78671140918675
88,2020-04-19,0,0,144.98151961524385,181.7530839473004,False,89,4.255897337230036,354.78671140918675
89,2020-04-20,0,0,144.98151961524385,181.7530839473004,False,90,4.60239119464468,354.78671140918675
90,2020-04-21,0,0,144.98151961524385,181.7530839473004,False,91,4.976704056396857,354.78671140918675
91,2020-04-22,0,0,144.98151961524385,181.7530839473004,False,92,5.381003387706054,354.78671140918675
92,2020-04-23,0,0,144.98151961524385,181.7530839473004,False,93,5.817614390800037,354.78671140918675
93,2020-04-24,0,0,144.98151961524385,181.7530839473004,False,94,6.289029596591023,354.78671140918675
94,2020-04-25,0,0,144.98151961524385,181.7530839473004,False,95,6.797918709579814,354.78671140918675
95,2020-04-26,0,0,144.98151961524385,181.7530839473004,False,96,7.347138646893535,354.78671140918675
96,2020-04-27,0,0,144.98151961524385,181.7530839473004,False,97,7.939743696814365,354.78671140918675
97,2020-04-28,0,0,144.98151961524385,181.7530839473004,False,98,8.578995704222583,354.78671140918675
98,2020-04-29,0,0,144.98151961524385,181.7530839473004,False,99,9.268374169836944,354.78671140918675
99,2020-04-30,1,1,144.98151961524385,181.7530839473004,False,100,10.011586126778553,354.78671140918675
100,2020-05-01,1,1,144.98151961524385,181.7530839473004,False,101,10.81257563162399,354.78671140918675
101,2020-05-02,3,3,144.98151961524385,181.7530839473004,False,102,11.675532677602233,354.78671140918675
102,2020-05-03,3,3,144.98151961524385,181.7530839473004,False,103,12.60490130483554,354.78671140918675
103,2020-05-04,3,3,144.98151961524385,181.7530839473004,False,104,13.605386646518623,354.78671140918675
104,2020-05-05,3,3,144.98151961524385,181.7530839473004,False,105,14.681960610772059,354.78671140918675
105,2020-05-06,8,7,144.98151961524385,181.7530839473004,False,106,15.839865855839768,354.78671140918675
106,2020-05-07,8,7,144.98151961524385,181.7530839473004,False,107,17.084617671751936,354.78671140918675
107,2020-05-08,8,7,144.98151961524385,181.7530839473004,False,108,18.422003335202536,354.78671140918675
108,2020-05-09,11,10,144.98151961524385,181.7530839473004,False,109,19.858078457126094,354.78671140918675
109,2020-05-10,11,10,144.98151961524385,181.7530839473004,False,110,21.39915979557109,354.78671140918675
110,2020-05-11,11,10,144.98151961524385,181.7530839473004,False,111,23.051813961611515,354.78671140918675
111,2020-05-12,11,10,144.98151961524385,181.7530839473004,False,112,24.822841405313387,354.78671140918675
112,2020-05-13,11,10,144.98151961524385,181.7530839473004,False,113,26.719255034767393,354.78671140918675
113,2020-05-14,11,7,144.98151961524385,181.7530839473004,False,114,28.748252797034148,354.78671140918675
114,2020-05-15,11,7,144.98151961524385,181.7530839473004,False,115,30.9171835391883,354.78671140918675
115,2020-05-16,11,7,144.98151961524385,181.7530839473004,False,116,33.233505474696436,354.78671140918675
116,2020-05-17,11,7,144.98151961524385,181.7530839473004,False,117,35.70473660981237,354.78671140918675
117,2020-05-18,11,7,144.98151961524385,181.7530839473004,False,118,38.33839654159568,354.78671140918675
118,2020-05-19,11,7,144.98151961524385,181.7530839473004,False,119,41.1419391288549,354.78671140918675
119,2020-05-20,34,25,144.98151961524385,181.7530839473004,False,120,44.12267566505398,354.78671140918675
120,2020-05-21,34,25,144.98151961524385,181.7530839473004,False,121,47.28768835291398,354.78671140918675
121,2020-05-22,78,59,144.98151961524385,181.7530839473004,False,122,50.643734098223796,354.78671140918675
122,2020-05-23,78,59,144.98151961524385,181.7530839473004,False,123,54.19713890806892,354.78671140918675
123,2020-05-24,87,65,144.98151961524385,181.7530839473004,False,124,57.953683497206,354.78671140918675
124,2020-05-25,87,65,144.98151961524385,181.7530839473004,False,125,61.91848107400008,354.78671140918675
125,2020-05-26,87,65,144.98151961524385,181.7530839473004,False,126,66.09584868926797,354.78671140918675
126,2020-05-27,87,61,144.98151961524385,181.7530839473004,False,127,70.48917397870652,354.78671140918675
127,2020-05-28,87,61,144.98151961524385,181.7530839473004,False,128,75.10077959905361,354.78671140918675
