,Report_Date,Cabo Verde_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,65.56599462370075,4.060888220866179,True,1,9.680658442599503e-05,8.012020463608389
1,2020-01-23,0,65.56599462370075,4.060888220866179,True,2,0.00011538861131696759,8.012020463608389
2,2020-01-24,0,65.56599462370075,4.060888220866179,True,3,0.00013753739844482734,8.012020463608389
3,2020-01-25,0,65.56599462370075,4.060888220866179,True,4,0.00016393754853993097,8.012020463608389
4,2020-01-26,0,65.56599462370075,4.060888220866179,True,5,0.00019540505605208325,8.012020463608389
5,2020-01-27,0,65.56599462370075,4.060888220866179,True,6,0.00023291251988091357,8.012020463608389
6,2020-01-28,0,65.56599462370075,4.060888220866179,True,7,0.00027761919227912665,8.012020463608389
7,2020-01-29,0,65.56599462370075,4.060888220866179,True,8,0.00033090679078132443,8.012020463608389
8,2020-01-30,0,65.56599462370075,4.060888220866179,True,9,0.0003944221773072489,8.012020463608389
9,2020-01-31,0,65.56599462370075,4.060888220866179,True,10,0.000470128219657984,8.012020463608389
10,2020-02-01,0,65.56599462370075,4.060888220866179,True,11,0.0005603644018409557,8.012020463608389
11,2020-02-02,0,65.56599462370075,4.060888220866179,True,12,0.0006679190485763534,8.012020463608389
12,2020-02-03,0,65.56599462370075,4.060888220866179,True,13,0.0007961153848903815,8.012020463608389
13,2020-02-04,0,65.56599462370075,4.060888220866179,True,14,0.0009489140744493623,8.012020463608389
14,2020-02-05,0,65.56599462370075,4.060888220866179,True,15,0.0011310353826890543,8.012020463608389
15,2020-02-06,0,65.56599462370075,4.060888220866179,True,16,0.0013481047075070275,8.012020463608389
16,2020-02-07,0,65.56599462370075,4.060888220866179,True,17,0.0016068259285248207,8.012020463608389
17,2020-02-08,0,65.56599462370075,4.060888220866179,True,18,0.0019151878658338333,8.012020463608389
18,2020-02-09,0,65.56599462370075,4.060888220866179,True,19,0.002282710134194506,8.012020463608389
19,2020-02-10,0,65.56599462370075,4.060888220866179,True,20,0.002720735856099237,8.012020463608389
20,2020-02-11,0,65.56599462370075,4.060888220866179,True,21,0.003242780088338251,8.012020463608389
21,2020-02-12,0,65.56599462370075,4.060888220866179,True,22,0.0038649444576505376,8.012020463608389
22,2020-02-13,0,65.56599462370075,4.060888220866179,True,23,0.004606410432393721,8.012020463608389
23,2020-02-14,0,65.56599462370075,4.060888220866179,True,24,0.0054900259244261606,8.012020463608389
24,2020-02-15,0,65.56599462370075,4.060888220866179,True,25,0.006543002568548077,8.012020463608389
25,2020-02-16,0,65.56599462370075,4.060888220866179,True,26,0.007797744119489385,8.012020463608389
26,2020-02-17,0,65.56599462370075,4.060888220866179,True,27,0.009292829994009112,8.012020463608389
27,2020-02-18,0,65.56599462370075,4.060888220866179,True,28,0.011074182122423847,8.012020463608389
28,2020-02-19,0,65.56599462370075,4.060888220866179,True,29,0.013196448007836328,8.012020463608389
29,2020-02-20,0,65.56599462370075,4.060888220866179,True,30,0.015724638256471798,8.012020463608389
30,2020-02-21,0,65.56599462370075,4.060888220866179,True,31,0.018736062846913287,8.012020463608389
31,2020-02-22,0,65.56599462370075,4.060888220866179,True,32,0.022322617014190048,8.012020463608389
32,2020-02-23,0,65.56599462370075,4.060888220866179,True,33,0.02659347473199771,8.012020463608389
33,2020-02-24,0,65.56599462370075,4.060888220866179,True,34,0.0316782551723849,8.012020463608389
34,2020-02-25,0,65.56599462370075,4.060888220866179,True,35,0.03773073483913863,8.012020463608389
35,2020-02-26,0,65.56599462370075,4.060888220866179,True,36,0.04493318471188823,8.012020463608389
36,2020-02-27,0,65.56599462370075,4.060888220866179,True,37,0.05350141677900654,8.012020463608389
37,2020-02-28,0,65.56599462370075,4.060888220866179,True,38,0.06369062639797063,8.012020463608389
38,2020-02-29,0,65.56599462370075,4.060888220866179,True,39,0.07580211399379447,8.012020463608389
39,2020-03-01,0,65.56599462370075,4.060888220866179,True,40,0.09019095883827066,8.012020463608389
40,2020-03-02,0,65.56599462370075,4.060888220866179,True,41,0.1072746950889889,8.012020463608389
41,2020-03-03,0,65.56599462370075,4.060888220866179,True,42,0.12754300054762135,8.012020463608389
42,2020-03-04,0,65.56599462370075,4.060888220866179,True,43,0.1515683446508963,8.012020463608389
43,2020-03-05,0,65.56599462370075,4.060888220866179,True,44,0.18001744499993694,8.012020463608389
44,2020-03-06,0,65.56599462370075,4.060888220866179,True,45,0.21366324018418395,8.012020463608389
45,2020-03-07,0,65.56599462370075,4.060888220866179,True,46,0.2533968879348914,8.012020463608389
46,2020-03-08,0,65.56599462370075,4.060888220866179,True,47,0.30023902816456344,8.012020463608389
47,2020-03-09,0,65.56599462370075,4.060888220866179,True,48,0.3553491980427918,8.012020463608389
48,2020-03-10,0,65.56599462370075,4.060888220866179,True,49,0.4200318441613254,8.012020463608389
49,2020-03-11,0,65.56599462370075,4.060888220866179,True,50,0.4957368502530074,8.012020463608389
50,2020-03-12,0,65.56599462370075,4.060888220866179,True,51,0.5840519148202301,8.012020463608389
51,2020-03-13,0,65.56599462370075,4.060888220866179,True,52,0.6866835333494321,8.012020463608389
52,2020-03-14,0,65.56599462370075,4.060888220866179,True,53,0.8054228769676335,8.012020463608389
53,2020-03-15,0,65.56599462370075,4.060888220866179,True,54,0.9420926905278235,8.012020463608389
54,2020-03-16,0,65.56599462370075,4.060888220866179,True,55,1.0984717053503266,8.012020463608389
55,2020-03-17,0,65.56599462370075,4.060888220866179,True,56,1.2761942767481784,8.012020463608389
56,2020-03-18,0,65.56599462370075,4.060888220866179,True,57,1.4766253171328485,8.012020463608389
57,2020-03-19,0,65.56599462370075,4.060888220866179,True,58,1.7007143019056912,8.012020463608389
