,Report_Date,"Netherlands_bonaire, sint eustatius and saba_cases",fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,83.90683142945878,3.0686290683289505,True,1,7.039783649313295e-05,6.129980306863477
1,2020-01-23,0,83.90683142945878,3.0686290683289505,True,2,8.075110675156215e-05,6.129980306863477
2,2020-01-24,0,83.90683142945878,3.0686290683289505,True,3,9.262698896214218e-05,6.129980306863477
3,2020-01-25,0,83.90683142945878,3.0686290683289505,True,4,0.00010624940001013891,6.129980306863477
4,2020-01-26,0,83.90683142945878,3.0686290683289505,True,5,0.00012187518393776573,6.129980306863477
5,2020-01-27,0,83.90683142945878,3.0686290683289505,True,6,0.0001397989531854187,6.129980306863477
6,2020-01-28,0,83.90683142945878,3.0686290683289505,True,7,0.0001603586414064667,6.129980306863477
7,2020-01-29,0,83.90683142945878,3.0686290683289505,True,8,0.00018394187237169522,6.129980306863477
8,2020-01-30,0,83.90683142945878,3.0686290683289505,True,9,0.00021099326480806686,6.129980306863477
9,2020-01-31,0,83.90683142945878,3.0686290683289505,True,10,0.00024202281058594566,6.129980306863477
10,2020-02-01,0,83.90683142945878,3.0686290683289505,True,11,0.0002776154838046636,6.129980306863477
11,2020-02-02,0,83.90683142945878,3.0686290683289505,True,12,0.0003184422614001253,6.129980306863477
12,2020-02-03,0,83.90683142945878,3.0686290683289505,True,13,0.0003652727623348036,6.129980306863477
13,2020-02-04,0,83.90683142945878,3.0686290683289505,True,14,0.0004189897427148969,6.129980306863477
14,2020-02-05,0,83.90683142945878,3.0686290683289505,True,15,0.0004806057188647753,6.129980306863477
15,2020-02-06,0,83.90683142945878,3.0686290683289505,True,16,0.0005512820301056848,6.129980306863477
16,2020-02-07,0,83.90683142945878,3.0686290683289505,True,17,0.0006323506984520014,6.129980306863477
17,2020-02-08,0,83.90683142945878,3.0686290683289505,True,18,0.0007253394944708283,6.129980306863477
18,2020-02-09,0,83.90683142945878,3.0686290683289505,True,19,0.0008320006780770994,6.129980306863477
19,2020-02-10,0,83.90683142945878,3.0686290683289505,True,20,0.000954343951108753,6.129980306863477
20,2020-02-11,0,83.90683142945878,3.0686290683289505,True,21,0.001094674236336223,6.129980306863477
21,2020-02-12,0,83.90683142945878,3.0686290683289505,True,22,0.001255634986453168,6.129980306863477
22,2020-02-13,0,83.90683142945878,3.0686290683289505,True,23,0.0014402578280876324,6.129980306863477
23,2020-02-14,0,83.90683142945878,3.0686290683289505,True,24,0.001652019461668692,6.129980306863477
24,2020-02-15,0,83.90683142945878,3.0686290683289505,True,25,0.0018949068699909632,6.129980306863477
25,2020-02-16,0,83.90683142945878,3.0686290683289505,True,26,0.00217349203866529,6.129980306863477
26,2020-02-17,0,83.90683142945878,3.0686290683289505,True,27,0.0024930175626879237,6.129980306863477
27,2020-02-18,0,83.90683142945878,3.0686290683289505,True,28,0.002859494707703591,6.129980306863477
28,2020-02-19,0,83.90683142945878,3.0686290683289505,True,29,0.0032798157150252505,6.129980306863477
29,2020-02-20,0,83.90683142945878,3.0686290683289505,True,30,0.003761882389187547,6.129980306863477
30,2020-02-21,0,83.90683142945878,3.0686290683289505,True,31,0.0043147532890508095,6.129980306863477
31,2020-02-22,0,83.90683142945878,3.0686290683289505,True,32,0.004948812161711655,6.129980306863477
32,2020-02-23,0,83.90683142945878,3.0686290683289505,True,33,0.005675960616294556,6.129980306863477
33,2020-02-24,0,83.90683142945878,3.0686290683289505,True,34,0.0065098384356727275,6.129980306863477
34,2020-02-25,0,83.90683142945878,3.0686290683289505,True,35,0.007466075371710003,6.129980306863477
35,2020-02-26,0,83.90683142945878,3.0686290683289505,True,36,0.008562578766745443,6.129980306863477
36,2020-02-27,0,83.90683142945878,3.0686290683289505,True,37,0.009819861893052813,6.129980306863477
37,2020-02-28,0,83.90683142945878,3.0686290683289505,True,38,0.011261418504015727,6.129980306863477
38,2020-02-29,0,83.90683142945878,3.0686290683289505,True,39,0.012914149745086107,6.129980306863477
39,2020-03-01,0,83.90683142945878,3.0686290683289505,True,40,0.014808850275929564,6.129980306863477
40,2020-03-02,0,83.90683142945878,3.0686290683289505,True,41,0.016980761200450757,6.129980306863477
41,2020-03-03,0,83.90683142945878,3.0686290683289505,True,42,0.019470198176361354,6.129980306863477
42,2020-03-04,0,83.90683142945878,3.0686290683289505,True,43,0.02232326386118645,6.129980306863477
43,2020-03-05,0,83.90683142945878,3.0686290683289505,True,44,0.02559265461804205,6.129980306863477
44,2020-03-06,0,83.90683142945878,3.0686290683289505,True,45,0.029338572110247343,6.129980306863477
45,2020-03-07,0,83.90683142945878,3.0686290683289505,True,46,0.03362975100003352,6.129980306863477
46,2020-03-08,0,83.90683142945878,3.0686290683289505,True,47,0.038544614352414706,6.129980306863477
47,2020-03-09,0,83.90683142945878,3.0686290683289505,True,48,0.044172568421489825,6.129980306863477
48,2020-03-10,0,83.90683142945878,3.0686290683289505,True,49,0.05061544811780437,6.129980306863477
