,Report_Date,India_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,129.83156679877843,175098.73788519885,False,1,25.235729737953914,350197.4757703977
1,2020-01-23,0,0,129.83156679877843,175098.73788519885,False,2,27.174779688006293,350197.4757703977
2,2020-01-24,0,0,129.83156679877843,175098.73788519885,False,3,29.262808904496275,350197.4757703977
3,2020-01-25,0,0,129.83156679877843,175098.73788519885,False,4,31.511261635790934,350197.4757703977
4,2020-01-26,0,0,129.83156679877843,175098.73788519885,False,5,33.93246093433433,350197.4757703977
5,2020-01-27,0,0,129.83156679877843,175098.73788519885,False,6,36.53967608943712,350197.4757703977
6,2020-01-28,0,0,129.83156679877843,175098.73788519885,False,7,39.347195226274536,350197.4757703977
7,2020-01-29,0,0,129.83156679877843,175098.73788519885,False,8,42.37040346560073,350197.4757703977
8,2020-01-30,1,1,129.83156679877843,175098.73788519885,False,9,45.62586706860735,350197.4757703977
9,2020-01-31,1,1,129.83156679877843,175098.73788519885,False,10,49.13142402351012,350197.4757703977
10,2020-02-01,1,1,129.83156679877843,175098.73788519885,False,11,52.906281565001116,350197.4757703977
11,2020-02-02,2,2,129.83156679877843,175098.73788519885,False,12,56.97112115482915,350197.4757703977
12,2020-02-03,3,3,129.83156679877843,175098.73788519885,False,13,61.34821149164939,350197.4757703977
13,2020-02-04,3,3,129.83156679877843,175098.73788519885,False,14,66.06153016111394,350197.4757703977
14,2020-02-05,3,3,129.83156679877843,175098.73788519885,False,15,71.136894583164,350197.4757703977
15,2020-02-06,3,3,129.83156679877843,175098.73788519885,False,16,76.60210296285453,350197.4757703977
16,2020-02-07,3,3,129.83156679877843,175098.73788519885,False,17,82.48708600403083,350197.4757703977
17,2020-02-08,3,3,129.83156679877843,175098.73788519885,False,18,88.82407020202912,350197.4757703977
18,2020-02-09,3,3,129.83156679877843,175098.73788519885,False,19,95.64775359255951,350197.4757703977
19,2020-02-10,3,3,129.83156679877843,175098.73788519885,False,20,102.99549489932538,350197.4757703977
20,2020-02-11,3,3,129.83156679877843,175098.73788519885,False,21,110.90751709303568,350197.4757703977
21,2020-02-12,3,3,129.83156679877843,175098.73788519885,False,22,119.4271264495863,350197.4757703977
22,2020-02-13,3,3,129.83156679877843,175098.73788519885,False,23,128.60094827565106,350197.4757703977
23,2020-02-14,3,3,129.83156679877843,175098.73788519885,False,24,138.4791805560724,350197.4757703977
24,2020-02-15,3,3,129.83156679877843,175098.73788519885,False,25,149.11586686964083,350197.4757703977
25,2020-02-16,3,0,129.83156679877843,175098.73788519885,False,26,160.5691900184654,350197.4757703977
26,2020-02-17,3,0,129.83156679877843,175098.73788519885,False,27,172.90178792156317,350197.4757703977
27,2020-02-18,3,0,129.83156679877843,175098.73788519885,False,28,186.1810934359258,350197.4757703977
28,2020-02-19,3,0,129.83156679877843,175098.73788519885,False,29,200.47969988857676,350197.4757703977
29,2020-02-20,3,0,129.83156679877843,175098.73788519885,False,30,215.87575423143005,350197.4757703977
30,2020-02-21,3,0,129.83156679877843,175098.73788519885,False,31,232.4533798675365,350197.4757703977
31,2020-02-22,3,0,129.83156679877843,175098.73788519885,False,32,250.30313134298137,350197.4757703977
32,2020-02-23,3,0,129.83156679877843,175098.73788519885,False,33,269.52248325372256,350197.4757703977
33,2020-02-24,3,0,129.83156679877843,175098.73788519885,False,34,290.2163558814428,350197.4757703977
34,2020-02-25,3,0,129.83156679877843,175098.73788519885,False,35,312.49768024746106,350197.4757703977
35,2020-02-26,3,0,129.83156679877843,175098.73788519885,False,36,336.48800545929436,350197.4757703977
36,2020-02-27,3,0,129.83156679877843,175098.73788519885,False,37,362.3181514209384,350197.4757703977
37,2020-02-28,3,0,129.83156679877843,175098.73788519885,False,38,390.12891018568627,350197.4757703977
38,2020-02-29,3,0,129.83156679877843,175098.73788519885,False,39,420.07179944957073,350197.4757703977
39,2020-03-01,3,0,129.83156679877843,175098.73788519885,False,40,452.309871914515,350197.4757703977
40,2020-03-02,5,2,129.83156679877843,175098.73788519885,False,41,487.01858449310276,350197.4757703977
41,2020-03-03,5,2,129.83156679877843,175098.73788519885,False,42,524.3867315815226,350197.4757703977
42,2020-03-04,28,25,129.83156679877843,175098.73788519885,False,43,564.6174468935627,350197.4757703977
43,2020-03-05,30,27,129.83156679877843,175098.73788519885,False,44,607.9292786262098,350197.4757703977
44,2020-03-06,31,28,129.83156679877843,175098.73788519885,False,45,654.557343015896,350197.4757703977
45,2020-03-07,34,31,129.83156679877843,175098.73788519885,False,46,704.7545616429875,350197.4757703977
46,2020-03-08,39,36,129.83156679877843,175098.73788519885,False,47,758.7929881496252,350197.4757703977
47,2020-03-09,43,40,129.83156679877843,175098.73788519885,False,48,816.9652303510537,350197.4757703977
48,2020-03-10,56,52,129.83156679877843,175098.73788519885,False,49,879.5859740413044,350197.4757703977
49,2020-03-11,62,57,129.83156679877843,175098.73788519885,False,50,946.9936151180916,350197.4757703977
50,2020-03-12,73,68,129.83156679877843,175098.73788519885,False,51,1019.552006976155,350197.4757703977
51,2020-03-13,82,76,129.83156679877843,175098.73788519885,False,52,1097.6523304393604,350197.4757703977
52,2020-03-14,102,96,129.83156679877843,175098.73788519885,False,53,1181.7150938151858,350197.4757703977
53,2020-03-15,113,98,129.83156679877843,175098.73788519885,False,54,1272.1922709554506,350197.4757703977
54,2020-03-16,119,104,129.83156679877843,175098.73788519885,False,55,1369.5695854877408,350197.4757703977
55,2020-03-17,142,125,129.83156679877843,175098.73788519885,False,56,1474.3689496352818,350197.4757703977
56,2020-03-18,156,139,129.83156679877843,175098.73788519885,False,57,1587.151066259811,350197.4757703977
57,2020-03-19,194,175,129.83156679877843,175098.73788519885,False,58,1708.518202931444,350197.4757703977
58,2020-03-20,244,219,129.83156679877843,175098.73788519885,False,59,1839.1171469389947,350197.4757703977
59,2020-03-21,330,303,129.83156679877843,175098.73788519885,False,60,1979.6423501886268,350197.4757703977
60,2020-03-22,396,362,129.83156679877843,175098.73788519885,False,61,2130.839272880948,350197.4757703977
61,2020-03-23,499,462,129.83156679877843,175098.73788519885,False,62,2293.50793468638,350197.4757703977
62,2020-03-24,536,486,129.83156679877843,175098.73788519885,False,63,2468.506681832789,350197.4757703977
63,2020-03-25,657,602,129.83156679877843,175098.73788519885,False,64,2656.7561780510314,350197.4757703977
64,2020-03-26,727,662,129.83156679877843,175098.73788519885,False,65,2859.243626662629,350197.4757703977
65,2020-03-27,887,794,129.83156679877843,175098.73788519885,False,66,3077.027230204362,350197.4757703977
66,2020-03-28,987,879,129.83156679877843,175098.73788519885,False,67,3311.240892827149,350197.4757703977
67,2020-03-29,1024,902,129.83156679877843,175098.73788519885,False,68,3563.09916923631,350197.4757703977
68,2020-03-30,1251,1117,129.83156679877843,175098.73788519885,False,69,3833.902462106553,350197.4757703977
69,2020-03-31,1397,1239,129.83156679877843,175098.73788519885,False,70,4125.042467650783,350197.4757703977
70,2020-04-01,1998,1792,129.83156679877843,175098.73788519885,False,71,4438.007866284056,350197.4757703977
71,2020-04-02,2543,2280,129.83156679877843,175098.73788519885,False,72,4774.3902520326565,350197.4757703977
72,2020-04-03,2567,2303,129.83156679877843,175098.73788519885,False,73,5135.890290416149,350197.4757703977
73,2020-04-04,3082,2767,129.83156679877843,175098.73788519885,False,74,5524.324089893658,350197.4757703977
74,2020-04-05,3588,3260,129.83156679877843,175098.73788519885,False,75,5941.629766523293,350197.4757703977
75,2020-04-06,4778,4267,129.83156679877843,175098.73788519885,False,76,6389.874175138913,350197.4757703977
76,2020-04-07,5311,4740,129.83156679877843,175098.73788519885,False,77,6871.25977299793,350197.4757703977
77,2020-04-08,5916,5232,129.83156679877843,175098.73788519885,False,78,7388.131573390937,350197.4757703977
78,2020-04-09,6725,5879,129.83156679877843,175098.73788519885,False,79,7942.984137019592,350197.4757703977
79,2020-04-10,7598,6578,129.83156679877843,175098.73788519885,False,80,8538.468537933582,350197.4757703977
80,2020-04-11,8446,7189,129.83156679877843,175098.73788519885,False,81,9177.399228366312,350197.4757703977
81,2020-04-12,9205,7794,129.83156679877843,175098.73788519885,False,82,9862.760712825264,350197.4757703977
82,2020-04-13,10453,8914,129.83156679877843,175098.73788519885,False,83,10597.713926194127,350197.4757703977
83,2020-04-14,11487,9735,129.83156679877843,175098.73788519885,False,84,11385.602193329438,350197.4757703977
84,2020-04-15,12322,10485,129.83156679877843,175098.73788519885,False,85,12229.956628655013,350197.4757703977
85,2020-04-16,13430,11214,129.83156679877843,175098.73788519885,False,86,13134.500813583823,350197.4757703977
86,2020-04-17,14352,11825,129.83156679877843,175098.73788519885,False,87,14103.154567296293,350197.4757703977
87,2020-04-18,15722,12738,129.83156679877843,175098.73788519885,False,88,15140.036602612785,350197.4757703977
88,2020-04-19,17615,14202,129.83156679877843,175098.73788519885,False,89,16249.465833639058,350197.4757703977
89,2020-04-20,18539,14674,129.83156679877843,175098.73788519885,False,90,17435.961075868214,350197.4757703977
90,2020-04-21,20080,15460,129.83156679877843,175098.73788519885,False,91,18704.238852950424,350197.4757703977
91,2020-04-22,21370,16319,129.83156679877843,175098.73788519885,False,92,20059.208998002505,350197.4757703977
92,2020-04-23,23077,17344,129.83156679877843,175098.73788519885,False,93,21505.967711910813,350197.4757703977
93,2020-04-24,24530,18252,129.83156679877843,175098.73788519885,False,94,23049.787717567306,350197.4757703977
94,2020-04-25,26283,19519,129.83156679877843,175098.73788519885,False,95,24696.105128577026,350197.4757703977
95,2020-04-26,27890,20486,129.83156679877843,175098.73788519885,False,96,26450.502635128378,350197.4757703977
96,2020-04-27,29451,21375,129.83156679877843,175098.73788519885,False,97,28318.688600118785,350197.4757703977
97,2020-04-28,31324,22569,129.83156679877843,175098.73788519885,False,98,30306.471657221275,350197.4757703977
98,2020-04-29,33062,23546,129.83156679877843,175098.73788519885,False,99,32419.73041153933,350197.4757703977
99,2020-04-30,34863,24641,129.83156679877843,175098.73788519885,False,100,34664.3778652147,350197.4757703977
100,2020-05-01,37257,26027,129.83156679877843,175098.73788519885,False,101,37046.320227362485,350197.4757703977
101,2020-05-02,39699,27557,129.83156679877843,175098.73788519885,False,102,39571.409822612506,350197.4757703977
102,2020-05-03,42505,29339,129.83156679877843,175098.73788519885,False,103,42245.3918878972,350197.4757703977
103,2020-05-04,46437,32024,129.83156679877843,175098.73788519885,False,104,45073.8451453061,350197.4757703977
104,2020-05-05,49400,33565,129.83156679877843,175098.73788519885,False,105,48062.11616179952,350197.4757703977
105,2020-05-06,52987,35871,129.83156679877843,175098.73788519885,False,106,51215.24765570429,350197.4757703977
106,2020-05-07,56351,37686,129.83156679877843,175098.73788519885,False,107,54537.9010856893,350197.4757703977
107,2020-05-08,59695,39823,129.83156679877843,175098.73788519885,False,108,58034.27405967251,350197.4757703977
108,2020-05-09,62808,41406,129.83156679877843,175098.73788519885,False,109,61708.01332671892,350197.4757703977
109,2020-05-10,67161,43980,129.83156679877843,175098.73788519885,False,110,65562.1243605985,350197.4757703977
110,2020-05-11,70768,45925,129.83156679877843,175098.73788519885,False,111,69598.87880344938,350197.4757703977
111,2020-05-12,74292,47457,129.83156679877843,175098.73788519885,False,112,73819.72130394874,350197.4757703977
112,2020-05-13,78055,49104,129.83156679877843,175098.73788519885,False,113,78225.17754634477,350197.4757703977
113,2020-05-14,81997,51379,129.83156679877843,175098.73788519885,False,114,82814.76551233229,350197.4757703977
114,2020-05-15,85784,52773,129.83156679877843,175098.73788519885,False,115,87586.91223292872,350197.4757703977
115,2020-05-16,90648,53553,129.83156679877843,175098.73788519885,False,116,92538.87845672731,350197.4757703977
116,2020-05-17,95698,55878,129.83156679877843,175098.73788519885,False,117,97666.6937680992,350197.4757703977
117,2020-05-18,100328,57939,129.83156679877843,175098.73788519885,False,118,102965.10471833927,350197.4757703977
118,2020-05-19,106475,60864,129.83156679877843,175098.73788519885,False,119,108427.53847019056,350197.4757703977
119,2020-05-20,112028,63172,129.83156679877843,175098.73788519885,False,120,114046.08429021804,350197.4757703977
120,2020-05-21,118226,66089,129.83156679877843,175098.73788519885,False,121,119811.49494685892,350197.4757703977
121,2020-05-22,124794,69244,129.83156679877843,175098.73788519885,False,122,125713.20968277534,350197.4757703977
122,2020-05-23,131423,73170,129.83156679877843,175098.73788519885,False,123,131739.39993290463,350197.4757703977
123,2020-05-24,138536,76820,129.83156679877843,175098.73788519885,False,124,137877.0383659915,350197.4757703977
124,2020-05-25,144950,80072,129.83156679877843,175098.73788519885,False,125,144111.9911562835,350197.4757703977
125,2020-05-26,150793,82172,129.83156679877843,175098.73788519885,False,126,150429.1326692134,350197.4757703977
126,2020-05-27,158086,85803,129.83156679877843,175098.73788519885,False,127,156812.48100175412,350197.4757703977
127,2020-05-28,165386,89755,129.83156679877843,175098.73788519885,False,128,163245.35209027186,350197.4757703977
