,Report_Date,Saint Lucia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,78.18960812547881,20.30211667698852,False,1,0.0004704504436450444,0.035150255390343305
1,2020-01-23,0,78.18960812547881,20.30211667698852,False,2,0.0005450799340392653,0.035150255390343305
2,2020-01-24,0,78.18960812547881,20.30211667698852,False,3,0.0006315480235530832,0.035150255390343305
3,2020-01-25,0,78.18960812547881,20.30211667698852,False,4,0.0007317326256306784,0.035150255390343305
4,2020-01-26,0,78.18960812547881,20.30211667698852,False,5,0.0008478095186283038,0.035150255390343305
5,2020-01-27,0,78.18960812547881,20.30211667698852,False,6,0.0009822995842114497,0.035150255390343305
6,2020-01-28,0,78.18960812547881,20.30211667698852,False,7,0.0011381235347576696,0.035150255390343305
7,2020-01-29,0,78.18960812547881,20.30211667698852,False,8,0.0013186653161780524,0.035150255390343305
8,2020-01-30,0,78.18960812547881,20.30211667698852,False,9,0.0015278455602256063,0.035150255390343305
9,2020-01-31,0,78.18960812547881,20.30211667698852,False,10,0.001770206677593867,0.035150255390343305
10,2020-02-01,0,78.18960812547881,20.30211667698852,False,11,0.0020510114345514223,0.035150255390343305
11,2020-02-02,0,78.18960812547881,20.30211667698852,False,12,0.0023763571468475124,0.035150255390343305
12,2020-02-03,0,78.18960812547881,20.30211667698852,False,13,0.0027533079613173,0.035150255390343305
13,2020-02-04,0,78.18960812547881,20.30211667698852,False,14,0.0031900480851067715,0.035150255390343305
14,2020-02-05,0,78.18960812547881,20.30211667698852,False,15,0.0036960592728920946,0.035150255390343305
15,2020-02-06,0,78.18960812547881,20.30211667698852,False,16,0.004282326403276136,0.035150255390343305
16,2020-02-07,0,78.18960812547881,20.30211667698852,False,17,0.004961575577488206,0.035150255390343305
17,2020-02-08,0,78.18960812547881,20.30211667698852,False,18,0.005748549868956163,0.035150255390343305
18,2020-02-09,0,78.18960812547881,20.30211667698852,False,19,0.006660328655415274,0.035150255390343305
19,2020-02-10,0,78.18960812547881,20.30211667698852,False,20,0.007716697392131225,0.035150255390343305
20,2020-02-11,0,78.18960812547881,20.30211667698852,False,21,0.008940575753965136,0.035150255390343305
21,2020-02-12,0,78.18960812547881,20.30211667698852,False,22,0.010358513306320545,0.035150255390343305
22,2020-02-13,0,78.18960812547881,20.30211667698852,False,23,0.012001263284173265,0.035150255390343305
23,2020-02-14,0,78.18960812547881,20.30211667698852,False,24,0.013904446691090838,0.035150255390343305
24,2020-02-15,0,78.18960812547881,20.30211667698852,False,25,0.016109320806332154,0.035150255390343305
25,2020-02-16,0,78.18960812547881,20.30211667698852,False,26,0.018663668341121507,0.035150255390343305
26,2020-02-17,0,78.18960812547881,20.30211667698852,False,27,0.021622825951859603,0.035150255390343305
27,2020-02-18,0,78.18960812547881,20.30211667698852,False,28,0.02505087363866495,0.035150255390343305
28,2020-02-19,0,78.18960812547881,20.30211667698852,False,29,0.029022009775732507,0.035150255390343305
29,2020-02-20,0,78.18960812547881,20.30211667698852,False,30,0.033622140181697575,0.035150255390343305
30,2020-02-21,0,78.18960812547881,20.30211667698852,False,31,0.03895071379128983,0.035150255390343305
31,2020-02-22,0,78.18960812547881,20.30211667698852,False,32,0.045122842181875865,0.035150255390343305
32,2020-02-23,0,78.18960812547881,20.30211667698852,False,33,0.052271745485383686,0.035150255390343305
33,2020-02-24,0,78.18960812547881,20.30211667698852,False,34,0.06055157311681512,0.035150255390343305
34,2020-02-25,0,78.18960812547881,20.30211667698852,False,35,0.07014065430289997,0.035150255390343305
35,2020-02-26,0,78.18960812547881,20.30211667698852,False,36,0.08124524060732853,0.035150255390343305
36,2020-02-27,0,78.18960812547881,20.30211667698852,False,37,0.09410381050198215,0.035150255390343305
37,2020-02-28,0,78.18960812547881,20.30211667698852,False,38,0.1089920144625994,0.035150255390343305
38,2020-02-29,0,78.18960812547881,20.30211667698852,False,39,0.1262283479452317,0.035150255390343305
39,2020-03-01,0,78.18960812547881,20.30211667698852,False,40,0.14618064871044037,0.035150255390343305
40,2020-03-02,0,78.18960812547881,20.30211667698852,False,41,0.16927352396556344,0.035150255390343305
41,2020-03-03,0,78.18960812547881,20.30211667698852,False,42,0.19599682118261247,0.035150255390343305
42,2020-03-04,0,78.18960812547881,20.30211667698852,False,43,0.22691526348365612,0.035150255390343305
43,2020-03-05,0,78.18960812547881,20.30211667698852,False,44,0.26267937512698686,0.035150255390343305
44,2020-03-06,0,78.18960812547881,20.30211667698852,False,45,0.30403782343817004,0.035150255390343305
45,2020-03-07,0,78.18960812547881,20.30211667698852,False,46,0.3518512985574428,0.035150255390343305
46,2020-03-08,0,78.18960812547881,20.30211667698852,False,47,0.40710803900993164,0.035150255390343305
47,2020-03-09,0,78.18960812547881,20.30211667698852,False,48,0.4709410859177455,0.035150255390343305
