,Report_Date,Poland_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
58,2020-03-20,425,419,97.24409667492405,11787.29710898336,True,59,1344.4532968477133,22445.548479978905
59,2020-03-21,536,530,97.24409667492405,11787.29710898336,True,60,1440.532438924843,22445.548479978905
60,2020-03-22,634,626,97.24409667492405,11787.29710898336,True,61,1543.0011379565092,22445.548479978905
61,2020-03-23,749,740,97.24409667492405,11787.29710898336,True,62,1652.214611041321,22445.548479978905
62,2020-03-24,901,890,97.24409667492405,11787.29710898336,True,63,1768.5376849953343,22445.548479978905
63,2020-03-25,1051,1030,97.24409667492405,11787.29710898336,True,64,1892.3434759650327,22445.548479978905
64,2020-03-26,1221,1198,97.24409667492405,11787.29710898336,True,65,2024.011784814377,22445.548479978905
65,2020-03-27,1389,1366,97.24409667492405,11787.29710898336,True,66,2163.9271829876006,22445.548479978905
66,2020-03-28,1638,1613,97.24409667492405,11787.29710898336,True,67,2312.4767648206252,22445.548479978905
67,2020-03-29,1862,1833,97.24409667492405,11787.29710898336,True,68,2470.0475444762133,22445.548479978905
68,2020-03-30,2055,2017,97.24409667492405,11787.29710898336,True,69,2637.0234789711403,22445.548479978905
69,2020-03-31,2311,2271,97.24409667492405,11787.29710898336,True,70,2813.7821033056066,22445.548479978905
70,2020-04-01,2554,2464,97.24409667492405,11787.29710898336,True,71,3000.690769643321,22445.548479978905
71,2020-04-02,2946,2833,97.24409667492405,11787.29710898336,True,72,3198.1024899502972,22445.548479978905
72,2020-04-03,3383,3256,97.24409667492405,11787.29710898336,True,73,3406.3513905720274,22445.548479978905
73,2020-04-04,3627,3432,97.24409667492405,11787.29710898336,True,74,3625.7477979513724,22445.548479978905
74,2020-04-05,4102,3874,97.24409667492405,11787.29710898336,True,75,3856.572987035664,22445.548479978905
75,2020-04-06,4413,4144,97.24409667492405,11787.29710898336,True,76,4099.07363777728,22445.548479978905
76,2020-04-07,4848,4528,97.24409667492405,11787.29710898336,True,77,4353.456060281561,22445.548479978905
77,2020-04-08,5205,4824,97.24409667492405,11787.29710898336,True,78,4619.880265265099,22445.548479978905
78,2020-04-09,5575,5117,97.24409667492405,11787.29710898336,True,79,4898.453973093058,22445.548479978905
79,2020-04-10,5955,5456,97.24409667492405,11787.29710898336,True,80,5189.226671168513,22445.548479978905
80,2020-04-11,6356,5773,97.24409667492405,11787.29710898336,True,81,5492.183845121401,22445.548479978905
81,2020-04-12,6674,6003,97.24409667492405,11787.29710898336,True,82,5807.241523243915,22445.548479978905
82,2020-04-13,6934,6202,97.24409667492405,11787.29710898336,True,83,6134.241285008159,22445.548479978905
83,2020-04-14,7202,6321,97.24409667492405,11787.29710898336,True,84,6472.945892296395,22445.548479978905
84,2020-04-15,7582,6628,97.24409667492405,11787.29710898336,True,85,6823.03570519557,22445.548479978905
85,2020-04-16,7918,6830,97.24409667492405,11787.29710898336,True,86,7184.106041950478,22445.548479978905
86,2020-04-17,8379,7181,97.24409667492405,11787.29710898336,True,87,7555.665634176823,22445.548479978905
87,2020-04-18,8742,7414,97.24409667492405,11787.29710898336,True,88,7937.136313179624,22445.548479978905
88,2020-04-19,9287,7887,97.24409667492405,11787.29710898336,True,89,8327.854040983406,22445.548479978905
89,2020-04-20,9593,8080,97.24409667492405,11787.29710898336,True,90,8727.071370613176,22445.548479978905
90,2020-04-21,9856,8158,97.24409667492405,11787.29710898336,True,91,9133.961384845803,22445.548479978905
91,2020-04-22,10169,8230,97.24409667492405,11787.29710898336,True,92,9547.623122099896,22445.548479978905
92,2020-04-23,10511,8317,97.24409667492405,11787.29710898336,True,93,9967.088453796016,22445.548479978905
93,2020-04-24,10892,8454,97.24409667492405,11787.29710898336,True,94,10391.330331223871,22445.548479978905
94,2020-04-25,11273,8623,97.24409667492405,11787.29710898336,True,95,10819.272273809209,22445.548479978905
95,2020-04-26,11617,8817,97.24409667492405,11787.29710898336,True,96,11249.798926953914,22445.548479978905
96,2020-04-27,11902,8874,97.24409667492405,11787.29710898336,True,97,11681.767478611508,22445.548479978905
97,2020-04-28,12218,8967,97.24409667492405,11787.29710898336,True,98,12114.019691588692,22445.548479978905
98,2020-04-29,12640,8991,97.24409667492405,11787.29710898336,True,99,12545.394285049488,22445.548479978905
99,2020-04-30,12877,8997,97.24409667492405,11787.29710898336,True,100,12974.739385201392,22445.548479978905
100,2020-05-01,13105,8963,97.24409667492405,11787.29710898336,True,101,13400.924762455497,22445.548479978905
101,2020-05-02,13375,8949,97.24409667492405,11787.29710898336,True,102,13822.853580632998,22445.548479978905
102,2020-05-03,13693,9070,97.24409667492405,11787.29710898336,True,103,14239.473402551297,22445.548479978905
103,2020-05-04,14006,9213,97.24409667492405,11787.29710898336,True,104,14649.78622446972,22445.548479978905
104,2020-05-05,14431,9435,97.24409667492405,11787.29710898336,True,105,15052.857347797455,22445.548479978905
105,2020-05-06,14740,9352,97.24409667492405,11787.29710898336,True,106,15447.822938166937,22445.548479978905
106,2020-05-07,15047,9430,97.24409667492405,11787.29710898336,True,107,15833.89616722461,22445.548479978905
107,2020-05-08,15366,9406,97.24409667492405,11787.29710898336,True,108,16210.371878989143,22445.548479978905
108,2020-05-09,15651,9429,97.24409667492405,11787.29710898336,True,109,16576.629768168288,22445.548479978905
109,2020-05-10,15996,9498,97.24409667492405,11787.29710898336,True,110,16932.136100430413,22445.548479978905
110,2020-05-11,16326,9699,97.24409667492405,11787.29710898336,True,111,17276.444042655425,22445.548479978905
111,2020-05-12,16921,9951,97.24409667492405,11787.29710898336,True,112,17609.192703408567,22445.548479978905
112,2020-05-13,17204,9933,97.24409667492405,11787.29710898336,True,113,17930.10500949787,22445.548479978905
113,2020-05-14,17615,10036,97.24409667492405,11787.29710898336,True,114,18238.98456313529,22445.548479978905
114,2020-05-15,18016,10191,97.24409667492405,11787.29710898336,True,115,18535.711635967633,22445.548479978905
115,2020-05-16,18257,10167,97.24409667492405,11787.29710898336,True,116,18820.238461462843,22445.548479978905
116,2020-05-17,18529,10153,97.24409667492405,11787.29710898336,True,117,19092.58398648441,22445.548479978905
117,2020-05-18,18885,10321,97.24409667492405,11787.29710898336,True,118,19352.828237205747,22445.548479978905
118,2020-05-19,19268,10417,97.24409667492405,11787.29710898336,True,119,19601.106444757756,22445.548479978905
119,2020-05-20,19739,10594,97.24409667492405,11787.29710898336,True,120,19837.603063157134,22445.548479978905
120,2020-05-21,20143,10719,97.24409667492405,11787.29710898336,True,121,20062.545797094182,22445.548479978905
121,2020-05-22,20619,10906,97.24409667492405,11787.29710898336,True,122,20276.199740960976,22445.548479978905
122,2020-05-23,20931,10961,97.24409667492405,11787.29710898336,True,123,20478.861713861454,22445.548479978905
123,2020-05-24,21326,11136,97.24409667492405,11787.29710898336,True,124,20670.854858927494,22445.548479978905
124,2020-05-25,21631,11348,97.24409667492405,11787.29710898336,True,125,20852.523559597234,22445.548479978905
125,2020-05-26,22074,11030,97.24409667492405,11787.29710898336,True,126,21024.22871099069,22445.548479978905
126,2020-05-27,22473,11115,97.24409667492405,11787.29710898336,True,127,21186.34337141427,22445.548479978905
127,2020-05-28,22825,11227,97.24409667492405,11787.29710898336,True,128,21339.248807502277,22445.548479978905
