,Report_Date,Luxembourg_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,68.25260095495811,1845.2283780793578,True,1,0.043684992081205326,3612.5805257030606
1,2020-01-23,0,68.25260095495811,1845.2283780793578,True,2,0.05171167415658323,3612.5805257030606
2,2020-01-24,0,68.25260095495811,1845.2283780793578,True,3,0.06121315463306073,3612.5805257030606
3,2020-01-25,0,68.25260095495811,1845.2283780793578,True,4,0.0724603987136646,3612.5805257030606
4,2020-01-26,0,68.25260095495811,1845.2283780793578,True,5,0.08577415219040264,3612.5805257030606
5,2020-01-27,0,68.25260095495811,1845.2283780793578,True,6,0.10153408534479529,3612.5805257030606
6,2020-01-28,0,68.25260095495811,1845.2283780793578,True,7,0.12018961580311614,3612.5805257030606
7,2020-01-29,0,68.25260095495811,1845.2283780793578,True,8,0.1422727183727177,3612.5805257030606
8,2020-01-30,0,68.25260095495811,1845.2283780793578,True,9,0.1684130862952045,3612.5805257030606
9,2020-01-31,0,68.25260095495811,1845.2283780793578,True,10,0.19935607505094602,3612.5805257030606
10,2020-02-01,0,68.25260095495811,1845.2283780793578,True,11,0.23598393869782613,3612.5805257030606
11,2020-02-02,0,68.25260095495811,1845.2283780793578,True,12,0.2793409619152435,3612.5805257030606
12,2020-02-03,0,68.25260095495811,1845.2283780793578,True,13,0.3306632010276751,3612.5805257030606
13,2020-02-04,0,68.25260095495811,1845.2283780793578,True,14,0.3914136773255101,3612.5805257030606
14,2020-02-05,0,68.25260095495811,1845.2283780793578,True,15,0.4633240195318137,3612.5805257030606
15,2020-02-06,0,68.25260095495811,1845.2283780793578,True,16,0.5484437334349017,3612.5805257030606
16,2020-02-07,0,68.25260095495811,1845.2283780793578,True,17,0.6491984903686532,3612.5805257030606
17,2020-02-08,0,68.25260095495811,1845.2283780793578,True,18,0.7684590780260355,3612.5805257030606
18,2020-02-09,0,68.25260095495811,1845.2283780793578,True,19,0.9096229535977503,3612.5805257030606
19,2020-02-10,0,68.25260095495811,1845.2283780793578,True,20,1.0767106880259654,3612.5805257030606
20,2020-02-11,0,68.25260095495811,1845.2283780793578,True,21,1.2744799999867353,3612.5805257030606
21,2020-02-12,0,68.25260095495811,1845.2283780793578,True,22,1.5085605590545599,3612.5805257030606
22,2020-02-13,0,68.25260095495811,1845.2283780793578,True,23,1.7856133006991135,3612.5805257030606
23,2020-02-14,0,68.25260095495811,1845.2283780793578,True,24,2.1135186540637436,3612.5805257030606
24,2020-02-15,0,68.25260095495811,1845.2283780793578,True,25,2.501598851021168,3612.5805257030606
25,2020-02-16,0,68.25260095495811,1845.2283780793578,True,26,2.960880377220004,3612.5805257030606
26,2020-02-17,0,68.25260095495811,1845.2283780793578,True,27,3.5044036591558956,3612.5805257030606
27,2020-02-18,0,68.25260095495811,1845.2283780793578,True,28,4.147588272629065,3612.5805257030606
28,2020-02-19,0,68.25260095495811,1845.2283780793578,True,29,4.908663323771247,3612.5805257030606
29,2020-02-20,0,68.25260095495811,1845.2283780793578,True,30,5.80917420877329,3612.5805257030606
30,2020-02-21,0,68.25260095495811,1845.2283780793578,True,31,6.8745787131029354,3612.5805257030606
31,2020-02-22,0,68.25260095495811,1845.2283780793578,True,32,8.134947368619814,3612.5805257030606
32,2020-02-23,0,68.25260095495811,1845.2283780793578,True,33,9.625785138685753,3612.5805257030606
33,2020-02-24,0,68.25260095495811,1845.2283780793578,True,34,11.388993819219019,3612.5805257030606
34,2020-02-25,0,68.25260095495811,1845.2283780793578,True,35,13.473996970961258,3612.5805257030606
35,2020-02-26,0,68.25260095495811,1845.2283780793578,True,36,15.939051635962194,3612.5805257030606
36,2020-02-27,0,68.25260095495811,1845.2283780793578,True,37,18.852773379359633,3612.5805257030606
37,2020-02-28,0,68.25260095495811,1845.2283780793578,True,38,22.295903089591636,3612.5805257030606
38,2020-02-29,1,68.25260095495811,1845.2283780793578,True,39,26.36334510003299,3612.5805257030606
39,2020-03-01,1,68.25260095495811,1845.2283780793578,True,40,31.166506032939306,3612.5805257030606
40,2020-03-02,1,68.25260095495811,1845.2283780793578,True,41,36.8359615636417,3612.5805257030606
41,2020-03-03,1,68.25260095495811,1845.2283780793578,True,42,43.52447302296835,3612.5805257030606
42,2020-03-04,1,68.25260095495811,1845.2283780793578,True,43,51.410365995456125,3612.5805257030606
43,2020-03-05,1,68.25260095495811,1845.2283780793578,True,44,60.70126697240156,3612.5805257030606
44,2020-03-06,2,68.25260095495811,1845.2283780793578,True,45,71.63816928726997,3612.5805257030606
45,2020-03-07,2,68.25260095495811,1845.2283780793578,True,46,84.49976300698134,3612.5805257030606
46,2020-03-08,3,68.25260095495811,1845.2283780793578,True,47,99.60691159918564,3612.5805257030606
47,2020-03-09,3,68.25260095495811,1845.2283780793578,True,48,117.32708701293933,3612.5805257030606
48,2020-03-10,5,68.25260095495811,1845.2283780793578,True,49,138.0784801737771,3612.5805257030606
49,2020-03-11,7,68.25260095495811,1845.2283780793578,True,50,162.33338230433844,3612.5805257030606
50,2020-03-12,19,68.25260095495811,1845.2283780793578,True,51,190.62028232058097,3612.5805257030606
51,2020-03-13,34,68.25260095495811,1845.2283780793578,True,52,223.52394907878804,3612.5805257030606
52,2020-03-14,51,68.25260095495811,1845.2283780793578,True,53,261.6825734891383,3612.5805257030606
53,2020-03-15,59,68.25260095495811,1845.2283780793578,True,54,305.7808540845129,3612.5805257030606
54,2020-03-16,77,68.25260095495811,1845.2283780793578,True,55,356.5377551496997,3612.5805257030606
55,2020-03-17,140,68.25260095495811,1845.2283780793578,True,56,414.6876026044173,3612.5805257030606
56,2020-03-18,203,68.25260095495811,1845.2283780793578,True,57,480.95328381762585,3612.5805257030606
57,2020-03-19,335,68.25260095495811,1845.2283780793578,True,58,556.0106745838859,3612.5805257030606
58,2020-03-20,484,68.25260095495811,1845.2283780793578,True,59,640.4441240719599,3612.5805257030606
59,2020-03-21,670,68.25260095495811,1845.2283780793578,True,60,734.6939570618798,3612.5805257030606
60,2020-03-22,798,68.25260095495811,1845.2283780793578,True,61,838.9985061469814,3612.5805257030606
61,2020-03-23,875,68.25260095495811,1845.2283780793578,True,62,953.3350502591107,3612.5805257030606
62,2020-03-24,1099,68.25260095495811,1845.2283780793578,True,63,1077.3659318258694,3612.5805257030606
63,2020-03-25,1333,68.25260095495811,1845.2283780793578,True,64,1210.3976018367289,3612.5805257030606
64,2020-03-26,1453,68.25260095495811,1845.2283780793578,True,65,1351.3608346730314,3612.5805257030606
65,2020-03-27,1605,68.25260095495811,1845.2283780793578,True,66,1498.819331003052,3612.5805257030606
66,2020-03-28,1831,68.25260095495811,1845.2283780793578,True,67,1651.0111075419668,3612.5805257030606
67,2020-03-29,1950,68.25260095495811,1845.2283780793578,True,68,1805.9226445727527,3612.5805257030606
68,2020-03-30,1988,68.25260095495811,1845.2283780793578,True,69,1961.3904790503034,3612.5805257030606
69,2020-03-31,2178,68.25260095495811,1845.2283780793578,True,70,2115.2199926463863,3612.5805257030606
70,2020-04-01,2319,68.25260095495811,1845.2283780793578,True,71,2265.307848071155,3612.5805257030606
71,2020-04-02,2487,68.25260095495811,1845.2283780793578,True,72,2409.753809338054,3612.5805257030606
72,2020-04-03,2612,68.25260095495811,1845.2283780793578,True,73,2546.949752428775,3612.5805257030606
73,2020-04-04,2729,68.25260095495811,1845.2283780793578,True,74,2675.637931780669,3612.5805257030606
74,2020-04-05,2804,68.25260095495811,1845.2283780793578,True,75,2794.9358434646874,3612.5805257030606
