,ds,yhat,yhat_lower,yhat_upper,y,y_hill,y_hill_b1,yhat_b1,yhat_b1_lower,yhat_b1_upper,current_date,fastest_growth_day,growth_stabilized,current_day,cap
0,2020-01-22,-2.06983581854408,-103.02698654376042,97.43268887497997,0.0,1.4238786224771893e-20,1.0552591068994566e-21,861.8523669498934,-672.5474491103936,2475.7580346113737,2020-04-24,68.14720142957843,True,94,3646.587544551988
1,2020-01-23,3.4203334580340052,-91.31460434403508,99.5299831358567,0.0,1.0055406111840734e-16,1.1534668289125565e-17,906.7263519060989,-759.5879978852729,2672.341236513796,2020-04-24,68.14720142957843,True,94,3646.587544551988
2,2020-01-24,10.377895892828443,-94.28697270110858,115.65995412590784,0.0,1.7942269307273388e-14,2.657428411754053e-15,951.7544714625785,-703.2176206218933,2652.842400393314,2020-04-24,68.14720142957843,True,94,3646.587544551988
3,2020-01-25,15.700569864037762,-90.53602053482192,116.91441563830175,0.0,7.10111033889504e-13,1.2608142556673102e-13,1001.782419713695,-590.4780559241509,2715.420103403048,2020-04-24,68.14720142957843,True,94,3646.587544551988
4,2020-01-26,3.3820683101495717,-90.72344789726463,97.56566905084281,0.0,1.2314134228543004e-11,2.5165451327188757e-12,1029.0421024175218,-488.6423194887942,2760.5974143193375,2020-04-24,68.14720142957843,True,94,3646.587544551988
5,2020-01-27,-21.625016971454798,-123.4050455155604,88.66306446137764,0.0,1.2670799435050386e-10,2.904742070574811e-11,825.3574141022152,-843.9647737709893,2488.7333241230117,2020-04-24,68.14720142957843,True,94,3646.587544551988
6,2020-01-28,-8.999256297555062,-100.66067165812723,93.70746074181596,0.0,9.094443575560237e-10,2.2975863260671263e-10,877.0625306237737,-793.9604878656295,2667.9379386726946,2020-04-24,68.14720142957843,True,94,3646.587544551988
7,2020-01-29,-2.0317661191277714,-105.35485136894492,93.6099406583018,0.0,5.0147917930150424e-09,1.3781519740727645e-09,852.8773746058066,-838.6222061056577,2505.4300254813465,2020-04-24,68.14720142957843,True,94,3646.587544551988
8,2020-01-30,3.4661633669034217,-100.62709560046319,99.75823146744023,0.0,2.2609021781129517e-08,6.692124917389702e-09,897.7599178483748,-891.3153878975819,2486.4490309466887,2020-04-24,68.14720142957843,True,94,3646.587544551988
9,2020-01-31,10.433067827023491,-102.07983419783953,113.57163612076937,0.0,8.696220213301846e-08,2.7507474847184462e-08,942.7965994796687,-670.7532955325378,2541.1401690783414,2020-04-24,68.14720142957843,True,94,3646.587544551988
10,2020-02-01,15.766988052906537,-82.44504954194576,118.79478372435159,0.0,2.9415179654068196e-07,9.880496776451586e-08,992.8331135271084,-648.987373869854,2637.309586711578,2020-04-24,68.14720142957843,True,94,3646.587544551988
