,Report_Date,Trinidad and Tobago_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
57,2020-03-19,9,66.25672016051486,65.51924454276198,True,58,25.207387089333906,126.1795086514537
58,2020-03-20,9,66.25672016051486,65.51924454276198,True,59,28.93477427352989,126.1795086514537
59,2020-03-21,49,66.25672016051486,65.51924454276198,True,60,33.04124830183072,126.1795086514537
60,2020-03-22,50,66.25672016051486,65.51924454276198,True,61,37.51638051406747,126.1795086514537
61,2020-03-23,51,66.25672016051486,65.51924454276198,True,62,42.33578024113369,126.1795086514537
62,2020-03-24,57,66.25672016051486,65.51924454276198,True,63,47.4601052945349,126.1795086514537
63,2020-03-25,60,66.25672016051486,65.51924454276198,True,64,52.83523161247357,126.1795086514537
64,2020-03-26,65,66.25672016051486,65.51924454276198,True,65,58.39379602477493,126.1795086514537
65,2020-03-27,66,66.25672016051486,65.51924454276198,True,66,64.05813555572111,126.1795086514537
66,2020-03-28,74,66.25672016051486,65.51924454276198,True,67,69.74441162507615,126.1795086514537
67,2020-03-29,78,66.25672016051486,65.51924454276198,True,68,75.36748326529559,126.1795086514537
68,2020-03-30,82,66.25672016051486,65.51924454276198,True,69,80.84594185676659,126.1795086514537
69,2020-03-31,87,66.25672016051486,65.51924454276198,True,70,86.10668627553238,126.1795086514537
70,2020-04-01,90,66.25672016051486,65.51924454276198,True,71,91.08851214064634,126.1795086514537
71,2020-04-02,94,66.25672016051486,65.51924454276198,True,72,95.7443830304641,126.1795086514537
72,2020-04-03,98,66.25672016051486,65.51924454276198,True,73,100.04228886827809,126.1795086514537
73,2020-04-04,103,66.25672016051486,65.51924454276198,True,74,103.96481582311547,126.1795086514537
74,2020-04-05,104,66.25672016051486,65.51924454276198,True,75,107.50770750761951,126.1795086514537
