,Report_Date,Albania_cases,peak_day,cap,growth_stabilized,timestep,func_logistic
0,2020-01-22,0,68.30886091021227,218.3290447922213,True,1,0.00516812865162235
1,2020-01-23,0,68.30886091021227,218.3290447922213,True,2,0.006116870954899942
2,2020-01-24,0,68.30886091021227,218.3290447922213,True,3,0.00723977630532683
3,2020-01-25,0,68.30886091021227,218.3290447922213,True,4,0.008568815100649775
4,2020-01-26,0,68.30886091021227,218.3290447922213,True,5,0.010141825949689941
5,2020-01-27,0,68.30886091021227,218.3290447922213,True,6,0.012003592604677739
6,2020-01-28,0,68.30886091021227,218.3290447922213,True,7,0.014207118457332748
7,2020-01-29,0,68.30886091021227,218.3290447922213,True,8,0.01681513481196396
8,2020-01-30,0,68.30886091021227,218.3290447922213,True,9,0.019901885774746032
9,2020-01-31,0,68.30886091021227,218.3290447922213,True,10,0.023555240431726163
10,2020-02-01,0,68.30886091021227,218.3290447922213,True,11,0.027879192247163377
11,2020-02-02,0,68.30886091021227,218.3290447922213,True,12,0.03299681655525289
12,2020-02-03,0,68.30886091021227,218.3290447922213,True,13,0.039053769944046995
13,2020-02-04,0,68.30886091021227,218.3290447922213,True,14,0.04622243059499798
14,2020-02-05,0,68.30886091021227,218.3290447922213,True,15,0.05470679666076233
15,2020-02-06,0,68.30886091021227,218.3290447922213,True,16,0.06474828102434067
16,2020-02-07,0,68.30886091021227,218.3290447922213,True,17,0.07663256585262537
17,2020-02-08,0,68.30886091021227,218.3290447922213,True,18,0.09069770989900856
18,2020-02-09,0,68.30886091021227,218.3290447922213,True,19,0.1073437362915314
19,2020-02-10,0,68.30886091021227,218.3290447922213,True,20,0.12704396945408328
20,2020-02-11,0,68.30886091021227,218.3290447922213,True,21,0.15035843787144587
21,2020-02-12,0,68.30886091021227,218.3290447922213,True,22,0.17794971579477536
22,2020-02-13,0,68.30886091021227,218.3290447922213,True,23,0.21060164302080991
23,2020-02-14,0,68.30886091021227,218.3290447922213,True,24,0.24924143905886198
24,2020-02-15,0,68.30886091021227,218.3290447922213,True,25,0.29496581798159305
25,2020-02-16,0,68.30886091021227,218.3290447922213,True,26,0.3490718148465452
26,2020-02-17,0,68.30886091021227,218.3290447922213,True,27,0.4130931557017955
27,2020-02-18,0,68.30886091021227,218.3290447922213,True,28,0.48884314283462976
28,2020-02-19,0,68.30886091021227,218.3290447922213,True,29,0.5784651870238285
29,2020-02-20,0,68.30886091021227,218.3290447922213,True,30,0.6844923008381807
30,2020-02-21,0,68.30886091021227,218.3290447922213,True,31,0.8099170727420638
31,2020-02-22,0,68.30886091021227,218.3290447922213,True,32,0.9582738713294958
32,2020-02-23,0,68.30886091021227,218.3290447922213,True,33,1.133735281409637
33,2020-02-24,0,68.30886091021227,218.3290447922213,True,34,1.3412250456995427
34,2020-02-25,0,68.30886091021227,218.3290447922213,True,35,1.5865500709929994
35,2020-02-26,0,68.30886091021227,218.3290447922213,True,36,1.876554344396409
36,2020-02-27,0,68.30886091021227,218.3290447922213,True,37,2.2192978749935586
37,2020-02-28,0,68.30886091021227,218.3290447922213,True,38,2.6242640005364644
38,2020-02-29,0,68.30886091021227,218.3290447922213,True,39,3.1025985349480276
39,2020-03-01,0,68.30886091021227,218.3290447922213,True,40,3.667384219038661
40,2020-03-02,0,68.30886091021227,218.3290447922213,True,41,4.333953686879174
41,2020-03-03,0,68.30886091021227,218.3290447922213,True,42,5.120243553305143
42,2020-03-04,0,68.30886091021227,218.3290447922213,True,43,6.047191100870803
43,2020-03-05,0,68.30886091021227,218.3290447922213,True,44,7.139173181105624
44,2020-03-06,0,68.30886091021227,218.3290447922213,True,45,8.424484066326219
45,2020-03-07,0,68.30886091021227,218.3290447922213,True,46,9.935844746109302
46,2020-03-08,0,68.30886091021227,218.3290447922213,True,47,11.71093013930988
47,2020-03-09,2,68.30886091021227,218.3290447922213,True,48,13.792892416637299
48,2020-03-10,10,68.30886091021227,218.3290447922213,True,49,16.2308476154642
49,2020-03-11,12,68.30886091021227,218.3290447922213,True,50,19.080278562062936
50,2020-03-12,23,68.30886091021227,218.3290447922213,True,51,22.403289594810037
51,2020-03-13,33,68.30886091021227,218.3290447922213,True,52,26.26862794656979
52,2020-03-14,38,68.30886091021227,218.3290447922213,True,53,30.751363915455038
53,2020-03-15,42,68.30886091021227,218.3290447922213,True,54,35.93209937222408
54,2020-03-16,51,68.30886091021227,218.3290447922213,True,55,41.895555698307255
55,2020-03-17,55,68.30886091021227,218.3290447922213,True,56,48.7283841132768
56,2020-03-18,59,68.30886091021227,218.3290447922213,True,57,56.516052155655295
57,2020-03-19,64,68.30886091021227,218.3290447922213,True,58,65.33870046330176
58,2020-03-20,70,68.30886091021227,218.3290447922213,True,59,75.26594508358727
59,2020-03-21,76,68.30886091021227,218.3290447922213,True,60,86.350730817041
60,2020-03-22,89,68.30886091021227,218.3290447922213,True,61,98.62252151664481
61,2020-03-23,104,68.30886091021227,218.3290447922213,True,62,112.08033118002331
62,2020-03-24,123,68.30886091021227,218.3290447922213,True,63,126.68632344613818
63,2020-03-25,146,68.30886091021227,218.3290447922213,True,64,142.3608846898963
64,2020-03-26,174,68.30886091021227,218.3290447922213,True,65,158.98014127640653
65,2020-03-27,186,68.30886091021227,218.3290447922213,True,66,176.37678150922656
66,2020-03-28,197,68.30886091021227,218.3290447922213,True,67,194.34472235293904
67,2020-03-29,212,68.30886091021227,218.3290447922213,True,68,212.6476488207611
68,2020-03-30,223,68.30886091021227,218.3290447922213,True,69,231.0308349880425
