,Report_Date,Lithuania_cases,fastest_grow_day,cap,growth_stabilized,timestep,res_func_logistic
0,2020-01-22,0,76.78977073451254,983.2606501123447,False,1,0.02293033236376802
1,2020-01-23,0,76.78977073451254,983.2606501123447,False,2,0.026637975023004575
2,2020-01-24,0,76.78977073451254,983.2606501123447,False,3,0.030945103008132094
3,2020-01-25,0,76.78977073451254,983.2606501123447,False,4,0.03594864325188549
4,2020-01-26,0,76.78977073451254,983.2606501123447,False,5,0.04176119302784093
5,2020-01-27,0,76.78977073451254,983.2606501123447,False,6,0.048513552998049915
6,2020-01-28,0,76.78977073451254,983.2606501123447,False,7,0.056357669576846806
7,2020-01-29,0,76.78977073451254,983.2606501123447,False,8,0.06547005270317671
8,2020-01-30,0,76.78977073451254,983.2606501123447,False,9,0.07605574576852422
9,2020-01-31,0,76.78977073451254,983.2606501123447,False,10,0.08835293681388702
10,2020-02-01,0,76.78977073451254,983.2606501123447,False,11,0.10263831446008584
11,2020-02-02,0,76.78977073451254,983.2606501123447,False,12,0.11923328868664802
12,2020-02-03,0,76.78977073451254,983.2606501123447,False,13,0.13851121589035303
13,2020-02-04,0,76.78977073451254,983.2606501123447,False,14,0.16090579005660008
14,2020-02-05,0,76.78977073451254,983.2606501123447,False,15,0.18692078785114752
15,2020-02-06,0,76.78977073451254,983.2606501123447,False,16,0.21714138554666873
16,2020-02-07,0,76.78977073451254,983.2606501123447,False,17,0.25224730058265754
17,2020-02-08,0,76.78977073451254,983.2606501123447,False,18,0.2930280509592384
18,2020-02-09,0,76.78977073451254,983.2606501123447,False,19,0.3404006724348544
19,2020-02-10,0,76.78977073451254,983.2606501123447,False,20,0.39543028760657256
20,2020-02-11,0,76.78977073451254,983.2606501123447,False,21,0.4593539835088982
21,2020-02-12,0,76.78977073451254,983.2606501123447,False,22,0.533608526633922
22,2020-02-13,0,76.78977073451254,983.2606501123447,False,23,0.6198625276813201
23,2020-02-14,0,76.78977073451254,983.2606501123447,False,24,0.7200537645023067
24,2020-02-15,0,76.78977073451254,983.2606501123447,False,25,0.8364324824129401
25,2020-02-16,0,76.78977073451254,983.2606501123447,False,26,0.9716116183285237
26,2020-02-17,0,76.78977073451254,983.2606501123447,False,27,1.1286250412275538
27,2020-02-18,0,76.78977073451254,983.2606501123447,False,28,1.3109950687046272
28,2020-02-19,0,76.78977073451254,983.2606501123447,False,29,1.522810710406889
29,2020-02-20,0,76.78977073451254,983.2606501123447,False,30,1.7688183066896992
30,2020-02-21,0,76.78977073451254,983.2606501123447,False,31,2.0545264776514145
31,2020-02-22,0,76.78977073451254,983.2606501123447,False,32,2.3863275765272216
32,2020-02-23,0,76.78977073451254,983.2606501123447,False,33,2.771638154702406
33,2020-02-24,0,76.78977073451254,983.2606501123447,False,34,3.2190612952959095
34,2020-02-25,0,76.78977073451254,983.2606501123447,False,35,3.7385740594138537
35,2020-02-26,0,76.78977073451254,983.2606501123447,False,36,4.341743713386087
36,2020-02-27,0,76.78977073451254,983.2606501123447,False,37,5.041976863987254
37,2020-02-28,1,76.78977073451254,983.2606501123447,False,38,5.854806115989802
38,2020-02-29,1,76.78977073451254,983.2606501123447,False,39,6.798219371958072
39,2020-03-01,1,76.78977073451254,983.2606501123447,False,40,7.8930374010292415
40,2020-03-02,1,76.78977073451254,983.2606501123447,False,41,9.163345785622965
41,2020-03-03,1,76.78977073451254,983.2606501123447,False,42,10.636987774440234
42,2020-03-04,1,76.78977073451254,983.2606501123447,False,43,12.346124872213808
43,2020-03-05,1,76.78977073451254,983.2606501123447,False,44,14.327872105191977
44,2020-03-06,1,76.78977073451254,983.2606501123447,False,45,16.625014711653435
45,2020-03-07,1,76.78977073451254,983.2606501123447,False,46,19.286812377798423
46,2020-03-08,1,76.78977073451254,983.2606501123447,False,47,22.36989588408902
47,2020-03-09,1,76.78977073451254,983.2606501123447,False,48,25.93925890167117
48,2020-03-10,1,76.78977073451254,983.2606501123447,False,49,30.069344370824346
49,2020-03-11,3,76.78977073451254,983.2606501123447,False,50,34.84522001232421
50,2020-03-12,3,76.78977073451254,983.2606501123447,False,51,40.363830590136
51,2020-03-13,6,76.78977073451254,983.2606501123447,False,52,46.73530499395816
52,2020-03-14,8,76.78977073451254,983.2606501123447,False,53,54.08428340050952
53,2020-03-15,12,76.78977073451254,983.2606501123447,False,54,62.55121301796556
54,2020-03-16,17,76.78977073451254,983.2606501123447,False,55,72.29353955824068
55,2020-03-17,25,76.78977073451254,983.2606501123447,False,56,83.48669509954793
56,2020-03-18,27,76.78977073451254,983.2606501123447,False,57,96.32475121114398
57,2020-03-19,36,76.78977073451254,983.2606501123447,False,58,111.02056953916602
58,2020-03-20,49,76.78977073451254,983.2606501123447,False,59,127.8052419217248
59,2020-03-21,83,76.78977073451254,983.2606501123447,False,60,146.92657143326514
60,2020-03-22,143,76.78977073451254,983.2606501123447,False,61,168.64630954448074
61,2020-03-23,179,76.78977073451254,983.2606501123447,False,62,193.23584045722296
62,2020-03-24,209,76.78977073451254,983.2606501123447,False,63,220.97000229881542
63,2020-03-25,274,76.78977073451254,983.2606501123447,False,64,252.11876986740205
64,2020-03-26,299,76.78977073451254,983.2606501123447,False,65,286.936610683648
65,2020-03-27,358,76.78977073451254,983.2606501123447,False,66,325.64948070125223
66,2020-03-28,394,76.78977073451254,983.2606501123447,False,67,368.43965948225883
67,2020-03-29,460,76.78977073451254,983.2606501123447,False,68,415.4289383746495
68,2020-03-30,491,76.78977073451254,983.2606501123447,False,69,466.6610538309624
69,2020-03-31,537,76.78977073451254,983.2606501123447,False,70,522.0846627881215
