,ds,yhat,yhat_lower,yhat_upper,y,current_date,fastest_growth_day,growth_stabilized,current_day
0,2020-01-22,2.001329814878713,-157.4244383379293,161.52696583252543,0.0,2020-04-01,79.25133891199772,False,71
1,2020-01-23,28.243883388097988,-118.78027313664064,187.05409439216595,0.0,2020-04-01,79.25133891199772,False,71
2,2020-01-24,12.916695270927871,-140.7206651966297,167.49327251607556,0.0,2020-04-01,79.25133891199772,False,71
3,2020-01-25,17.587132710192872,-134.18962922862292,183.38822848450926,0.0,2020-04-01,79.25133891199772,False,71
4,2020-01-26,16.478478210046692,-135.9737739403841,171.27953315846958,0.0,2020-04-01,79.25133891199772,False,71
5,2020-01-27,-22.846547162569706,-172.14760421929648,132.8534098117166,0.0,2020-04-01,79.25133891199772,False,71
6,2020-01-28,-54.30129445959603,-209.21837490076453,99.11257805385092,0.0,2020-04-01,79.25133891199772,False,71
7,2020-01-29,2.019316990090695,-149.8433827377545,153.38993540522162,0.0,2020-04-01,79.25133891199772,False,71
8,2020-01-30,28.265931146209937,-116.72114782471634,181.32265396790368,0.0,2020-04-01,79.25133891199772,False,71
9,2020-01-31,12.943720281988341,-130.87392352012304,167.5287943652401,0.0,2020-04-01,79.25133891199772,False,71
10,2020-02-01,17.62025858000139,-141.27663172917164,165.07868437719844,0.0,2020-04-01,79.25133891199772,False,71
11,2020-02-02,16.51908219519251,-142.31140018087632,173.15835838702984,0.0,2020-04-01,79.25133891199772,False,71
12,2020-02-03,-22.796776894322758,-182.43461387724795,143.584772555163,0.0,2020-04-01,79.25133891199772,False,71
13,2020-02-04,-54.24028864397458,-213.3859261726846,105.06280016223157,0.0,2020-04-01,79.25133891199772,False,71
14,2020-02-05,2.0940947447316995,-155.64975692362648,153.0082784789004,0.0,2020-04-01,79.25133891199772,False,71
15,2020-02-06,28.357589807537046,-130.20836274153274,182.00383478566283,0.0,2020-04-01,79.25133891199772,False,71
16,2020-02-07,13.056070646648744,-140.40593066868726,160.842699792723,0.0,2020-04-01,79.25133891199772,False,71
17,2020-02-08,17.757971701959043,-140.51462465155706,171.1377739078096,0.0,2020-04-01,79.25133891199772,False,71
18,2020-02-09,16.687883574360704,-146.4763251689067,172.45394866257664,0.0,2020-04-01,79.25133891199772,False,71
19,2020-02-10,-22.589869291689585,-181.2155278153617,129.27272038379846,0.0,2020-04-01,79.25133891199772,False,71
20,2020-02-11,-53.98667264270798,-199.59599246779436,108.23588585696423,0.0,2020-04-01,79.25133891199772,False,71
21,2020-02-12,2.404963117040403,-156.75636967819088,159.91540016453112,0.0,2020-04-01,79.25133891199772,False,71
22,2020-02-13,28.738634610543777,-125.58988418749898,181.2919961990283,0.0,2020-04-01,79.25133891199772,False,71
23,2020-02-14,13.523133227595158,-139.96398070841514,174.114021155814,0.0,2020-04-01,79.25133891199772,False,71
24,2020-02-15,18.330469115659692,-136.3220997513141,169.88536628155728,0.0,2020-04-01,79.25133891199772,False,71
25,2020-02-16,17.389615563713697,-154.4399841453562,174.43982874928204,0.0,2020-04-01,79.25133891199772,False,71
26,2020-02-17,-21.72973125691682,-172.633042789104,135.41154828049153,0.0,2020-04-01,79.25133891199772,False,71
27,2020-02-18,-52.93237322773818,-191.0349488261004,101.55412515501571,0.0,2020-04-01,79.25133891199772,False,71
28,2020-02-19,3.697248625349416,-159.594308472072,154.59291039106625,0.0,2020-04-01,79.25133891199772,False,71
29,2020-02-20,30.322620774780308,-127.21640307014914,182.99486420075672,0.0,2020-04-01,79.25133891199772,False,71
30,2020-02-21,15.464655305722356,-134.9591598274877,177.3641514688539,1.0,2020-04-01,79.25133891199772,False,71
31,2020-02-22,20.710216624847128,-138.51622607468508,170.47928876929535,1.0,2020-04-01,79.25133891199772,False,71
32,2020-02-23,20.30648160167819,-118.47136385991674,173.8599860902772,1.0,2020-04-01,79.25133891199772,False,71
33,2020-02-24,-18.154546600632088,-166.6828204177661,124.33870675436803,1.0,2020-04-01,79.25133891199772,False,71
34,2020-02-25,-48.550336147046394,-206.85640803480288,107.51185420570847,1.0,2020-04-01,79.25133891199772,False,71
35,2020-02-26,9.06816260784736,-145.40305121272473,169.8287246306685,2.0,2020-04-01,79.25133891199772,False,71
36,2020-02-27,36.905466859198896,-127.17223058181199,186.6743501709336,3.0,2020-04-01,79.25133891199772,False,71
37,2020-02-28,23.532751369342314,-127.59614783647905,185.86793543213216,4.0,2020-04-01,79.25133891199772,False,71
38,2020-02-29,30.59844388074361,-125.69852280450304,193.2802240640376,7.0,2020-04-01,79.25133891199772,False,71
39,2020-03-01,32.425113251466136,-120.96233389351715,180.46384997279424,10.0,2020-04-01,79.25133891199772,False,71
40,2020-03-02,-3.3029296109033908,-144.18858181377857,151.43158655039502,10.0,2020-04-01,79.25133891199772,False,71
41,2020-03-03,-30.350162727748756,-201.51617794333515,139.8145341994929,12.0,2020-04-01,79.25133891199772,False,71
