,Report_Date,Afghanistan_cases,peak_day,cap,growth_stabilized
0,2020-01-22,0,77.76825634203786,336.10950048287043,False
1,2020-01-23,0,77.76825634203786,336.10950048287043,False
2,2020-01-24,0,77.76825634203786,336.10950048287043,False
3,2020-01-25,0,77.76825634203786,336.10950048287043,False
4,2020-01-26,0,77.76825634203786,336.10950048287043,False
5,2020-01-27,0,77.76825634203786,336.10950048287043,False
6,2020-01-28,0,77.76825634203786,336.10950048287043,False
7,2020-01-29,0,77.76825634203786,336.10950048287043,False
8,2020-01-30,0,77.76825634203786,336.10950048287043,False
9,2020-01-31,0,77.76825634203786,336.10950048287043,False
10,2020-02-01,0,77.76825634203786,336.10950048287043,False
11,2020-02-02,0,77.76825634203786,336.10950048287043,False
12,2020-02-03,0,77.76825634203786,336.10950048287043,False
13,2020-02-04,0,77.76825634203786,336.10950048287043,False
14,2020-02-05,0,77.76825634203786,336.10950048287043,False
15,2020-02-06,0,77.76825634203786,336.10950048287043,False
16,2020-02-07,0,77.76825634203786,336.10950048287043,False
17,2020-02-08,0,77.76825634203786,336.10950048287043,False
18,2020-02-09,0,77.76825634203786,336.10950048287043,False
19,2020-02-10,0,77.76825634203786,336.10950048287043,False
20,2020-02-11,0,77.76825634203786,336.10950048287043,False
21,2020-02-12,0,77.76825634203786,336.10950048287043,False
22,2020-02-13,0,77.76825634203786,336.10950048287043,False
23,2020-02-14,0,77.76825634203786,336.10950048287043,False
24,2020-02-15,0,77.76825634203786,336.10950048287043,False
25,2020-02-16,0,77.76825634203786,336.10950048287043,False
26,2020-02-17,0,77.76825634203786,336.10950048287043,False
27,2020-02-18,0,77.76825634203786,336.10950048287043,False
28,2020-02-19,0,77.76825634203786,336.10950048287043,False
29,2020-02-20,0,77.76825634203786,336.10950048287043,False
30,2020-02-21,0,77.76825634203786,336.10950048287043,False
31,2020-02-22,0,77.76825634203786,336.10950048287043,False
32,2020-02-23,0,77.76825634203786,336.10950048287043,False
33,2020-02-24,1,77.76825634203786,336.10950048287043,False
34,2020-02-25,1,77.76825634203786,336.10950048287043,False
35,2020-02-26,1,77.76825634203786,336.10950048287043,False
36,2020-02-27,1,77.76825634203786,336.10950048287043,False
37,2020-02-28,1,77.76825634203786,336.10950048287043,False
38,2020-02-29,1,77.76825634203786,336.10950048287043,False
39,2020-03-01,1,77.76825634203786,336.10950048287043,False
40,2020-03-02,1,77.76825634203786,336.10950048287043,False
41,2020-03-03,1,77.76825634203786,336.10950048287043,False
42,2020-03-04,1,77.76825634203786,336.10950048287043,False
43,2020-03-05,1,77.76825634203786,336.10950048287043,False
44,2020-03-06,1,77.76825634203786,336.10950048287043,False
45,2020-03-07,1,77.76825634203786,336.10950048287043,False
46,2020-03-08,4,77.76825634203786,336.10950048287043,False
47,2020-03-09,4,77.76825634203786,336.10950048287043,False
48,2020-03-10,5,77.76825634203786,336.10950048287043,False
49,2020-03-11,7,77.76825634203786,336.10950048287043,False
50,2020-03-12,7,77.76825634203786,336.10950048287043,False
51,2020-03-13,7,77.76825634203786,336.10950048287043,False
52,2020-03-14,11,77.76825634203786,336.10950048287043,False
53,2020-03-15,16,77.76825634203786,336.10950048287043,False
54,2020-03-16,21,77.76825634203786,336.10950048287043,False
55,2020-03-17,22,77.76825634203786,336.10950048287043,False
56,2020-03-18,22,77.76825634203786,336.10950048287043,False
57,2020-03-19,22,77.76825634203786,336.10950048287043,False
58,2020-03-20,24,77.76825634203786,336.10950048287043,False
59,2020-03-21,24,77.76825634203786,336.10950048287043,False
60,2020-03-22,40,77.76825634203786,336.10950048287043,False
61,2020-03-23,40,77.76825634203786,336.10950048287043,False
62,2020-03-24,74,77.76825634203786,336.10950048287043,False
63,2020-03-25,84,77.76825634203786,336.10950048287043,False
64,2020-03-26,94,77.76825634203786,336.10950048287043,False
65,2020-03-27,110,77.76825634203786,336.10950048287043,False
66,2020-03-28,110,77.76825634203786,336.10950048287043,False
67,2020-03-29,120,77.76825634203786,336.10950048287043,False
68,2020-03-30,170,77.76825634203786,336.10950048287043,False
