,Report_Date,S. Korea_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,1,-0.0019087559659439167,1836.2972065653112,True,1,3672.594413130354,3672.5944131306223
1,2020-01-23,1,-0.0019087559659439167,1836.2972065653112,True,2,3672.5944131306223,3672.5944131306223
2,2020-01-24,2,-0.0019087559659439167,1836.2972065653112,True,3,3672.5944131306223,3672.5944131306223
3,2020-01-25,2,-0.0019087559659439167,1836.2972065653112,True,4,3672.5944131306223,3672.5944131306223
4,2020-01-26,3,-0.0019087559659439167,1836.2972065653112,True,5,3672.5944131306223,3672.5944131306223
5,2020-01-27,4,-0.0019087559659439167,1836.2972065653112,True,6,3672.5944131306223,3672.5944131306223
6,2020-01-28,4,-0.0019087559659439167,1836.2972065653112,True,7,3672.5944131306223,3672.5944131306223
7,2020-01-29,4,-0.0019087559659439167,1836.2972065653112,True,8,3672.5944131306223,3672.5944131306223
8,2020-01-30,4,-0.0019087559659439167,1836.2972065653112,True,9,3672.5944131306223,3672.5944131306223
9,2020-01-31,11,-0.0019087559659439167,1836.2972065653112,True,10,3672.5944131306223,3672.5944131306223
10,2020-02-01,12,-0.0019087559659439167,1836.2972065653112,True,11,3672.5944131306223,3672.5944131306223
11,2020-02-02,15,-0.0019087559659439167,1836.2972065653112,True,12,3672.5944131306223,3672.5944131306223
12,2020-02-03,15,-0.0019087559659439167,1836.2972065653112,True,13,3672.5944131306223,3672.5944131306223
13,2020-02-04,16,-0.0019087559659439167,1836.2972065653112,True,14,3672.5944131306223,3672.5944131306223
14,2020-02-05,19,-0.0019087559659439167,1836.2972065653112,True,15,3672.5944131306223,3672.5944131306223
15,2020-02-06,23,-0.0019087559659439167,1836.2972065653112,True,16,3672.5944131306223,3672.5944131306223
16,2020-02-07,24,-0.0019087559659439167,1836.2972065653112,True,17,3672.5944131306223,3672.5944131306223
17,2020-02-08,24,-0.0019087559659439167,1836.2972065653112,True,18,3672.5944131306223,3672.5944131306223
18,2020-02-09,25,-0.0019087559659439167,1836.2972065653112,True,19,3672.5944131306223,3672.5944131306223
19,2020-02-10,27,-0.0019087559659439167,1836.2972065653112,True,20,3672.5944131306223,3672.5944131306223
20,2020-02-11,28,-0.0019087559659439167,1836.2972065653112,True,21,3672.5944131306223,3672.5944131306223
21,2020-02-12,28,-0.0019087559659439167,1836.2972065653112,True,22,3672.5944131306223,3672.5944131306223
22,2020-02-13,28,-0.0019087559659439167,1836.2972065653112,True,23,3672.5944131306223,3672.5944131306223
23,2020-02-14,28,-0.0019087559659439167,1836.2972065653112,True,24,3672.5944131306223,3672.5944131306223
24,2020-02-15,28,-0.0019087559659439167,1836.2972065653112,True,25,3672.5944131306223,3672.5944131306223
25,2020-02-16,29,-0.0019087559659439167,1836.2972065653112,True,26,3672.5944131306223,3672.5944131306223
26,2020-02-17,30,-0.0019087559659439167,1836.2972065653112,True,27,3672.5944131306223,3672.5944131306223
27,2020-02-18,31,-0.0019087559659439167,1836.2972065653112,True,28,3672.5944131306223,3672.5944131306223
28,2020-02-19,31,-0.0019087559659439167,1836.2972065653112,True,29,3672.5944131306223,3672.5944131306223
29,2020-02-20,104,-0.0019087559659439167,1836.2972065653112,True,30,3672.5944131306223,3672.5944131306223
30,2020-02-21,204,-0.0019087559659439167,1836.2972065653112,True,31,3672.5944131306223,3672.5944131306223
31,2020-02-22,433,-0.0019087559659439167,1836.2972065653112,True,32,3672.5944131306223,3672.5944131306223
32,2020-02-23,602,-0.0019087559659439167,1836.2972065653112,True,33,3672.5944131306223,3672.5944131306223
33,2020-02-24,833,-0.0019087559659439167,1836.2972065653112,True,34,3672.5944131306223,3672.5944131306223
