,Report_Date,Burundi_cases,fastest_grow_day,cap,growth_stabilized,timestep,res_func_logistic
0,2020-01-22,0,82.35801234439056,0.969450229712975,False,1,0.0001409289272771586
1,2020-01-23,0,82.35801234439056,0.969450229712975,False,2,0.00015843979726994263
2,2020-01-24,0,82.35801234439056,0.969450229712975,False,3,0.00017812624896702811
3,2020-01-25,0,82.35801234439056,0.969450229712975,False,4,0.000200258527755716
4,2020-01-26,0,82.35801234439056,0.969450229712975,False,5,0.00022514043431244766
5,2020-01-27,0,82.35801234439056,0.969450229712975,False,6,0.00025311348735344586
6,2020-01-28,0,82.35801234439056,0.969450229712975,False,7,0.0002845616018313064
7,2020-01-29,0,82.35801234439056,0.969450229712975,False,8,0.0003199163461456074
8,2020-01-30,0,82.35801234439056,0.969450229712975,False,9,0.0003596628497074917
9,2020-01-31,0,82.35801234439056,0.969450229712975,False,10,0.0004043464409022995
10,2020-02-01,0,82.35801234439056,0.969450229712975,False,11,0.0004545801052377214
11,2020-02-02,0,82.35801234439056,0.969450229712975,False,12,0.0005110528643656206
12,2020-02-03,0,82.35801234439056,0.969450229712975,False,13,0.0005745391888533972
13,2020-02-04,0,82.35801234439056,0.969450229712975,False,14,0.0006459095711977551
14,2020-02-05,0,82.35801234439056,0.969450229712975,False,15,0.0007261424007752286
15,2020-02-06,0,82.35801234439056,0.969450229712975,False,16,0.0008163372993785168
16,2020-02-07,0,82.35801234439056,0.969450229712975,False,17,0.0009177300948778691
17,2020-02-08,0,82.35801234439056,0.969450229712975,False,18,0.00103170963156813
18,2020-02-09,0,82.35801234439056,0.969450229712975,False,19,0.001159836639122918
19,2020-02-10,0,82.35801234439056,0.969450229712975,False,20,0.001303864907997307
20,2020-02-11,0,82.35801234439056,0.969450229712975,False,21,0.0014657650478276751
21,2020-02-12,0,82.35801234439056,0.969450229712975,False,22,0.0016477511371056231
22,2020-02-13,0,82.35801234439056,0.969450229712975,False,23,0.0018523106073855113
23,2020-02-14,0,82.35801234439056,0.969450229712975,False,24,0.0020822377437481982
24,2020-02-15,0,82.35801234439056,0.969450229712975,False,25,0.0023406712253953147
25,2020-02-16,0,82.35801234439056,0.969450229712975,False,26,0.002631136176265713
26,2020-02-17,0,82.35801234439056,0.969450229712975,False,27,0.0029575912455761006
27,2020-02-18,0,82.35801234439056,0.969450229712975,False,28,0.0033244812922449338
28,2020-02-19,0,82.35801234439056,0.969450229712975,False,29,0.0037367963052117627
29,2020-02-20,0,82.35801234439056,0.969450229712975,False,30,0.004200137253517654
30,2020-02-21,0,82.35801234439056,0.969450229712975,False,31,0.004720789625274376
31,2020-02-22,0,82.35801234439056,0.969450229712975,False,32,0.0053058054826675
32,2020-02-23,0,82.35801234439056,0.969450229712975,False,33,0.005963094929914374
33,2020-02-24,0,82.35801234439056,0.969450229712975,False,34,0.006701527961188176
34,2020-02-25,0,82.35801234439056,0.969450229712975,False,35,0.007531047723904335
35,2020-02-26,0,82.35801234439056,0.969450229712975,False,36,0.008462796296691995
36,2020-02-27,0,82.35801234439056,0.969450229712975,False,37,0.00950925413715888
37,2020-02-28,0,82.35801234439056,0.969450229712975,False,38,0.010684394397355482
38,2020-02-29,0,82.35801234439056,0.969450229712975,False,39,0.012003853328358795
39,2020-03-01,0,82.35801234439056,0.969450229712975,False,40,0.013485117991543479
40,2020-03-02,0,82.35801234439056,0.969450229712975,False,41,0.015147732452624183
41,2020-03-03,0,82.35801234439056,0.969450229712975,False,42,0.017013523542531307
42,2020-03-04,0,82.35801234439056,0.969450229712975,False,43,0.019106847110563385
43,2020-03-05,0,82.35801234439056,0.969450229712975,False,44,0.021454855450262125
44,2020-03-06,0,82.35801234439056,0.969450229712975,False,45,0.0240877862229834
45,2020-03-07,0,82.35801234439056,0.969450229712975,False,46,0.02703927270918616
46,2020-03-08,0,82.35801234439056,0.969450229712975,False,47,0.030346674548590438
47,2020-03-09,0,82.35801234439056,0.969450229712975,False,48,0.03405142724730878
48,2020-03-10,0,82.35801234439056,0.969450229712975,False,49,0.038199407586661134
49,2020-03-11,0,82.35801234439056,0.969450229712975,False,50,0.042841310612921873
50,2020-03-12,0,82.35801234439056,0.969450229712975,False,51,0.048033032063537894
51,2020-03-13,0,82.35801234439056,0.969450229712975,False,52,0.0538360478348994
52,2020-03-14,0,82.35801234439056,0.969450229712975,False,53,0.060317779362360074
53,2020-03-15,0,82.35801234439056,0.969450229712975,False,54,0.06755193051469796
54,2020-03-16,0,82.35801234439056,0.969450229712975,False,55,0.07561877776769281
55,2020-03-17,0,82.35801234439056,0.969450229712975,False,56,0.08460539100704467
56,2020-03-18,0,82.35801234439056,0.969450229712975,False,57,0.0946057573541625
57,2020-03-19,0,82.35801234439056,0.969450229712975,False,58,0.10572077500689042
58,2020-03-20,0,82.35801234439056,0.969450229712975,False,59,0.11805807842605778
59,2020-03-21,0,82.35801234439056,0.969450229712975,False,60,0.13173165057930578
60,2020-03-22,0,82.35801234439056,0.969450229712975,False,61,0.14686117282500222
61,2020-03-23,0,82.35801234439056,0.969450229712975,False,62,0.16357105900790153
62,2020-03-24,0,82.35801234439056,0.969450229712975,False,63,0.18198911827205483
63,2020-03-25,0,82.35801234439056,0.969450229712975,False,64,0.2022447920114262
64,2020-03-26,0,82.35801234439056,0.969450229712975,False,65,0.2244669154999308
65,2020-03-27,0,82.35801234439056,0.969450229712975,False,66,0.24878096542348582
66,2020-03-28,0,82.35801234439056,0.969450229712975,False,67,0.2753057721402574
67,2020-03-29,0,82.35801234439056,0.969450229712975,False,68,0.30414970120529067
68,2020-03-30,0,82.35801234439056,0.969450229712975,False,69,0.33540634324953006
69,2020-03-31,2,82.35801234439056,0.969450229712975,False,70,0.36914979465496967
