,Report_Date,Liechtenstein_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,63.00391010459522,43.201753005921866,True,1,0.0010372568355037652,83.29572609914717
1,2020-01-23,0,63.00391010459522,43.201753005921866,True,2,0.0012452180692577445,83.29572609914717
2,2020-01-24,0,63.00391010459522,43.201753005921866,True,3,0.0014948730523520301,83.29572609914717
3,2020-01-25,0,63.00391010459522,43.201753005921866,True,4,0.0017945805664639884,83.29572609914717
4,2020-01-26,0,63.00391010459522,43.201753005921866,True,5,0.0021543750251891065,83.29572609914717
5,2020-01-27,0,63.00391010459522,43.201753005921866,True,6,0.00258630231539602,83.29572609914717
6,2020-01-28,0,63.00391010459522,43.201753005921866,True,7,0.0031048229228243843,83.29572609914717
7,2020-01-29,0,63.00391010459522,43.201753005921866,True,8,0.0037272958099514157,83.29572609914717
8,2020-01-30,0,63.00391010459522,43.201753005921866,True,9,0.004474559204674464,83.29572609914717
9,2020-01-31,0,63.00391010459522,43.201753005921866,True,10,0.005371627684017327,83.29572609914717
10,2020-02-01,0,63.00391010459522,43.201753005921866,True,11,0.006448528803266014,83.29572609914717
11,2020-02-02,0,63.00391010459522,43.201753005921866,True,12,0.007741307153372187,83.29572609914717
12,2020-02-03,0,63.00391010459522,43.201753005921866,True,13,0.009293229277826836,83.29572609914717
13,2020-02-04,0,63.00391010459522,43.201753005921866,True,14,0.01115622952248471,83.29572609914717
14,2020-02-05,0,63.00391010459522,43.201753005921866,True,15,0.013392644839188296,83.29572609914717
15,2020-02-06,0,63.00391010459522,43.201753005921866,True,16,0.016077296066433742,83.29572609914717
16,2020-02-07,0,63.00391010459522,43.201753005921866,True,17,0.01929998456263128,83.29572609914717
17,2020-02-08,0,63.00391010459522,43.201753005921866,True,18,0.02316848661634247,83.29572609914717
18,2020-02-09,0,63.00391010459522,43.201753005921866,True,19,0.027812144208665183,83.29572609914717
19,2020-02-10,0,63.00391010459522,43.201753005921866,True,20,0.03338616992709999,83.29572609914717
20,2020-02-11,0,63.00391010459522,43.201753005921866,True,21,0.040076806671708584,83.29572609914717
21,2020-02-12,0,63.00391010459522,43.201753005921866,True,22,0.04810750987461106,83.29572609914717
22,2020-02-13,0,63.00391010459522,43.201753005921866,True,23,0.05774635197365858,83.29572609914717
23,2020-02-14,0,63.00391010459522,43.201753005921866,True,24,0.06931488661695696,83.29572609914717
24,2020-02-15,0,63.00391010459522,43.201753005921866,True,25,0.0831987543662978,83.29572609914717
25,2020-02-16,0,63.00391010459522,43.201753005921866,True,26,0.09986036338986866,83.29572609914717
26,2020-02-17,0,63.00391010459522,43.201753005921866,True,27,0.11985403865004858,83.29572609914717
27,2020-02-18,0,63.00391010459522,43.201753005921866,True,28,0.14384410216721133,83.29572609914717
28,2020-02-19,0,63.00391010459522,43.201753005921866,True,29,0.17262642561472372,83.29572609914717
29,2020-02-20,0,63.00391010459522,43.201753005921866,True,30,0.20715408488301876,83.29572609914717
30,2020-02-21,0,63.00391010459522,43.201753005921866,True,31,0.24856784371503202,83.29572609914717
31,2020-02-22,0,63.00391010459522,43.201753005921866,True,32,0.2982322982474436,83.29572609914717
32,2020-02-23,0,63.00391010459522,43.201753005921866,True,33,0.35777862263679633,83.29572609914717
33,2020-02-24,0,63.00391010459522,43.201753005921866,True,34,0.42915496147801846,83.29572609914717
34,2020-02-25,0,63.00391010459522,43.201753005921866,True,35,0.5146856069278151,83.29572609914717
35,2020-02-26,0,63.00391010459522,43.201753005921866,True,36,0.6171401609468813,83.29572609914717
36,2020-02-27,0,63.00391010459522,43.201753005921866,True,37,0.7398138912092718,83.29572609914717
37,2020-02-28,0,63.00391010459522,43.201753005921866,True,38,0.8866204068941778,83.29572609914717
38,2020-02-29,0,63.00391010459522,43.201753005921866,True,39,1.062197556261994,83.29572609914717
39,2020-03-01,0,63.00391010459522,43.201753005921866,True,40,1.2720270099380937,83.29572609914717
40,2020-03-02,0,63.00391010459522,43.201753005921866,True,41,1.5225672450774055,83.29572609914717
41,2020-03-03,0,63.00391010459522,43.201753005921866,True,42,1.8213984585667662,83.29572609914717
42,2020-03-04,1,63.00391010459522,43.201753005921866,True,43,2.177376151185272,83.29572609914717
